a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.06,0,-1,1745,0,3490,1884.6,27630
0.06,0,0,1402,592,3396,1762.8,26814
0.06,0,1,1275,839,3389,1729.38,26028
0.06,0,2,1212,1022,3446,1738.2,25939
0.06,0,3,1165,1127,3457,1731.54,25550
0.06,0,4,1115,1162,3392,1692.24,25765
0.06,0,5,1066,1346,3478,1716.6,25950
0.06,0,6,1052,1359,3463,1706.94,25641
0.06,0,7,993,1432,3418,1673.88,25320
0.06,0,8,946,1405,3297,1611.78,25804
0.06,0,9,925,1430,3280,1599.6,25530
0.06,0,10,927,1401,3255,1589.58,25724
0.06,0,11,892,1492,3276,1590.0,25471
0.06,0,12,869,1536,3274,1583.64,25484
0.06,0,13,932,1497,3361,1635.3,25284
0.06,0,14,866,1483,3215,1558.14,24956
0.06,0,15,854,1393,3101,1507.38,25264
0.06,0,16,769,1518,3056,1468.08,25221
0.06,0,17,756,1451,2963,1425.9,25170
0.06,0,18,810,1402,3022,1463.64,25504
0.06,0,19,785,1394,2964,1433.28,25376
0.06,0,20,785,1473,3043,1466.46,25409
0.06,0,21,744,1489,2977,1428.9,24736
0.06,0,22,738,1437,2913,1400.58,24691
0.06,0,23,713,1441,2867,1375.26,24660
0.06,0,24,729,1617,3075,1466.46,25312
0.06,0,25,725,1630,3080,1467.6,25046
0.06,0,26,692,1588,2972,1414.32,25148
0.06,0,27,639,1518,2796,1327.68,25357
0.06,0,28,613,1553,2779,1314.3,25001
0.06,0,29,552,1410,2514,1188.36,24784
0.06,0,30,559,1424,2542,1201.8,24804
0.06,0,31,501,1461,2463,1154.7,24651
0.06,0,32,494,1410,2398,1125.72,24386
0.06,0,33,441,1403,2285,1065.54,24885
0.06,0,34,432,1446,2310,1073.88,24927
0.06,0,35,398,1388,2184,1012.8,25249
0.06,0,36,311,1440,2062,940.68,25039
0.06,0,37,321,1317,1959,899.82,25136
0.06,0,38,274,1192,1740,796.56,25450
0.06,0,39,200,1123,1523,687.66,25244
0.06,0,40,188,1047,1423,642.78,25696
0.06,0,41,153,1041,1347,602.46,25608
0.06,0,42,106,951,1163,513.9,25756
0.06,0,43,103,898,1104,488.4,25607
0.06,0,44,89,831,1009,445.14,25406
0.06,0,45,58,761,877,382.26,25476
0.06,0,46,57,776,890,387.48,25461
0.06,0,47,41,694,776,335.76,25692
0.06,0,48,38,636,712,308.16,25469
0.06,0,49,21,591,633,270.9,25546
0.06,0,50,20,515,555,237.9,25320
0.06,0,51,15,428,458,195.96,25113
0.06,0,52,15,364,394,169.08,25688
0.06,0,53,14,305,333,143.22,25719
0.06,0,54,8,251,267,114.06,25494
0.06,0,55,7,248,262,111.72,25472
0.06,0,56,1,207,209,88.02,25056
0.06,0,57,2,181,185,78.18,25248
0.06,0,58,1,154,156,65.76,25380
0.06,0,59,0,129,129,54.18,25460
0.06,0,60,0,96,96,40.32,25403
0.06,0,61,0,89,89,37.38,25672
0.06,0,62,0,63,63,26.46,25583
0.06,0,63,0,55,55,23.1,25706
0.06,0,64,0,45,45,18.9,25818
0.06,0,65,0,36,36,15.12,25537
0.06,0,66,0,21,21,8.82,25534
0.06,0,67,0,24,24,10.08,25235
0.06,0,68,0,16,16,6.72,25988
0.06,0,69,0,27,27,11.34,25956
0.06,0,70,0,29,29,12.18,26109
0.06,0,71,0,26,26,10.92,25784
0.06,0,72,0,16,16,6.72,25615
0.06,0,73,0,9,9,3.78,25596
0.06,0,74,0,11,11,4.62,25199
0.06,0,75,0,10,10,4.2,25475
0.06,0,76,0,10,10,4.2,25645
0.06,0,77,0,8,8,3.36,25730
0.06,0,78,0,3,3,1.26,25827
0.06,0,79,0,5,5,2.1,25907
0.06,0,80,0,2,2,0.84,26088
0.06,0,81,0,1,1,0.42,25515
0.06,0,82,0,2,2,0.84,25555
0.06,0,83,0,6,6,2.52,25946
0.06,0,84,0,5,5,2.1,26005
0.06,0,85,0,2,2,0.84,26132
0.06,0,86,0,0,0,0.0,25609
0.06,1,-1,1601,0,3202,1729.08,27765
0.06,1,0,1282,704,3268,1680.24,27003
0.06,1,1,1046,878,2970,1498.44,25918
0.06,1,2,981,1108,3070,1524.84,25906
0.06,1,3,940,1120,3000,1485.6,25864
0.06,1,4,882,1192,2956,1453.2,25630
0.06,1,5,896,1267,3059,1499.82,25562
