a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0611,0,-1,1695,0,3390,1830.6,27984
0.0611,0,0,1308,728,3344,1718.4,27091
0.0611,0,1,1058,909,3025,1524.42,26137
0.0611,0,2,999,982,2980,1491.36,25327
0.0611,0,3,995,1083,3073,1529.46,25373
0.0611,0,4,889,1212,2990,1469.16,25269
0.0611,0,5,786,1259,2831,1377.66,24927
0.0611,0,6,754,1176,2684,1308.24,25084
0.0611,0,7,653,1243,2549,1227.3,25444
0.0611,0,8,591,1309,2491,1188.06,25360
0.0611,0,9,576,1205,2357,1128.18,25399
0.0611,0,10,414,1327,2155,1004.46,25640
0.0611,0,11,437,1197,2071,974.7,25292
0.0611,0,12,404,1159,1967,923.1,25151
0.0611,0,13,334,1175,1843,854.22,25299
0.0611,0,14,310,1172,1792,827.04,25169
0.0611,0,15,271,1130,1672,767.28,25480
0.0611,0,16,236,1132,1604,730.32,25010
0.0611,0,17,181,1084,1446,650.76,24695
0.0611,0,18,192,988,1372,622.32,24920
0.0611,0,19,175,966,1316,594.72,25216
0.0611,0,20,122,919,1163,517.74,25410
0.0611,0,21,101,844,1046,463.56,25266
0.0611,0,22,74,759,907,398.7,25249
0.0611,0,23,61,628,750,329.64,25057
0.0611,0,24,32,581,645,278.58,25258
0.0611,0,25,25,499,549,236.58,25461
0.0611,0,26,28,424,480,208.32,25507
0.0611,0,27,22,360,404,174.96,25884
0.0611,0,28,6,320,332,140.88,26187
0.0611,0,29,4,286,294,124.44,25826
0.0611,0,30,3,230,236,99.84,26164
0.0611,0,31,4,198,206,87.48,25634
0.0611,0,32,6,174,186,79.56,25641
0.0611,0,33,0,155,155,65.1,25662
0.0611,0,34,0,133,133,55.86,25603
0.0611,0,35,0,108,108,45.36,25818
0.0611,0,36,0,72,72,30.24,25658
0.0611,0,37,0,66,66,27.72,25517
0.0611,0,38,2,65,69,29.46,25415
0.0611,0,39,0,57,57,23.94,25891
0.0611,0,40,0,58,58,24.36,26432
0.0611,0,41,0,46,46,19.32,26042
0.0611,0,42,0,20,20,8.4,25947
0.0611,0,43,0,14,14,5.88,25719
0.0611,0,44,0,13,13,5.46,26029
0.0611,0,45,0,10,10,4.2,25856
0.0611,0,46,0,12,12,5.04,25890
0.0611,0,47,0,7,7,2.94,25627
0.0611,0,48,0,2,2,0.84,25656
0.0611,0,49,0,4,4,1.68,25943
0.0611,0,50,0,2,2,0.84,25742
0.0611,0,51,0,0,0,0.0,25892
0.0611,1,-1,1799,0,3598,1942.92,28293
0.0611,1,0,1368,669,3405,1758.42,27092
0.0611,1,1,1296,891,3483,1773.9,26537
0.0611,1,2,1157,1004,3318,1671.24,25461
0.0611,1,3,1119,1038,3276,1644.48,25506
0.0611,1,4,1064,1159,3287,1635.9,25488
0.0611,1,5,1039,1141,3219,1601.34,25316
0.0611,1,6,976,1259,3211,1582.86,25388
0.0611,1,7,1010,1244,3264,1613.28,25639
0.0611,1,8,990,1287,3267,1609.74,25487
0.0611,1,9,984,1338,3306,1624.68,25628
0.0611,1,10,995,1387,3377,1657.14,25562
0.0611,1,11,935,1395,3265,1595.7,25753
0.0611,1,12,877,1482,3236,1569.6,25298
0.0611,1,13,887,1595,3369,1627.86,25462
0.0611,1,14,865,1605,3335,1608.3,25709
0.0611,1,15,897,1549,3343,1619.34,26042
0.0611,1,16,825,1572,3222,1551.24,25816
0.0611,1,17,802,1595,3199,1536.06,25236
0.0611,1,18,788,1584,3160,1516.32,25598
0.0611,1,19,777,1509,3063,1472.94,25099
0.0611,1,20,771,1463,3005,1447.14,24763
0.0611,1,21,716,1579,3011,1436.46,24620
0.0611,1,22,690,1602,2982,1418.04,25004
0.0611,1,23,693,1516,2902,1385.16,24769
0.0611,1,24,625,1548,2798,1325.16,25092
0.0611,1,25,742,1606,3090,1475.88,25370
0.0611,1,26,679,1519,2877,1371.3,25353
0.0611,1,27,632,1539,2803,1328.94,25285
0.0611,1,28,541,1611,2693,1260.9,25621
0.0611,1,29,514,1535,2563,1199.82,25322
0.0611,1,30,525,1536,2586,1212.12,25712
0.0611,1,31,463,1590,2516,1167.84,25928
0.0611,1,32,453,1555,2461,1142.34,25561
0.0611,1,33,428,1440,2296,1067.04,25103
