a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0662,0,-1,1793,0,3586,1936.44,27774
0.0662,0,0,1453,662,3568,1847.28,27033
0.0662,0,1,1300,914,3514,1787.88,26262
0.0662,0,2,1192,1010,3394,1711.56,26024
0.0662,0,3,1222,1119,3563,1789.74,25578
0.0662,0,4,1092,1131,3315,1654.38,25092
0.0662,0,5,1090,1300,3480,1723.2,25405
0.0662,0,6,1094,1329,3517,1739.7,25426
0.0662,0,7,1031,1369,3431,1688.46,25365
0.0662,0,8,1035,1364,3434,1690.68,25317
0.0662,0,9,1024,1426,3474,1704.84,25216
0.0662,0,10,1002,1509,3513,1715.94,25264
0.0662,0,11,942,1351,3235,1584.78,25170
0.0662,0,12,882,1507,3271,1585.5,25000
0.0662,0,13,880,1520,3280,1588.8,25086
0.0662,0,14,871,1460,3202,1553.88,25237
0.0662,0,15,844,1579,3267,1574.7,25510
0.0662,0,16,858,1538,3254,1572.6,25370
0.0662,0,17,759,1527,3045,1461.06,25569
0.0662,0,18,691,1598,2980,1417.44,25498
0.0662,0,19,690,1580,2960,1408.8,25927
0.0662,0,20,667,1602,2936,1393.2,25700
0.0662,0,21,648,1621,2917,1380.66,25338
0.0662,0,22,591,1650,2832,1331.28,25086
0.0662,0,23,589,1639,2817,1324.5,25309
0.0662,0,24,553,1529,2635,1239.42,25064
0.0662,0,25,513,1636,2662,1241.16,25038
0.0662,0,26,471,1476,2418,1128.6,24702
0.0662,0,27,452,1449,2353,1096.74,24543
0.0662,0,28,425,1358,2208,1029.36,24977
0.0662,0,29,387,1408,2182,1009.32,24842
0.0662,0,30,412,1369,2193,1019.94,25054
0.0662,0,31,427,1392,2246,1045.8,24992
0.0662,0,32,370,1442,2182,1005.24,25150
0.0662,0,33,326,1290,1942,893.88,24936
0.0662,0,34,278,1238,1794,820.2,24689
0.0662,0,35,239,1164,1642,747.0,24938
0.0662,0,36,214,1122,1550,702.36,25068
0.0662,0,37,171,1099,1441,646.26,25343
0.0662,0,38,158,1084,1400,625.92,25378
0.0662,0,39,113,1016,1242,548.76,25066
0.0662,0,40,96,914,1106,487.56,25233
0.0662,0,41,84,851,1019,448.14,25445
0.0662,0,42,66,781,913,399.3,25418
0.0662,0,43,53,698,804,350.4,25316
0.0662,0,44,49,659,757,329.7,25278
0.0662,0,45,31,604,666,287.16,24986
0.0662,0,46,36,517,589,256.02,25169
0.0662,0,47,22,495,539,231.66,25416
0.0662,0,48,17,455,489,209.46,25431
0.0662,0,49,21,456,498,214.2,25580
0.0662,0,50,14,423,451,192.78,25495
0.0662,0,51,18,355,391,168.54,25642
0.0662,0,52,6,301,313,132.9,25520
0.0662,0,53,8,236,252,107.76,25769
0.0662,0,54,5,193,203,86.46,25452
0.0662,0,55,0,203,203,85.26,25888
0.0662,0,56,8,161,177,76.26,26006
0.0662,0,57,2,135,139,58.86,25618
0.0662,0,58,0,96,96,40.32,25265
0.0662,0,59,2,94,98,41.64,25301
0.0662,0,60,3,76,82,35.16,25489
0.0662,0,61,0,48,48,20.16,25175
0.0662,0,62,0,40,40,16.8,25582
0.0662,0,63,0,23,23,9.66,25331
0.0662,0,64,0,20,20,8.4,25202
0.0662,0,65,0,19,19,7.98,25317
0.0662,0,66,0,20,20,8.4,25106
0.0662,0,67,0,20,20,8.4,25389
0.0662,0,68,0,22,22,9.24,25578
0.0662,0,69,0,12,12,5.04,25657
0.0662,0,70,0,8,8,3.36,25606
0.0662,0,71,0,3,3,1.26,25933
0.0662,0,72,0,3,3,1.26,25897
0.0662,0,73,0,2,2,0.84,26109
0.0662,0,74,0,0,0,0.0,25865
0.0662,1,-1,1847,0,3694,1994.76,28151
0.0662,1,0,1439,700,3578,1848.12,27144
0.0662,1,1,1315,921,3551,1807.02,26537
0.0662,1,2,1226,1032,3484,1757.52,25867
0.0662,1,3,1153,1175,3481,1738.74,25775
0.0662,1,4,1031,1299,3361,1659.06,25689
0.0662,1,5,972,1298,3242,1594.92,25605
0.0662,1,6,854,1326,3034,1479.24,25245
0.0662,1,7,827,1362,3016,1465.2,25520
0.0662,1,8,857,1399,3113,1513.14,25890
0.0662,1,9,795,1390,2980,1442.4,25105
0.0662,1,10,854,1508,3216,1555.68,25351
0.0662,1,11,777,1508,3062,1472.52,25255
0.0662,1,12,759,1340,2858,1382.52,25479
0.0662,1,13,690,1489,2869,1370.58,25688
0.0662,1,14,611,1429,2651,1260.06,25412
0.0662,1,15,581,1441,2603,1232.7,25502
0.0662,1,16,572,1405,2549,1207.86,25585
0.0662,1,17,525,1322,2372,1122.24,25441
0.0662,1,18,468,1366,2302,1079.16,25366
0.0662,1,19,459,1405,2323,1085.82,25394
0.0662,1,20,454,1358,2266,1060.68,25658
0.0662,1,21,452,1413,2317,1081.62,25885
0.0662,1,22,423,1309,2155,1006.62,25453
0.0662,1,23,367,1199,1933,899.94,24912
0.0662,1,24,352,1162,1866,868.2,25313
0.0662,1,25,363,1208,1934,899.4,25303
0.0662,1,26,300,1204,1804,829.68,25705
0.0662,1,27,282,1271,1835,838.38,25631
0.0662,1,28,267,1230,1764,804.96,26120
0.0662,1,29,223,1168,1614,731.4,25787
0.0662,1,30,211,1061,1483,673.5,25712
0.0662,1,31,139,1032,1310,583.56,25472
0.0662,1,32,106,886,1098,486.6,25289
0.0662,1,33,85,871,1041,457.62,25097
0.0662,1,34,73,717,863,379.98,24871
0.0662,1,35,53,762,868,377.28,24916
0.0662,1,36,47,640,734,319.56,24934
0.0662,1,37,40,559,639,277.98,24945
0.0662,1,38,29,525,583,251.82,25237
0.0662,1,39,24,459,507,218.7,25239
0.0662,1,40,10,397,417,177.54,25019
0.0662,1,41,3,368,374,157.8,25206
0.0662,1,42,8,309,325,138.42,25319
0.0662,1,43,6,284,296,125.76,25377
0.0662,1,44,5,277,287,121.74,25614
0.0662,1,45,2,253,257,108.42,25989
0.0662,1,46,0,185,185,77.7,25954
0.0662,1,47,1,158,160,67.44,25966
0.0662,1,48,6,146,158,67.8,25926
0.0662,1,49,1,125,127,53.58,25541
0.0662,1,50,1,106,108,45.6,25373
0.0662,1,51,1,72,74,31.32,25509
0.0662,1,52,0,73,73,30.66,25992
0.0662,1,53,1,45,47,19.98,25922
0.0662,1,54,0,27,27,11.34,25202
0.0662,1,55,0,12,12,5.04,25296
0.0662,1,56,0,5,5,2.1,25208
0.0662,1,57,0,6,6,2.52,25452
0.0662,1,58,0,4,4,1.68,25565
0.0662,1,59,0,1,1,0.42,25368
0.0662,1,60,0,0,0,0.0,25871
0.0662,2,-1,1781,0,3562,1923.48,28067
0.0662,2,0,1477,569,3523,1834.14,27011
0.0662,2,1,1296,838,3430,1751.64,26348
0.0662,2,2,1144,1029,3317,1667.7,25879
0.0662,2,3,1150,1088,3388,1698.96,25919
0.0662,2,4,1124,1273,3521,1748.58,26190
0.0662,2,5,1054,1325,3433,1694.82,26032
0.0662,2,6,1045,1347,3437,1694.34,25745
0.0662,2,7,979,1430,3388,1657.92,25363
0.0662,2,8,949,1482,3380,1647.36,25008
0.0662,2,9,1025,1544,3594,1755.48,25686
0.0662,2,10,979,1528,3486,1699.08,25326
0.0662,2,11,958,1509,3425,1668.42,25345
0.0662,2,12,871,1488,3230,1565.64,25019
0.0662,2,13,920,1507,3347,1626.54,25090
0.0662,2,14,878,1676,3432,1652.16,25188
0.0662,2,15,885,1542,3312,1603.44,25158
0.0662,2,16,832,1627,3291,1581.9,24934
0.0662,2,17,843,1636,3322,1597.56,24943
0.0662,2,18,819,1658,3296,1580.88,25328
0.0662,2,19,869,1630,3368,1623.12,25343
0.0662,2,20,842,1617,3301,1588.5,24921
0.0662,2,21,780,1598,3158,1513.56,24641
0.0662,2,22,744,1625,3113,1486.02,24933
0.0662,2,23,730,1613,3073,1465.86,25389
0.0662,2,24,655,1656,2966,1402.92,25171
0.0662,2,25,638,1621,2897,1369.86,25354
0.0662,2,26,597,1550,2744,1295.76,25347
0.0662,2,27,564,1525,2653,1249.62,25406
0.0662,2,28,525,1559,2609,1221.78,25197
0.0662,2,29,518,1493,2529,1186.5,24966
0.0662,2,30,511,1489,2511,1177.26,25082
0.0662,2,31,484,1524,2492,1162.8,25069
0.0662,2,32,478,1519,2475,1154.22,25103
0.0662,2,33,378,1417,2173,1003.38,25103
0.0662,2,34,384,1400,2168,1002.72,25238
0.0662,2,35,318,1295,1931,887.34,25087
0.0662,2,36,216,1340,1772,796.08,25356
0.0662,2,37,218,1194,1630,736.92,25062
0.0662,2,38,221,1157,1599,724.62,24991
0.0662,2,39,160,1151,1471,656.22,25178
0.0662,2,40,139,1047,1325,589.86,24893
0.0662,2,41,123,982,1228,545.28,24893
0.0662,2,42,121,941,1183,525.9,25070
0.0662,2,43,96,913,1105,487.14,25441
0.0662,2,44,93,823,1009,446.1,25239
0.0662,2,45,62,670,794,348.36,25452
0.0662,2,46,38,604,680,294.72,25737
0.0662,2,47,25,528,578,248.76,25474
0.0662,2,48,25,472,522,225.24,25319
0.0662,2,49,18,461,497,213.06,25231
0.0662,2,50,17,362,396,170.4,25240
0.0662,2,51,7,334,348,147.84,25161
0.0662,2,52,1,266,268,112.8,25196
0.0662,2,53,2,249,253,106.74,25684
0.0662,2,54,4,230,238,100.92,25409
0.0662,2,55,1,237,239,100.62,25572
0.0662,2,56,7,225,239,102.06,25234
0.0662,2,57,3,188,194,82.2,25303
0.0662,2,58,4,152,160,68.16,25443
0.0662,2,59,3,132,138,58.68,25645
0.0662,2,60,0,134,134,56.28,25523
0.0662,2,61,0,103,103,43.26,25563
0.0662,2,62,0,73,73,30.66,25551
0.0662,2,63,1,53,55,23.34,25911
0.0662,2,64,0,27,27,11.34,26030
0.0662,2,65,0,24,24,10.08,25852
0.0662,2,66,0,17,17,7.14,25613
0.0662,2,67,0,12,12,5.04,25818
0.0662,2,68,0,11,11,4.62,26087
0.0662,2,69,0,12,12,5.04,26115
0.0662,2,70,0,6,6,2.52,25904
0.0662,2,71,0,6,6,2.52,26027
0.0662,2,72,0,7,7,2.94,26118
0.0662,2,73,0,8,8,3.36,26059
0.0662,2,74,0,13,13,5.46,25955
0.0662,2,75,0,16,16,6.72,26016
0.0662,2,76,0,9,9,3.78,26019
0.0662,2,77,0,7,7,2.94,25791
0.0662,2,78,0,5,5,2.1,25574
0.0662,2,79,0,2,2,0.84,25550
0.0662,2,80,0,2,2,0.84,26043
0.0662,2,81,0,0,0,0.0,25796
0.0662,3,-1,1909,0,3818,2061.72,27550
0.0662,3,0,1491,679,3661,1895.46,26285
0.0662,3,1,1415,990,3820,1944.0,26032
0.0662,3,2,1298,1020,3616,1830.24,25564
0.0662,3,3,1267,1161,3695,1855.98,25810
0.0662,3,4,1159,1226,3544,1766.64,25904
0.0662,3,5,1159,1218,3536,1763.28,25739
0.0662,3,6,1185,1245,3615,1802.7,25608
0.0662,3,7,1067,1372,3506,1728.6,25351
0.0662,3,8,1100,1448,3648,1796.16,25631
0.0662,3,9,1053,1468,3574,1753.8,25199
0.0662,3,10,1050,1468,3568,1750.56,25377
0.0662,3,11,1036,1436,3508,1722.0,25276
0.0662,3,12,997,1476,3470,1696.68,25145
0.0662,3,13,972,1382,3326,1630.2,24891
0.0662,3,14,1055,1417,3527,1734.54,25451
0.0662,3,15,920,1459,3299,1606.38,25396
0.0662,3,16,937,1446,3320,1619.28,25802
0.0662,3,17,870,1497,3237,1568.34,25240
0.0662,3,18,873,1504,3250,1574.52,25617
0.0662,3,19,896,1597,3389,1638.42,25597
0.0662,3,20,901,1602,3404,1645.92,25606
0.0662,3,21,860,1463,3183,1543.26,25086
0.0662,3,22,829,1479,3137,1516.5,25435
0.0662,3,23,814,1559,3187,1533.9,25110
0.0662,3,24,754,1589,3097,1481.7,24926
0.0662,3,25,834,1586,3254,1566.84,24929
0.0662,3,26,755,1620,3130,1495.8,24756
0.0662,3,27,791,1583,3165,1519.14,24980
0.0662,3,28,755,1674,3184,1518.48,25209
0.0662,3,29,788,1664,3240,1549.92,25598
0.0662,3,30,781,1619,3181,1523.46,25151
0.0662,3,31,766,1620,3152,1507.68,25190
0.0662,3,32,790,1620,3200,1533.6,25450
0.0662,3,33,774,1510,3058,1470.12,25363
0.0662,3,34,631,1560,2822,1336.68,25679
0.0662,3,35,617,1517,2751,1303.5,25850
0.0662,3,36,571,1477,2619,1237.02,25381
0.0662,3,37,540,1497,2577,1211.94,24946
0.0662,3,38,541,1569,2651,1243.26,25478
0.0662,3,39,546,1531,2623,1232.7,25369
0.0662,3,40,447,1544,2438,1131.24,25402
0.0662,3,41,460,1531,2451,1139.82,25684
0.0662,3,42,444,1498,2386,1108.68,25324
0.0662,3,43,416,1414,2246,1043.16,25274
0.0662,3,44,361,1398,2120,977.04,25165
0.0662,3,45,347,1380,2074,954.36,25074
0.0662,3,46,336,1379,2051,942.06,24876
0.0662,3,47,299,1350,1948,889.92,24718
0.0662,3,48,299,1356,1954,892.44,25145
0.0662,3,49,279,1306,1864,849.84,25365
0.0662,3,50,283,1249,1815,830.22,25360
0.0662,3,51,253,1213,1719,782.7,25177
0.0662,3,52,209,1180,1598,721.32,25223
0.0662,3,53,184,1085,1453,654.42,25363
