a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0713,0,-1,1957,0,3914,2113.56,28089
0.0713,0,0,1611,656,3878,2015.4,27196
0.0713,0,1,1451,825,3727,1913.58,26433
0.0713,0,2,1328,1093,3749,1893.3,25874
0.0713,0,3,1379,1186,3944,1987.44,25733
0.0713,0,4,1374,1277,4025,2020.26,25511
0.0713,0,5,1266,1364,3896,1940.16,25346
0.0713,0,6,1200,1423,3823,1893.66,25500
0.0713,0,7,1226,1488,3940,1949.04,25620
0.0713,0,8,1222,1598,4042,1990.92,26030
0.0713,0,9,1270,1577,4117,2033.94,25917
0.0713,0,10,1138,1524,3800,1869.12,25861
0.0713,0,11,1110,1647,3867,1890.54,25796
0.0713,0,12,1226,1560,4012,1979.28,25814
0.0713,0,13,1153,1606,3912,1919.76,25374
0.0713,0,14,1127,1645,3899,1908.06,25645
0.0713,0,15,1095,1616,3806,1861.32,25437
0.0713,0,16,1140,1657,3937,1927.14,25363
0.0713,0,17,1273,1610,4156,2051.04,25211
0.0713,0,18,1328,1743,4399,2166.3,25579
0.0713,0,19,1275,1800,4350,2133.0,25621
0.0713,0,20,1318,1750,4386,2158.44,25582
0.0713,0,21,1336,1721,4393,2165.7,25157
0.0713,0,22,1283,1681,4247,2091.66,25362
0.0713,0,23,1325,1753,4403,2167.26,25316
0.0713,0,24,1390,1698,4478,2214.36,25088
0.0713,0,25,1416,1605,4437,2203.38,25206
0.0713,0,26,1347,1655,4349,2149.86,25103
0.0713,0,27,1362,1721,4445,2193.78,24812
0.0713,0,28,1359,1765,4483,2209.02,25015
0.0713,0,29,1385,1855,4625,2274.9,24939
0.0713,0,30,1366,1867,4599,2259.42,25161
0.0713,0,31,1331,1868,4530,2222.04,25516
0.0713,0,32,1381,1786,4548,2241.6,25048
0.0713,0,33,1400,1840,4640,2284.8,25259
0.0713,0,34,1370,1878,4618,2268.36,25259
0.0713,0,35,1378,1778,4534,2235.0,25317
0.0713,0,36,1307,1862,4476,2193.6,25144
0.0713,0,37,1353,1782,4488,2209.68,25078
0.0713,0,38,1426,1879,4731,2329.26,25030
0.0713,0,39,1447,1881,4775,2352.78,25056
0.0713,0,40,1377,1883,4637,2278.02,25079
0.0713,0,41,1453,1732,4638,2296.68,25031
0.0713,0,42,1464,1873,4801,2367.78,25304
0.0713,0,43,1574,1963,5111,2524.38,25533
0.0713,0,44,1626,1955,5207,2577.18,25663
0.0713,0,45,1584,1816,4984,2473.44,25299
0.0713,0,46,1603,1701,4907,2445.66,25021
0.0713,0,47,1745,1691,5181,2594.82,25226
0.0713,0,48,1667,1644,4978,2490.84,25148
0.0713,0,49,1731,1795,5257,2623.38,25657
0.0713,0,50,1773,1710,5256,2633.04,25590
0.0713,0,51,1860,1721,5441,2731.62,25433
0.0713,0,52,1808,1668,5284,2653.2,25353
0.0713,0,53,1832,1687,5351,2687.1,25375
0.0713,0,54,1896,1780,5572,2795.28,25527
0.0713,0,55,1907,1729,5543,2785.74,25493
0.0713,0,56,1902,1774,5578,2799.24,25570
0.0713,0,57,1846,1711,5403,2712.3,25668
0.0713,0,58,1917,1794,5628,2823.84,25482
0.0713,0,59,2038,1838,5914,2973.0,26036
0.0713,0,60,2083,1791,5957,3001.86,25545
0.0713,0,61,2022,1808,5852,2943.12,25378
0.0713,0,62,2062,1737,5861,2956.5,24999
0.0713,0,63,2108,1758,5974,3015.0,24932
0.0713,0,64,2243,1772,6258,3166.68,25371
0.0713,0,65,2218,1681,6117,3101.46,25361
0.0713,0,66,2406,1718,6530,3320.04,25333
0.0713,0,67,2589,1753,6931,3532.38,25703
0.0713,0,68,2402,1747,6551,3327.9,25521
0.0713,0,69,2503,1769,6775,3446.22,25489
0.0713,0,70,2482,1896,6860,3476.88,25556
0.0713,0,71,2531,1901,6963,3531.9,25521
0.0713,0,72,2611,1883,7105,3610.74,25348
0.0713,0,73,2569,1910,7048,3576.72,25512
0.0713,0,74,2645,1866,7156,3640.32,25463
0.0713,0,75,2810,1736,7356,3763.92,25403
0.0713,0,76,2962,1780,7704,3946.56,25280
0.0713,0,77,3057,1826,7940,4068.48,25536
0.0713,0,78,3058,1843,7959,4076.7,25650
0.0713,0,79,3072,1741,7885,4048.98,25490
0.0713,0,80,3196,1792,8184,4204.32,25708
0.0713,0,81,3350,1852,8552,4395.84,25767
0.0713,0,82,3398,1795,8591,4423.74,25505
0.0713,0,83,3524,1763,8811,4546.38,25446
0.0713,0,84,3460,1694,8614,4448.28,24953
0.0713,0,85,3529,1683,8741,4518.18,25123
0.0713,0,86,3478,1827,8783,4523.58,25371
0.0713,0,87,3750,1798,9298,4805.16,25446
0.0713,0,88,3865,1965,9695,4999.5,25814
0.0713,0,89,3814,1827,9455,4886.46,25688
0.0713,0,90,3740,1858,9338,4819.56,25911
0.0713,0,91,3856,1875,9587,4951.98,25734
0.0713,0,92,4134,1855,10123,5243.82,25998
0.0713,0,93,4238,1786,10262,5327.16,25875
0.0713,0,94,4172,1878,10222,5294.52,25780
0.0713,0,95,4295,1871,10461,5424.42,26048
0.0713,0,96,4434,1755,10623,5525.82,25977
0.0713,0,97,4480,1729,10689,5564.58,25949
0.0713,0,98,4395,1763,10553,5487.06,25781
0.0713,0,99,4486,1717,10689,5566.02,25951
0.0713,0,100,4649,1718,11016,5742.48,26190
0.0713,1,-1,1963,0,3926,2120.04,27777
0.0713,1,0,1634,697,3965,2057.46,26934
0.0713,1,1,1543,892,3978,2041.08,27020
0.0713,1,2,1331,1150,3812,1920.48,26501
0.0713,1,3,1284,1243,3811,1908.78,26010
0.0713,1,4,1221,1257,3699,1846.62,25300
0.0713,1,5,1182,1316,3680,1829.28,25324
0.0713,1,6,1106,1343,3555,1758.54,25560
0.0713,1,7,1096,1400,3592,1771.68,25342
0.0713,1,8,1039,1473,3551,1740.78,25530
0.0713,1,9,1086,1409,3581,1764.66,25341
0.0713,1,10,1006,1415,3427,1680.78,24942
0.0713,1,11,973,1514,3460,1686.72,25293
0.0713,1,12,1017,1523,3557,1738.02,25199
0.0713,1,13,1092,1650,3834,1872.36,25136
0.0713,1,14,1119,1666,3904,1908.24,25334
0.0713,1,15,1112,1591,3815,1869.18,25121
0.0713,1,16,1028,1644,3700,1800.72,25328
0.0713,1,17,1032,1581,3645,1778.58,25203
0.0713,1,18,1014,1571,3599,1754.94,25205
0.0713,1,19,1032,1614,3678,1792.44,25298
0.0713,1,20,984,1580,3548,1726.32,24847
0.0713,1,21,1021,1611,3653,1779.3,25264
0.0713,1,22,976,1572,3524,1714.32,25075
0.0713,1,23,1003,1523,3529,1722.9,24981
0.0713,1,24,959,1500,3418,1665.72,24783
0.0713,1,25,1026,1551,3603,1759.5,24927
0.0713,1,26,1116,1576,3808,1867.2,25099
0.0713,1,27,1051,1633,3735,1820.94,25235
0.0713,1,28,1013,1648,3674,1786.2,25213
0.0713,1,29,1002,1687,3691,1790.7,25509
0.0713,1,30,1002,1686,3690,1790.28,25176
0.0713,1,31,983,1735,3701,1790.34,25592
0.0713,1,32,972,1698,3642,1762.92,25448
0.0713,1,33,967,1756,3690,1781.88,25942
0.0713,1,34,984,1676,3644,1766.64,25248
0.0713,1,35,867,1780,3514,1683.96,25316
0.0713,1,36,808,1563,3179,1529.1,25023
0.0713,1,37,860,1674,3394,1631.88,25020
0.0713,1,38,858,1621,3337,1607.46,24887
0.0713,1,39,937,1595,3469,1681.86,24658
0.0713,1,40,876,1587,3339,1612.62,24917
0.0713,1,41,822,1618,3262,1567.32,24467
0.0713,1,42,832,1699,3363,1612.14,24990
0.0713,1,43,892,1766,3550,1705.08,25163
0.0713,1,44,907,1752,3566,1715.4,25452
0.0713,1,45,912,1690,3514,1694.76,25024
0.0713,1,46,968,1647,3583,1737.18,24814
0.0713,1,47,978,1709,3665,1774.02,24996
0.0713,1,48,1041,1790,3872,1876.08,25241
0.0713,1,49,1013,1749,3775,1828.62,25421
0.0713,1,50,981,1741,3703,1790.7,25654
0.0713,1,51,968,1722,3658,1768.68,25555
0.0713,1,52,1020,1743,3783,1833.66,25214
0.0713,1,53,1018,1720,3756,1821.84,25698
0.0713,1,54,1096,1758,3950,1922.04,25678
0.0713,1,55,1094,1715,3903,1901.82,25294
0.0713,1,56,1150,1778,4078,1988.76,25424
0.0713,1,57,1097,1790,3984,1936.56,25146
0.0713,1,58,1091,1740,3922,1909.08,25092
0.0713,1,59,1134,1844,4112,1999.2,25652
0.0713,1,60,1103,1754,3960,1927.92,25520
0.0713,1,61,1008,1805,3821,1846.74,25636
0.0713,1,62,951,1739,3641,1757.46,25078
0.0713,1,63,934,1668,3536,1709.28,25030
0.0713,1,64,936,1678,3550,1715.64,25240
0.0713,1,65,1002,1592,3596,1750.8,25607
0.0713,1,66,995,1636,3626,1761.72,25108
0.0713,1,67,1048,1812,3908,1892.88,25471
0.0713,1,68,1086,1815,3987,1935.18,25641
0.0713,1,69,1018,1720,3756,1821.84,25298
0.0713,1,70,1133,1654,3920,1918.32,25238
0.0713,1,71,1130,1764,4024,1961.28,25389
0.0713,1,72,1113,1712,3938,1921.08,25339
0.0713,1,73,1156,1755,4067,1985.58,25620
0.0713,1,74,1148,1620,3916,1920.24,25498
0.0713,1,75,1135,1708,3978,1943.16,25368
0.0713,1,76,1206,1811,4223,2063.1,25260
0.0713,1,77,1162,1755,4079,1992.06,25462
0.0713,1,78,1178,1809,4165,2032.02,25287
0.0713,1,79,1164,1718,4046,1978.68,25147
0.0713,1,80,1100,1551,3751,1839.42,24700
0.0713,1,81,1198,1699,4095,2007.42,25223
0.0713,1,82,1208,1753,4169,2040.9,25414
0.0713,1,83,1288,1728,4304,2116.8,25427
0.0713,1,84,1283,1754,4320,2122.32,25543
0.0713,1,85,1272,1670,4214,2075.16,25511
0.0713,1,86,1206,1696,4108,2014.8,25094
0.0713,1,87,1261,1708,4230,2079.24,25396
0.0713,1,88,1240,1819,4299,2103.18,25609
0.0713,1,89,1331,1744,4406,2169.96,25547
0.0713,1,90,1320,1661,4301,2123.22,25053
0.0713,1,91,1339,1815,4493,2208.42,24916
0.0713,1,92,1463,1753,4679,2316.3,24961
0.0713,1,93,1438,1704,4580,2268.72,25413
0.0713,1,94,1370,1828,4568,2247.36,25185
0.0713,1,95,1440,1749,4629,2289.78,25131
0.0713,1,96,1537,1752,4826,2395.8,25213
0.0713,1,97,1492,1811,4795,2371.98,25048
0.0713,1,98,1584,1753,4921,2446.98,25196
0.0713,1,99,1672,1839,5183,2578.14,25200
0.0713,1,100,1605,1967,5177,2559.54,25403
0.0713,2,-1,2065,0,4130,2230.2,27712
0.0713,2,0,1636,774,4046,2091.96,26612
0.0713,2,1,1461,961,3883,1981.5,25947
0.0713,2,2,1348,1144,3840,1936.32,25147
0.0713,2,3,1338,1196,3872,1947.36,25628
0.0713,2,4,1165,1283,3613,1797.06,25573
0.0713,2,5,1159,1385,3703,1833.42,25819
0.0713,2,6,1089,1359,3537,1746.9,25714
0.0713,2,7,1059,1407,3525,1734.66,25785
0.0713,2,8,1151,1454,3756,1853.76,25754
0.0713,2,9,1139,1500,3778,1860.12,25683
0.0713,2,10,1156,1480,3792,1870.08,25387
0.0713,2,11,1216,1550,3982,1964.28,25587
0.0713,2,12,1191,1554,3936,1938.96,25062
0.0713,2,13,1310,1526,4146,2055.72,25511
0.0713,2,14,1394,1479,4267,2126.7,25392
0.0713,2,15,1324,1668,4316,2130.48,25353
0.0713,2,16,1311,1636,4258,2103.0,25558
0.0713,2,17,1254,1740,4248,2085.12,25364
0.0713,2,18,1372,1692,4436,2192.4,25314
0.0713,2,19,1349,1722,4420,2180.16,25329
0.0713,2,20,1278,1778,4334,2127.0,24994
0.0713,2,21,1378,1756,4512,2225.76,24865
0.0713,2,22,1522,1701,4745,2358.18,25369
0.0713,2,23,1428,1755,4611,2279.34,25481
0.0713,2,24,1504,1837,4845,2395.86,25748
0.0713,2,25,1566,1767,4899,2433.42,25503
0.0713,2,26,1458,1877,4793,2362.98,25150
0.0713,2,27,1529,1902,4960,2450.16,25543
0.0713,2,28,1459,1872,4790,2361.96,25239
0.0713,2,29,1420,1922,4762,2340.84,25368
0.0713,2,30,1457,1879,4793,2362.74,25208
0.0713,2,31,1491,1881,4863,2400.3,25438
0.0713,2,32,1531,1965,5027,2478.78,25504
0.0713,2,33,1553,1936,5042,2490.36,25853
0.0713,2,34,1570,1935,5075,2508.3,25684
0.0713,2,35,1615,1888,5118,2537.16,25499
0.0713,2,36,1683,1847,5213,2593.38,25420
0.0713,2,37,1775,1873,5423,2703.66,25693
0.0713,2,38,1868,1975,5711,2846.94,25457
0.0713,2,39,1866,1980,5712,2846.88,25208
0.0713,2,40,1858,1860,5576,2787.84,25116
0.0713,2,41,1946,1815,5707,2863.98,24859
0.0713,2,42,2054,1871,5979,3004.14,25186
0.0713,2,43,2067,1799,5933,2987.94,25595
0.0713,2,44,2053,1875,5981,3004.74,25352
0.0713,2,45,2013,1852,5878,2951.88,25332
0.0713,2,46,2169,1781,6119,3090.54,25091
0.0713,2,47,2249,1870,6368,3214.32,25353
0.0713,2,48,2188,1800,6176,3119.04,25284
0.0713,2,49,2319,1936,6574,3317.64,25259
0.0713,2,50,2451,1913,6815,3450.54,25685
0.0713,2,51,2468,1934,6870,3477.72,25674
0.0713,2,52,2521,1847,6889,3498.42,25160
0.0713,2,53,2570,1881,7021,3565.62,25607
0.0713,2,54,2607,1848,7062,3591.72,25618
0.0713,2,55,2573,1851,6997,3556.26,25224
0.0713,2,56,2682,1852,7216,3674.4,25425
0.0713,2,57,2701,1876,7278,3705.0,25882
0.0713,2,58,2880,1950,7710,3929.4,26027
0.0713,2,59,2955,2091,8001,4069.62,25996
0.0713,2,60,2901,2040,7842,3989.88,25161
0.0713,2,61,3108,1977,8193,4186.98,25389
0.0713,2,62,2936,1979,7851,4002.06,25187
0.0713,2,63,2882,1911,7675,3915.18,25027
0.0713,2,64,3006,1920,7932,4052.88,25040
