a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0637,0,-1,1787,0,3574,1929.96,28539
0.0637,0,0,1437,679,3553,1837.14,27439
0.0637,0,1,1436,944,3816,1947.36,26865
0.0637,0,2,1251,1103,3605,1814.34,26473
0.0637,0,3,1197,1146,3540,1774.08,26094
0.0637,0,4,1153,1221,3527,1758.06,25985
0.0637,0,5,1161,1277,3599,1790.22,25710
0.0637,0,6,1070,1290,3430,1697.4,25328
0.0637,0,7,1034,1309,3377,1666.5,24943
0.0637,0,8,1012,1386,3410,1675.08,25514
0.0637,0,9,1045,1473,3563,1747.26,25560
0.0637,0,10,1071,1454,3596,1767.36,25568
0.0637,0,11,982,1472,3436,1678.8,25524
0.0637,0,12,1021,1416,3458,1697.4,25737
0.0637,0,13,1092,1519,3703,1817.34,25120
0.0637,0,14,1029,1551,3609,1762.74,25222
0.0637,0,15,982,1587,3551,1727.1,25054
0.0637,0,16,1060,1623,3743,1826.46,24837
0.0637,0,17,1044,1671,3759,1829.34,25013
0.0637,0,18,994,1716,3704,1794.24,25156
0.0637,0,19,966,1760,3692,1782.48,25234
0.0637,0,20,1030,1780,3840,1860.0,25283
0.0637,0,21,984,1629,3597,1746.9,24845
0.0637,0,22,1000,1641,3641,1769.22,24842
0.0637,0,23,1032,1606,3670,1789.08,25225
0.0637,0,24,1071,1591,3733,1824.9,24892
0.0637,0,25,984,1561,3529,1718.34,25011
0.0637,0,26,1089,1727,3905,1901.46,25552
0.0637,0,27,971,1625,3567,1731.18,24905
0.0637,0,28,923,1596,3442,1667.16,24933
0.0637,0,29,854,1625,3333,1604.82,25048
0.0637,0,30,831,1628,3290,1581.24,25262
0.0637,0,31,826,1643,3295,1582.14,24845
0.0637,0,32,838,1578,3254,1567.8,25101
0.0637,0,33,767,1622,3156,1509.6,25237
0.0637,0,34,805,1586,3196,1535.52,24763
0.0637,0,35,801,1500,3102,1495.08,24966
0.0637,0,36,802,1577,3181,1528.5,24873
0.0637,0,37,859,1604,3322,1601.4,25074
0.0637,0,38,792,1587,3171,1521.9,25143
0.0637,0,39,770,1635,3175,1518.3,25256
0.0637,0,40,772,1627,3171,1517.1,25139
0.0637,0,41,748,1619,3115,1487.82,25003
0.0637,0,42,780,1544,3104,1490.88,24984
0.0637,0,43,760,1591,3111,1489.02,25097
0.0637,0,44,810,1657,3277,1570.74,25198
0.0637,0,45,717,1610,3044,1450.56,25218
0.0637,0,46,692,1596,2980,1417.68,25008
0.0637,0,47,676,1669,3021,1431.06,25474
0.0637,0,48,681,1662,3024,1433.52,25436
0.0637,0,49,649,1563,2861,1357.38,25411
0.0637,0,50,579,1614,2772,1303.2,25529
