a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.056,0,-1,1500,0,3000,1620.0,27540
0.056,0,0,1213,637,3063,1577.58,26572
0.056,0,1,1014,839,2867,1447.5,25915
0.056,0,2,912,960,2784,1388.16,26023
0.056,0,3,853,1086,2792,1377.36,25933
0.056,0,4,810,1158,2778,1361.16,25535
0.056,0,5,818,1216,2852,1394.16,25424
0.056,0,6,739,1240,2718,1318.92,25217
0.056,0,7,717,1244,2678,1296.84,25240
0.056,0,8,616,1355,2587,1234.38,25464
0.056,0,9,643,1439,2725,1298.82,25637
0.056,0,10,667,1361,2695,1291.98,25738
0.056,0,11,688,1416,2792,1337.76,25659
0.056,0,12,659,1363,2681,1284.18,25232
0.056,0,13,605,1463,2673,1267.86,25422
0.056,0,14,618,1485,2721,1291.14,25260
0.056,0,15,524,1498,2546,1195.08,25474
0.056,0,16,533,1482,2548,1198.08,25671
0.056,0,17,514,1553,2581,1207.38,25524
0.056,0,18,483,1440,2406,1126.44,25024
0.056,0,19,474,1461,2409,1125.54,25487
0.056,0,20,399,1528,2326,1072.68,25495
0.056,0,21,379,1430,2188,1009.92,25494
0.056,0,22,387,1403,2177,1007.22,25320
0.056,0,23,285,1439,2009,912.18,25565
0.056,0,24,281,1356,1918,873.0,25485
0.056,0,25,263,1424,1950,882.12,25636
0.056,0,26,241,1304,1786,807.96,25119
0.056,0,27,256,1270,1782,809.88,25337
0.056,0,28,185,1126,1496,672.72,25109
0.056,0,29,130,1061,1321,586.02,25364
0.056,0,30,102,1026,1230,541.08,25306
0.056,0,31,104,969,1177,519.3,25337
0.056,0,32,77,868,1022,447.72,25317
0.056,0,33,76,794,946,415.56,25715
0.056,0,34,38,659,735,317.82,25531
0.056,0,35,31,609,671,289.26,25565
0.056,0,36,13,476,502,213.96,25422
0.056,0,37,14,419,447,191.1,25353
0.056,0,38,15,401,431,184.62,25577
0.056,0,39,12,357,381,162.9,25624
0.056,0,40,5,272,282,119.64,25301
0.056,0,41,7,210,224,95.76,25394
0.056,0,42,5,203,213,90.66,25429
0.056,0,43,1,183,185,77.94,25615
0.056,0,44,0,133,133,55.86,25477
0.056,0,45,0,124,124,52.08,25559
0.056,0,46,0,96,96,40.32,25993
0.056,0,47,0,99,99,41.58,25731
0.056,0,48,2,83,87,37.02,25674
0.056,0,49,0,72,72,30.24,25905
0.056,0,50,0,57,57,23.94,25900
0.056,0,51,0,48,48,20.16,25813
0.056,0,52,0,36,36,15.12,25639
0.056,0,53,0,35,35,14.7,25839
0.056,0,54,0,28,28,11.76,25610
0.056,0,55,0,19,19,7.98,25686
0.056,0,56,0,16,16,6.72,25877
0.056,0,57,0,24,24,10.08,25720
0.056,0,58,0,25,25,10.5,25817
0.056,0,59,0,24,24,10.08,25835
0.056,0,60,0,18,18,7.56,25530
0.056,0,61,0,29,29,12.18,25563
0.056,0,62,0,30,30,12.6,25208
0.056,0,63,0,20,20,8.4,25695
0.056,0,64,0,23,23,9.66,26044
0.056,0,65,0,21,21,8.82,26061
0.056,0,66,0,14,14,5.88,26046
0.056,0,67,0,11,11,4.62,26167
0.056,0,68,0,12,12,5.04,25731
0.056,0,69,0,9,9,3.78,25985
0.056,0,70,0,3,3,1.26,25573
0.056,0,71,0,1,1,0.42,25674
0.056,0,72,0,1,1,0.42,25825
0.056,0,73,0,0,0,0.0,25761
0.056,1,-1,1622,0,3244,1751.76,28140
