a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0688,0,-1,1880,0,3760,2030.4,27320
0.0688,0,0,1536,657,3729,1934.82,26758
0.0688,0,1,1441,920,3802,1942.68,26371
0.0688,0,2,1339,1067,3745,1894.26,25983
0.0688,0,3,1308,1105,3721,1876.74,25850
0.0688,0,4,1243,1309,3795,1892.22,25500
0.0688,0,5,1297,1458,4052,2013.12,25681
0.0688,0,6,1304,1491,4099,2034.54,25370
0.0688,0,7,1211,1552,3974,1959.72,25680
0.0688,0,8,1202,1566,3970,1955.88,25237
0.0688,0,9,1226,1513,3965,1959.54,25440
0.0688,0,10,1121,1555,3797,1863.78,25114
0.0688,0,11,1083,1543,3709,1817.7,25311
0.0688,0,12,1152,1516,3820,1880.88,25520
0.0688,0,13,1113,1554,3780,1854.72,25267
0.0688,0,14,1103,1589,3795,1858.62,25665
0.0688,0,15,1041,1620,3702,1804.68,25568
0.0688,0,16,965,1618,3548,1721.76,25259
0.0688,0,17,995,1740,3730,1805.4,25453
0.0688,0,18,963,1750,3676,1775.04,25556
0.0688,0,19,977,1700,3654,1769.16,25624
0.0688,0,20,994,1755,3743,1810.62,25592
0.0688,0,21,1075,1721,3871,1883.82,25531
0.0688,0,22,1028,1674,3730,1813.32,25317
0.0688,0,23,1033,1582,3648,1780.08,25142
0.0688,0,24,1054,1656,3764,1833.84,25571
0.0688,0,25,1061,1739,3861,1876.26,25518
0.0688,0,26,950,1668,3568,1726.56,25466
0.0688,0,27,983,1646,3612,1752.96,25043
0.0688,0,28,993,1625,3611,1754.94,25115
0.0688,0,29,946,1563,3455,1678.14,25131
0.0688,0,30,978,1604,3560,1729.92,25348
0.0688,0,31,921,1579,3421,1657.86,25377
0.0688,0,32,891,1633,3415,1648.14,25180
0.0688,0,33,915,1705,3535,1704.3,25078
0.0688,0,34,914,1759,3587,1725.9,25204
0.0688,0,35,933,1788,3654,1758.6,25081
0.0688,0,36,916,1751,3583,1724.7,24796
0.0688,0,37,957,1653,3567,1727.82,25003
0.0688,0,38,983,1767,3733,1803.78,25261
0.0688,0,39,968,1818,3754,1809.0,25613
0.0688,0,40,868,1780,3516,1685.04,25315
0.0688,0,41,920,1809,3649,1753.38,24710
0.0688,0,42,927,1834,3688,1771.44,25074
