a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0764,0,-1,2108,0,4216,2276.64,27640
0.0764,0,0,1716,685,4117,2140.98,26939
0.0764,0,1,1561,932,4054,2077.32,26536
0.0764,0,2,1547,1055,4149,2113.86,26160
0.0764,0,3,1453,1143,4049,2049.3,26037
0.0764,0,4,1500,1241,4241,2141.22,25795
0.0764,0,5,1288,1313,3889,1942.5,25664
0.0764,0,6,1262,1388,3912,1945.92,25548
0.0764,0,7,1322,1418,4062,2023.32,25423
0.0764,0,8,1349,1451,4149,2066.34,25397
0.0764,0,9,1306,1427,4039,2009.82,24949
0.0764,0,10,1321,1533,4175,2070.54,25079
0.0764,0,11,1313,1503,4129,2049.3,25346
0.0764,0,12,1346,1667,4359,2153.82,25139
0.0764,0,13,1383,1671,4437,2195.46,25091
0.0764,0,14,1396,1784,4576,2256.96,25291
0.0764,0,15,1395,1739,4529,2236.98,25468
0.0764,0,16,1370,1807,4547,2238.54,25397
0.0764,0,17,1404,1780,4588,2263.92,25270
0.0764,0,18,1437,1777,4651,2298.3,25667
0.0764,0,19,1500,1800,4800,2376.0,25308
0.0764,0,20,1575,1795,4945,2454.9,25420
0.0764,0,21,1556,1686,4798,2388.6,25549
0.0764,0,22,1571,1700,4842,2410.68,25090
0.0764,0,23,1633,1626,4892,2446.56,24993
0.0764,0,24,1632,1678,4942,2467.32,24941
0.0764,0,25,1718,1688,5124,2564.4,25253
0.0764,0,26,1670,1690,5030,2513.4,25159
0.0764,0,27,1722,1688,5132,2568.72,25220
0.0764,0,28,1745,1748,5238,2618.76,24986
0.0764,0,29,1718,1708,5144,2572.8,24980
0.0764,0,30,1698,1793,5189,2586.9,25193
0.0764,0,31,1738,1818,5294,2640.6,25243
0.0764,0,32,1794,1817,5405,2700.66,24676
0.0764,0,33,1850,1922,5622,2805.24,25157
0.0764,0,34,1874,1862,5610,2805.96,25498
0.0764,0,35,1970,1838,5778,2899.56,25513
0.0764,0,36,2012,1713,5737,2892.42,25489
0.0764,0,37,2104,1855,6063,3051.42,25573
0.0764,0,38,2055,1812,5922,2980.44,25124
0.0764,0,39,2092,1811,5995,3019.98,25127
0.0764,0,40,2206,1775,6187,3127.98,25198
0.0764,0,41,2211,1776,6198,3133.8,25497
0.0764,0,42,2339,1809,6487,3285.9,25514
0.0764,0,43,2414,1820,6648,3371.52,25474
0.0764,0,44,2425,1771,6621,3362.82,25362
0.0764,0,45,2450,1697,6597,3358.74,25199
0.0764,0,46,2490,1693,6673,3400.26,25122
0.0764,0,47,2663,1713,7039,3595.5,25645
0.0764,0,48,2739,1734,7212,3686.4,25447
0.0764,0,49,2709,1702,7120,3640.56,25474
0.0764,0,50,2805,1606,7216,3703.92,25234
0.0764,0,51,2916,1624,7456,3831.36,25182
0.0764,0,52,3091,1657,7839,4034.22,25304
0.0764,0,53,3098,1675,7871,4049.34,25264
0.0764,0,54,3009,1625,7643,3932.22,25297
0.0764,0,55,3044,1578,7666,3950.28,25290
0.0764,0,56,3203,1743,8149,4191.3,25676
0.0764,0,57,3235,1827,8297,4261.14,25836
0.0764,0,58,3375,1770,8520,4388.4,25882
0.0764,0,59,3496,1744,8736,4508.16,25951
0.0764,0,60,3594,1758,8946,4619.88,26152
0.0764,0,61,3531,1676,8738,4517.4,25489
0.0764,0,62,3461,1681,8603,4443.9,25007
0.0764,0,63,3574,1736,8884,4589.04,25594
0.0764,0,64,3501,1745,8747,4513.98,25513
0.0764,0,65,3543,1742,8828,4558.08,25469
0.0764,0,66,3575,1777,8927,4607.34,25240
0.0764,0,67,3598,1805,9001,4643.94,25412
0.0764,0,68,3833,1763,9429,4880.1,25663
0.0764,0,69,3948,1771,9667,5007.66,25480
0.0764,0,70,4047,1875,9969,5158.26,25791
0.0764,0,71,4048,1875,9971,5159.34,25906
0.0764,0,72,4225,1826,10276,5329.92,25792
0.0764,0,73,4305,1869,10479,5434.38,25623
0.0764,0,74,4441,1884,10766,5587.56,26053
0.0764,0,75,4400,1892,10692,5546.64,25985
0.0764,0,76,4483,1839,10805,5614.02,25851
