a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.1,0,-1,2833,0,5666,3059.64,28150
0.1,0,0,2610,665,5885,3098.1,27385
0.1,0,1,2338,941,5617,2920.26,26393
0.1,0,2,2220,1103,5543,2860.86,26295
0.1,0,3,2229,1162,5620,2895.36,25790
0.1,0,4,2104,1325,5533,2828.82,25989
0.1,0,5,2176,1335,5687,2910.78,25775
0.1,0,6,2083,1334,5500,2809.92,25661
0.1,0,7,2229,1418,5876,3002.88,25987
0.1,0,8,2175,1474,5824,2968.08,25737
0.1,0,9,2181,1444,5806,2961.96,25471
0.1,0,10,2290,1619,6199,3153.18,25752
0.1,0,11,2356,1596,6308,3214.8,25707
0.1,0,12,2321,1681,6323,3212.7,25720
0.1,0,13,2393,1665,6451,3283.74,25475
0.1,0,14,2332,1654,6318,3213.24,25687
0.1,0,15,2312,1790,6414,3248.76,25573
0.1,0,16,2369,1846,6584,3333.84,25306
0.1,0,17,2465,1834,6764,3432.48,25015
0.1,0,18,2704,1844,7252,3694.8,25524
0.1,0,19,2723,1814,7260,3702.72,25289
0.1,0,20,2814,1740,7368,3769.92,25617
0.1,0,21,2937,1887,7761,3964.5,25514
0.1,0,22,2910,1888,7708,3935.76,25855
0.1,0,23,2886,1688,7460,3825.84,25122
0.1,0,24,2867,1880,7614,3885.96,24904
0.1,0,25,2955,1795,7705,3945.3,24960
0.1,0,26,3164,1796,8124,4171.44,25274
0.1,0,27,3332,1799,8463,4354.14,25279
0.1,0,28,3351,1809,8511,4378.86,25372
0.1,0,29,3380,1782,8542,4398.84,25513
0.1,0,30,3465,1865,8795,4525.5,25932
0.1,0,31,3451,1830,8732,4495.68,25657
0.1,0,32,3518,1841,8877,4572.66,25566
0.1,0,33,3637,1816,9090,4690.68,25148
0.1,0,34,3777,1812,9366,4840.2,25736
0.1,0,35,3909,1761,9579,4961.34,25393
0.1,0,36,4037,1764,9838,5100.84,25404
0.1,0,37,3904,1821,9629,4981.14,25385
0.1,0,38,4068,1837,9973,5164.98,25427
0.1,0,39,4152,1962,10266,5308.2,25562
0.1,0,40,4287,1881,10455,5419.98,25747
0.1,0,41,4153,1799,10105,5240.82,25581
0.1,0,42,4372,1855,10599,5500.86,25478
0.1,0,43,4481,1908,10870,5640.84,25453
0.1,0,44,4417,1953,10787,5590.62,25829
0.1,0,45,4541,1879,10961,5693.46,26102
0.1,0,46,4524,1779,10827,5633.1,26200
0.1,0,47,4529,1844,10902,5665.8,25796
0.1,0,48,4797,1717,11311,5901.9,25886
0.1,0,49,4823,1787,11433,5959.38,25687
0.1,0,50,4952,1730,11634,6074.76,25710
0.1,0,51,5126,1778,12030,6282.84,25752
0.1,0,52,5371,1782,12524,6549.12,26325
0.1,0,53,5442,1786,12670,6627.48,26277
0.1,0,54,5366,1765,12497,6536.58,26040
0.1,0,55,5293,1822,12408,6481.68,25804
0.1,0,56,5335,1849,12519,6538.38,25525
0.1,0,57,5552,1864,12968,6779.04,25680
0.1,0,58,5659,1828,13146,6879.48,25868
0.1,0,59,5700,1771,13171,6899.82,25979
0.1,0,60,5816,1841,13473,7054.5,26250
0.1,0,61,5897,1831,13625,7137.78,26363
0.1,0,62,5863,1807,13533,7090.98,26137
0.1,0,63,5889,1802,13580,7116.96,25511
0.1,0,64,5844,1814,13502,7073.4,25413
0.1,0,65,6109,1771,13989,7341.54,25737
0.1,0,66,6218,1793,14229,7468.5,25919
0.1,0,67,6245,1795,14285,7498.5,25906
0.1,0,68,6195,1831,14221,7459.62,25727
0.1,0,69,6533,1768,14834,7798.2,26098
0.1,0,70,6483,1817,14783,7764.78,26116
0.1,0,71,6449,1826,14724,7731.84,25934
0.1,0,72,6605,1877,15087,7921.74,26127
0.1,0,73,6624,1908,15156,7955.28,25719
0.1,0,74,6585,1868,15038,7896.36,26196
0.1,0,75,6717,1821,15255,8019.18,26175
0.1,0,76,6661,1941,15263,8009.1,26498
0.1,0,77,6765,1847,15377,8081.94,26639
0.1,0,78,6776,1788,15340,8069.04,25812
0.1,0,79,6908,1764,15580,8201.52,26152
0.1,0,80,6693,1811,15197,7989.06,25644
0.1,0,81,6961,1762,15684,8257.92,25792
0.1,0,82,7292,1806,16390,8633.88,26584
0.1,0,83,7253,1818,16324,8596.8,26454
0.1,0,84,7239,1843,16321,8592.18,26558
0.1,0,85,7357,1743,16457,8677.62,26346
0.1,0,86,7359,1760,16478,8686.92,26162
0.1,0,87,7555,1744,16854,8891.88,26277
0.1,0,88,7696,1757,17149,9049.62,26148
0.1,0,89,7674,1816,17164,9050.64,26273
0.1,0,90,7838,1783,17459,9213.9,26279
0.1,0,91,7627,1697,16951,8949.9,25792
0.1,0,92,7576,1801,16953,8938.5,26053
0.1,0,93,7909,1662,17480,9239.76,26261
0.1,0,94,8169,1675,18013,9526.02,26163
0.1,0,95,8099,1712,17910,9465.96,26232
0.1,0,96,8407,1740,18554,9810.36,26811
0.1,0,97,8269,1794,18332,9684.0,26645
0.1,0,98,8378,1701,18457,9762.66,26323
0.1,0,99,8379,1769,18527,9792.3,26604
0.1,0,100,8220,1680,18120,9583.2,26120
