a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0586,0,-1,1568,0,3136,1693.44,27879
0.0586,0,0,1151,617,2919,1502.22,26630
0.0586,0,1,1051,861,2963,1496.7,25915
0.0586,0,2,972,1051,2995,1491.18,25956
0.0586,0,3,932,1060,2924,1451.76,25772
0.0586,0,4,851,1213,2915,1428.54,25709
0.0586,0,5,786,1196,2768,1351.2,25486
0.0586,0,6,812,1188,2812,1375.92,25504
0.0586,0,7,778,1249,2805,1364.82,25678
0.0586,0,8,734,1212,2680,1301.76,25655
0.0586,0,9,625,1213,2463,1184.46,25473
0.0586,0,10,635,1339,2609,1248.18,25635
0.0586,0,11,553,1327,2433,1154.58,25323
0.0586,0,12,532,1313,2377,1126.02,25021
0.0586,0,13,541,1362,2444,1156.32,25060
0.0586,0,14,488,1346,2322,1092.36,24996
0.0586,0,15,463,1352,2278,1067.88,25325
0.0586,0,16,440,1341,2221,1038.42,25401
0.0586,0,17,437,1386,2260,1054.08,25311
0.0586,0,18,414,1426,2254,1046.04,25207
0.0586,0,19,355,1235,1945,902.1,25071
0.0586,0,20,313,1209,1835,845.82,25094
0.0586,0,21,282,1203,1767,809.82,25060
0.0586,0,22,268,1117,1653,758.58,25493
0.0586,0,23,219,1160,1598,723.72,25760
0.0586,0,24,176,1151,1503,673.5,25488
0.0586,0,25,127,1089,1343,594.54,25342
0.0586,0,26,114,954,1182,523.8,25149
0.0586,0,27,84,863,1031,453.18,25203
0.0586,0,28,74,788,936,410.88,25476
0.0586,0,29,84,753,921,406.98,25427
0.0586,0,30,59,724,842,367.8,25308
0.0586,0,31,34,657,725,312.66,25332
0.0586,0,32,33,604,670,289.32,25497
0.0586,0,33,24,513,561,241.38,25689
0.0586,0,34,15,438,468,200.16,25605
0.0586,0,35,8,356,372,158.16,25106
0.0586,0,36,5,328,338,143.16,25455
0.0586,0,37,5,262,272,115.44,25563
0.0586,0,38,5,234,244,103.68,25386
0.0586,0,39,1,195,197,82.98,25566
0.0586,0,40,4,159,167,71.1,25530
0.0586,0,41,1,163,165,69.54,25937
0.0586,0,42,0,110,110,46.2,25675
0.0586,0,43,0,89,89,37.38,25492
0.0586,0,44,0,88,88,36.96,25756
0.0586,0,45,0,105,105,44.1,25938
0.0586,0,46,0,74,74,31.08,25882
0.0586,0,47,2,61,65,27.78,26023
0.0586,0,48,0,53,53,22.26,25775
0.0586,0,49,0,36,36,15.12,25914
