a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.07,0,-1,1733,0,3466,1871.64,27055
0.07,0,0,1461,718,3640,1879.44,26576
0.07,0,1,1338,930,3606,1835.64,26497
0.07,0,2,1247,1002,3496,1767.6,25949
0.07,0,3,1225,1136,3586,1800.12,25780
0.07,0,4,1148,1135,3431,1716.54,25504
0.07,0,5,1165,1301,3631,1804.62,25437
0.07,0,6,1091,1364,3546,1751.16,25825
0.07,0,7,1088,1324,3500,1731.12,25635
0.07,0,8,1161,1318,3640,1807.44,25432
0.07,0,9,1038,1400,3476,1709.04,25162
0.07,0,10,1021,1410,3452,1694.88,25513
0.07,0,11,1086,1430,3602,1773.48,25269
0.07,0,12,941,1578,3460,1679.04,24920
0.07,0,13,973,1502,3448,1681.68,25125
0.07,0,14,970,1618,3558,1727.16,25429
0.07,0,15,872,1637,3381,1629.3,25094
0.07,0,16,885,1595,3365,1625.7,25014
0.07,0,17,922,1745,3589,1728.66,25271
0.07,0,18,886,1705,3477,1672.98,24967
0.07,0,19,934,1633,3501,1694.58,25206
0.07,0,20,966,1741,3673,1774.5,25444
0.07,0,21,931,1737,3599,1735.02,25126
0.07,0,22,931,1740,3602,1736.28,25217
0.07,0,23,928,1674,3530,1705.32,24924
0.07,0,24,938,1685,3561,1720.74,25422
0.07,0,25,919,1720,3558,1714.92,25405
0.07,0,26,869,1866,3604,1722.24,25147
0.07,0,27,879,1715,3473,1669.62,25053
0.07,0,28,851,1711,3413,1637.7,24851
0.07,0,29,833,1725,3391,1624.14,25174
0.07,0,30,877,1714,3468,1667.04,24816
0.07,0,31,880,1766,3526,1692.12,25117
0.07,0,32,845,1738,3428,1642.56,24785
0.07,0,33,770,1749,3289,1566.18,24643
0.07,0,34,731,1700,3162,1503.48,24769
0.07,0,35,821,1629,3271,1570.86,24940
0.07,0,36,789,1644,3222,1542.6,25017
0.07,0,37,755,1658,3168,1511.76,25182
0.07,0,38,740,1623,3103,1480.86,25233
0.07,0,39,754,1632,3140,1499.76,25003
0.07,0,40,750,1645,3145,1500.9,25082
0.07,0,41,718,1726,3162,1500.36,25153
0.07,0,42,777,1735,3289,1567.86,25271
0.07,0,43,742,1763,3247,1541.82,25227
0.07,0,44,746,1724,3216,1529.76,25603
0.07,0,45,704,1711,3119,1478.94,25519
0.07,0,46,637,1659,2933,1384.74,25450
0.07,0,47,676,1665,3017,1429.38,25112
