a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,outcome
0.0586,1,0,1550,0,3100,1674,decrease
0.0586,1,1,1258,699,3215,1652.22,decrease
0.0586,1,2,1159,862,3180,1613.76,decrease
0.0586,1,3,1092,1037,3221,1614.9,decrease
0.0586,1,4,962,1139,3063,1517.34,decrease
0.0586,1,5,916,1162,2994,1477.32,decrease
0.0586,1,6,934,1262,3130,1538.76,decrease
0.0586,1,7,866,1379,3111,1514.46,decrease
0.0586,1,8,816,1464,3096,1496.16,decrease
0.0586,1,9,731,1471,2933,1407.3,decrease
0.0586,1,10,763,1473,2999,1442.7,decrease
0.0586,1,11,734,1440,2908,1397.52,decrease
0.0586,1,12,671,1516,2858,1361.4,decrease
0.0586,1,13,647,1474,2768,1317.84,decrease
0.0586,1,14,704,1463,2871,1374.78,decrease
0.0586,1,15,673,1486,2832,1350.96,decrease
0.0586,1,16,603,1489,2695,1276.62,decrease
0.0586,1,17,625,1479,2729,1296.18,decrease
0.0586,1,18,619,1489,2727,1293.9,decrease
0.0586,1,19,525,1534,2584,1211.28,decrease
0.0586,1,20,492,1498,2482,1160.52,decrease
0.0586,1,21,448,1470,2366,1101.24,decrease
0.0586,1,22,411,1374,2196,1020.96,decrease
0.0586,1,23,406,1311,2123,989.1,decrease
0.0586,1,24,348,1283,1979,914.7,decrease
0.0586,1,25,282,1241,1805,825.78,decrease
0.0586,1,26,298,1172,1768,814.08,decrease
0.0586,1,27,200,1150,1550,699,decrease
0.0586,1,28,174,1099,1447,649.5,decrease
0.0586,1,29,183,980,1346,609.24,decrease
0.0586,1,30,134,970,1238,552.12,decrease
0.0586,1,31,117,868,1102,490.92,decrease
0.0586,1,32,92,827,1011,446.7,decrease
0.0586,1,33,75,738,888,390.96,decrease
0.0586,1,34,39,682,760,328.56,decrease
0.0586,1,35,33,575,641,277.14,decrease
0.0586,1,36,24,503,551,237.18,decrease
0.0586,1,37,15,435,465,198.9,decrease
0.0586,1,38,13,364,390,166.92,decrease
0.0586,1,39,6,323,335,142.14,decrease
0.0586,1,40,5,250,260,110.4,decrease
0.0586,1,41,1,235,237,99.78,decrease
0.0586,1,42,4,238,246,104.28,decrease
0.0586,1,43,2,214,218,92.04,decrease
0.0586,1,44,4,185,193,82.02,decrease
0.0586,1,45,3,134,140,59.52,decrease
0.0586,1,46,1,105,107,45.18,decrease
0.0586,1,47,1,74,76,32.16,decrease
0.0586,1,48,0,58,58,24.36,decrease
0.0586,1,49,0,43,43,18.06,decrease
0.0586,1,50,0,38,38,15.96,decrease
0.0586,1,51,0,27,27,11.34,decrease
0.0586,1,52,0,12,12,5.04,decrease
0.0586,1,53,0,12,12,5.04,decrease
0.0586,1,54,0,14,14,5.88,decrease
0.0586,1,55,0,17,17,7.14,decrease
0.0586,1,56,0,18,18,7.56,decrease
0.0586,1,57,0,10,10,4.2,decrease
0.0586,1,58,0,9,9,3.78,decrease
0.0586,1,59,0,9,9,3.78,decrease
0.0586,1,60,0,11,11,4.62,decrease
0.0586,1,61,0,4,4,1.68,decrease
0.0586,1,62,0,1,1,0.42,decrease
0.0586,1,63,0,1,1,0.42,decrease
0.0586,1,64,0,0,0,0,decrease
0.0586,2,0,1483,0,2966,1601.64,decrease
0.0586,2,1,1180,641,3001,1543.62,decrease
0.0586,2,2,1038,862,2938,1483.08,decrease
0.0586,2,3,1021,910,2952,1484.88,decrease
0.0586,2,4,980,1086,3046,1514.52,decrease
0.0586,2,5,949,1181,3079,1520.94,decrease
0.0586,2,6,955,1188,3098,1530.36,decrease
0.0586,2,7,851,1284,2986,1458.36,decrease
0.0586,2,8,794,1371,2959,1433.34,decrease
0.0586,2,9,793,1411,2997,1449.06,decrease
0.0586,2,10,745,1404,2894,1394.28,decrease
0.0586,2,11,686,1435,2807,1343.58,decrease
0.0586,2,12,597,1513,2707,1280.22,decrease
0.0586,2,13,552,1410,2514,1188.36,decrease
0.0586,2,14,531,1581,2643,1237.5,decrease
0.0586,2,15,566,1512,2644,1246.32,decrease
0.0586,2,16,545,1557,2647,1242.54,decrease
0.0586,2,17,587,1480,2654,1255.56,decrease
0.0586,2,18,566,1473,2605,1229.94,decrease
0.0586,2,19,560,1451,2571,1214.22,decrease
0.0586,2,20,531,1352,2414,1141.32,decrease
0.0586,2,21,487,1459,2433,1138.74,decrease
0.0586,2,22,474,1488,2436,1136.88,decrease
0.0586,2,23,444,1390,2278,1063.32,decrease
0.0586,2,24,390,1374,2154,998.28,decrease
0.0586,2,25,337,1353,2027,932.22,decrease
0.0586,2,26,278,1271,1827,834.06,decrease
0.0586,2,27,284,1229,1797,822.9,decrease
0.0586,2,28,267,1130,1664,762.96,decrease
0.0586,2,29,229,1022,1480,676.56,decrease
0.0586,2,30,160,1083,1403,627.66,decrease
0.0586,2,31,182,1054,1418,639.24,decrease
0.0586,2,32,154,995,1303,584.22,decrease
0.0586,2,33,127,933,1187,529.02,decrease
0.0586,2,34,136,892,1164,521.52,decrease
0.0586,2,35,107,828,1042,463.32,decrease
0.0586,2,36,73,825,971,425.34,decrease
0.0586,2,37,55,767,877,381.54,decrease
0.0586,2,38,49,634,732,319.2,decrease
0.0586,2,39,36,624,696,300.96,decrease
0.0586,2,40,23,572,618,265.08,decrease
0.0586,2,41,20,449,489,210.18,decrease
0.0586,2,42,13,402,428,182.88,decrease
0.0586,2,43,8,348,364,154.8,decrease
0.0586,2,44,10,328,348,148.56,decrease
0.0586,2,45,4,270,278,117.72,decrease
0.0586,2,46,1,269,271,114.06,decrease
0.0586,2,47,8,182,198,85.08,decrease
0.0586,2,48,1,172,174,73.32,decrease
0.0586,2,49,2,156,160,67.68,decrease
0.0586,2,50,0,131,131,55.02,decrease
0.0586,2,51,0,106,106,44.52,decrease
0.0586,2,52,1,103,105,44.34,decrease
0.0586,2,53,0,106,106,44.52,decrease
0.0586,2,54,0,94,94,39.48,decrease
0.0586,2,55,0,74,74,31.08,decrease
0.0586,2,56,0,66,66,27.72,decrease
0.0586,2,57,0,37,37,15.54,decrease
0.0586,2,58,0,29,29,12.18,decrease
0.0586,2,59,0,22,22,9.24,decrease
0.0586,2,60,0,15,15,6.3,decrease
0.0586,2,61,0,11,11,4.62,decrease
0.0586,2,62,0,12,12,5.04,decrease
0.0586,2,63,0,7,7,2.94,decrease
0.0586,2,64,0,7,7,2.94,decrease
0.0586,2,65,0,5,5,2.1,decrease
0.0586,2,66,0,5,5,2.1,decrease
0.0586,2,67,0,3,3,1.26,decrease
0.0586,2,68,0,5,5,2.1,decrease
0.0586,2,69,0,3,3,1.26,decrease
0.0586,2,70,0,3,3,1.26,decrease
0.0586,2,71,0,1,1,0.42,decrease
0.0586,2,72,0,0,0,0,decrease
0.0586,3,0,1471,0,2942,1588.68,decrease
0.0586,3,1,1223,532,2978,1544.28,decrease
0.0586,3,2,1202,858,3262,1658.52,decrease
0.0586,3,3,1112,1020,3244,1629.36,decrease
0.0586,3,4,1044,1095,3183,1587.42,decrease
0.0586,3,5,1010,1135,3155,1567.5,decrease
0.0586,3,6,919,1241,3079,1513.74,decrease
0.0586,3,7,942,1214,3098,1527.24,decrease
0.0586,3,8,931,1322,3184,1560.72,decrease
0.0586,3,9,912,1328,3152,1542.72,decrease
0.0586,3,10,884,1457,3225,1566.66,decrease
0.0586,3,11,852,1499,3203,1549.74,decrease
0.0586,3,12,940,1446,3326,1622.52,decrease
0.0586,3,13,820,1481,3121,1507.62,decrease
0.0586,3,14,775,1468,3018,1453.56,decrease
0.0586,3,15,791,1494,3076,1481.76,decrease
0.0586,3,16,801,1507,3109,1498.02,decrease
0.0586,3,17,749,1568,3066,1467.48,decrease
0.0586,3,18,761,1631,3153,1506.9,decrease
0.0586,3,19,808,1567,3183,1530.78,decrease
0.0586,3,20,758,1531,3047,1461.66,decrease
0.0586,3,21,729,1571,3029,1447.14,decrease
0.0586,3,22,713,1496,2922,1398.36,decrease
0.0586,3,23,666,1642,2974,1408.92,decrease
0.0586,3,24,695,1509,2899,1384.38,decrease
0.0586,3,25,574,1578,2726,1282.68,decrease
0.0586,3,26,563,1561,2687,1263.66,decrease
0.0586,3,27,500,1512,2512,1175.04,decrease
0.0586,3,28,515,1554,2584,1208.88,decrease
0.0586,3,29,513,1506,2532,1186.56,decrease
0.0586,3,30,470,1539,2479,1153.98,decrease
0.0586,3,31,481,1541,2503,1166.7,decrease
0.0586,3,32,425,1494,2344,1086.48,decrease
0.0586,3,33,416,1382,2214,1029.72,decrease
0.0586,3,34,391,1480,2262,1043.88,decrease
0.0586,3,35,377,1417,2171,1002.3,decrease
0.0586,3,36,318,1299,1935,889.02,decrease
0.0586,3,37,297,1295,1889,864.66,decrease
0.0586,3,38,236,1227,1699,770.22,decrease
0.0586,3,39,238,1181,1657,753.06,decrease
0.0586,3,40,183,1148,1514,679.8,decrease
0.0586,3,41,179,1075,1433,644.82,decrease
0.0586,3,42,133,1027,1293,574.98,decrease
0.0586,3,43,109,1017,1235,544.86,decrease
0.0586,3,44,101,918,1120,494.64,decrease
0.0586,3,45,65,860,990,431.4,decrease
0.0586,3,46,47,749,843,365.34,decrease
0.0586,3,47,37,674,748,323.04,decrease
0.0586,3,48,30,516,576,249.12,decrease
0.0586,3,49,30,518,578,249.96,decrease
0.0586,3,50,28,512,568,245.28,decrease
0.0586,3,51,24,453,501,216.18,decrease
0.0586,3,52,6,452,464,196.32,decrease
0.0586,3,53,6,357,369,156.42,decrease
0.0586,3,54,3,336,342,144.36,decrease
0.0586,3,55,10,278,298,127.56,decrease
0.0586,3,56,5,228,238,101.16,decrease
0.0586,3,57,1,221,223,93.9,decrease
0.0586,3,58,2,205,209,88.26,decrease
0.0586,3,59,0,159,159,66.78,decrease
0.0586,3,60,0,126,126,52.92,decrease
0.0586,3,61,1,106,108,45.6,decrease
0.0586,3,62,0,87,87,36.54,decrease
0.0586,3,63,0,74,74,31.08,decrease
0.0586,3,64,0,49,49,20.58,decrease
0.0586,3,65,0,43,43,18.06,decrease
0.0586,3,66,0,39,39,16.38,decrease
0.0586,3,67,0,32,32,13.44,decrease
0.0586,3,68,0,26,26,10.92,decrease
0.0586,3,69,0,25,25,10.5,decrease
0.0586,3,70,1,28,30,12.84,decrease
0.0586,3,71,0,26,26,10.92,decrease
0.0586,3,72,0,27,27,11.34,decrease
0.0586,3,73,0,23,23,9.66,decrease
0.0586,3,74,0,24,24,10.08,decrease
0.0586,3,75,0,22,22,9.24,decrease
0.0586,3,76,0,15,15,6.3,decrease
0.0586,3,77,0,17,17,7.14,decrease
0.0586,3,78,0,20,20,8.4,decrease
0.0586,3,79,0,21,21,8.82,decrease
0.0586,3,80,0,13,13,5.46,decrease
0.0586,3,81,0,13,13,5.46,decrease
0.0586,3,82,0,8,8,3.36,decrease
0.0586,3,83,0,6,6,2.52,decrease
0.0586,3,84,0,3,3,1.26,decrease
0.0586,3,85,0,3,3,1.26,decrease
0.0586,3,86,0,0,0,0,decrease
0.0586,4,0,1445,0,2890,1560.6,decrease
0.0586,4,1,1218,593,3029,1564.5,decrease
0.0586,4,2,1122,891,3135,1585.98,decrease
0.0586,4,3,1014,926,2954,1484.04,decrease
0.0586,4,4,950,1127,3027,1499.34,decrease
0.0586,4,5,828,1221,2877,1407.06,decrease
0.0586,4,6,766,1181,2713,1323.3,decrease
0.0586,4,7,812,1295,2919,1420.86,decrease
0.0586,4,8,674,1310,2658,1278.12,decrease
0.0586,4,9,652,1361,2665,1275.78,decrease
0.0586,4,10,639,1282,2560,1228.56,decrease
0.0586,4,11,535,1422,2492,1175.04,decrease
0.0586,4,12,605,1452,2662,1263.24,decrease
0.0586,4,13,617,1501,2735,1296.78,decrease
0.0586,4,14,546,1485,2577,1213.38,decrease
0.0586,4,15,504,1421,2429,1141.14,decrease
0.0586,4,16,457,1398,2312,1080.72,decrease
0.0586,4,17,448,1354,2250,1052.52,decrease
0.0586,4,18,436,1250,2122,995.88,decrease
0.0586,4,19,411,1332,2154,1003.32,decrease
0.0586,4,20,343,1352,2038,938.28,decrease
0.0586,4,21,302,1291,1895,868.38,decrease
0.0586,4,22,257,1151,1665,760.98,decrease
0.0586,4,23,200,1158,1558,702.36,decrease
0.0586,4,24,150,1161,1461,649.62,decrease
0.0586,4,25,148,1025,1321,590.34,decrease
0.0586,4,26,117,992,1226,543,decrease
0.0586,4,27,95,1003,1193,523.86,decrease
0.0586,4,28,96,878,1070,472.44,decrease
0.0586,4,29,87,799,973,429.54,decrease
0.0586,4,30,72,783,927,406.62,decrease
0.0586,4,31,56,681,793,346.5,decrease
0.0586,4,32,37,581,655,283.98,decrease
0.0586,4,33,22,585,629,269.46,decrease
0.0586,4,34,17,516,550,235.08,decrease
0.0586,4,35,18,422,458,196.68,decrease
0.0586,4,36,14,457,485,207.06,decrease
0.0586,4,37,11,393,415,176.94,decrease
0.0586,4,38,4,348,356,150.48,decrease
0.0586,4,39,10,283,303,129.66,decrease
0.0586,4,40,7,265,279,118.86,decrease
0.0586,4,41,2,198,202,85.32,decrease
0.0586,4,42,1,165,167,70.38,decrease
0.0586,4,43,0,130,130,54.6,decrease
0.0586,4,44,2,114,118,50.04,decrease
0.0586,4,45,0,91,91,38.22,decrease
0.0586,4,46,0,76,76,31.92,decrease
0.0586,4,47,0,58,58,24.36,decrease
0.0586,4,48,0,38,38,15.96,decrease
0.0586,4,49,0,27,27,11.34,decrease
0.0586,4,50,0,19,19,7.98,decrease
0.0586,4,51,0,21,21,8.82,decrease
0.0586,4,52,0,13,13,5.46,decrease
0.0586,4,53,0,4,4,1.68,decrease
0.0586,4,54,0,3,3,1.26,decrease
0.0586,4,55,0,7,7,2.94,decrease
0.0586,4,56,0,7,7,2.94,decrease
0.0586,4,57,0,3,3,1.26,decrease
0.0586,4,58,0,1,1,0.42,decrease
0.0586,4,59,0,0,0,0,decrease
0.0586,5,0,1544,0,3088,1667.52,decrease
0.0586,5,1,1120,653,2893,1483.86,decrease
0.0586,5,2,1056,836,2948,1491.6,decrease
0.0586,5,3,956,994,2906,1449.96,decrease
0.0586,5,4,971,1086,3028,1504.8,decrease
0.0586,5,5,970,1239,3179,1567.98,decrease
0.0586,5,6,876,1265,3017,1477.38,decrease
0.0586,5,7,796,1245,2837,1382.58,decrease
0.0586,5,8,789,1402,2980,1440.96,decrease
0.0586,5,9,748,1432,2928,1409.28,decrease
0.0586,5,10,813,1376,3002,1455.96,decrease
0.0586,5,11,777,1513,3067,1474.62,decrease
0.0586,5,12,677,1561,2915,1386.78,decrease
0.0586,5,13,655,1478,2788,1328.16,decrease
0.0586,5,14,657,1485,2799,1333.26,decrease
0.0586,5,15,622,1549,2793,1322.34,decrease
0.0586,5,16,577,1557,2711,1277.1,decrease
0.0586,5,17,592,1468,2652,1255.92,decrease
0.0586,5,18,556,1460,2572,1213.68,decrease
0.0586,5,19,556,1434,2546,1202.76,decrease
0.0586,5,20,487,1450,2424,1134.96,decrease
0.0586,5,21,506,1402,2414,1135.32,decrease
0.0586,5,22,463,1419,2345,1096.02,decrease
0.0586,5,23,429,1423,2281,1060.98,decrease
0.0586,5,24,413,1382,2208,1026.48,decrease
0.0586,5,25,397,1357,2151,998.7,decrease
0.0586,5,26,339,1303,1981,913.38,decrease
0.0586,5,27,311,1330,1952,894.48,decrease
0.0586,5,28,253,1257,1763,801.18,decrease
0.0586,5,29,233,1153,1619,735.9,decrease
0.0586,5,30,216,1048,1480,673.44,decrease
0.0586,5,31,186,936,1308,594,decrease
0.0586,5,32,143,914,1200,538.32,decrease
0.0586,5,33,113,954,1180,522.72,decrease
0.0586,5,34,134,928,1196,534.48,decrease
0.0586,5,35,107,851,1065,472.98,decrease
0.0586,5,36,66,766,898,393,decrease
0.0586,5,37,47,695,789,342.66,decrease
0.0586,5,38,25,602,652,279.84,decrease
0.0586,5,39,20,494,534,229.08,decrease
0.0586,5,40,11,404,426,181.56,decrease
0.0586,5,41,16,378,410,176.04,decrease
0.0586,5,42,9,314,332,141.6,decrease
0.0586,5,43,9,274,292,124.8,decrease
0.0586,5,44,3,246,252,106.56,decrease
0.0586,5,45,4,222,230,97.56,decrease
0.0586,5,46,1,226,228,96,decrease
0.0586,5,47,3,166,172,72.96,decrease
0.0586,5,48,0,119,119,49.98,decrease
0.0586,5,49,1,100,102,43.08,decrease
0.0586,5,50,2,88,92,39.12,decrease
0.0586,5,51,2,61,65,27.78,decrease
0.0586,5,52,0,80,80,33.6,decrease
0.0586,5,53,2,72,76,32.4,decrease
0.0586,5,54,0,69,69,28.98,decrease
0.0586,5,55,1,63,65,27.54,decrease
0.0586,5,56,0,45,45,18.9,decrease
0.0586,5,57,0,29,29,12.18,decrease
0.0586,5,58,0,21,21,8.82,decrease
0.0586,5,59,0,13,13,5.46,decrease
0.0586,5,60,0,17,17,7.14,decrease
0.0586,5,61,0,4,4,1.68,decrease
0.0586,5,62,0,3,3,1.26,decrease
0.0586,5,63,0,1,1,0.42,decrease
0.0586,5,64,0,0,0,0,decrease
0.0586,6,0,1573,0,3146,1698.84,decrease
0.0586,6,1,1261,737,3259,1671.42,decrease
0.0586,6,2,1163,883,3209,1626.9,decrease
0.0586,6,3,1057,964,3078,1546.44,decrease
0.0586,6,4,1013,1090,3116,1551.84,decrease
0.0586,6,5,995,1254,3244,1601.28,decrease
0.0586,6,6,879,1330,3088,1507.92,decrease
0.0586,6,7,900,1335,3135,1532.7,decrease
0.0586,6,8,887,1469,3243,1574.94,decrease
0.0586,6,9,912,1448,3272,1593.12,decrease
0.0586,6,10,893,1469,3255,1581.42,decrease
0.0586,6,11,875,1463,3213,1559.46,decrease
0.0586,6,12,947,1494,3388,1650.24,decrease
0.0586,6,13,894,1557,3345,1619.46,decrease
0.0586,6,14,924,1632,3480,1683.36,decrease
0.0586,6,15,924,1691,3539,1708.14,decrease
0.0586,6,16,924,1583,3431,1662.78,decrease
0.0586,6,17,837,1655,3329,1599.06,decrease
0.0586,6,18,862,1632,3356,1616.4,decrease
0.0586,6,19,822,1642,3286,1577.4,decrease
0.0586,6,20,809,1694,3312,1585.2,decrease
0.0586,6,21,759,1735,3253,1548.42,decrease
0.0586,6,22,708,1646,3062,1455.96,decrease
0.0586,6,23,681,1668,3030,1436.04,decrease
0.0586,6,24,708,1583,2999,1429.5,decrease
0.0586,6,25,683,1551,2917,1389.06,decrease
0.0586,6,26,685,1474,2844,1358.88,decrease
0.0586,6,27,627,1506,2760,1309.68,decrease
0.0586,6,28,587,1497,2671,1262.7,decrease
0.0586,6,29,551,1605,2707,1269.18,decrease
0.0586,6,30,547,1464,2558,1205.64,decrease
0.0586,6,31,501,1544,2546,1189.56,decrease
0.0586,6,32,491,1412,2394,1123.32,decrease
0.0586,6,33,466,1457,2389,1115.22,decrease
0.0586,6,34,405,1476,2286,1057.32,decrease
0.0586,6,35,352,1407,2111,971.1,decrease
0.0586,6,36,342,1471,2155,987.18,decrease
0.0586,6,37,374,1420,2168,1000.32,decrease
0.0586,6,38,328,1389,2045,937.62,decrease
0.0586,6,39,319,1314,1952,896.4,decrease
0.0586,6,40,292,1271,1855,849.18,decrease
0.0586,6,41,246,1314,1806,817.56,decrease
0.0586,6,42,198,1268,1664,746.4,decrease
0.0586,6,43,173,1134,1480,663.12,decrease
0.0586,6,44,149,1068,1366,609.48,decrease
0.0586,6,45,109,1027,1245,549.06,decrease
0.0586,6,46,94,820,1008,445.92,decrease
0.0586,6,47,51,732,834,362.52,decrease
0.0586,6,48,26,609,661,283.86,decrease
0.0586,6,49,29,471,529,229.14,decrease
0.0586,6,50,17,465,499,213.66,decrease
0.0586,6,51,14,440,468,199.92,decrease
0.0586,6,52,6,360,372,157.68,decrease
0.0586,6,53,15,227,257,111.54,decrease
0.0586,6,54,6,210,222,94.68,decrease
0.0586,6,55,3,192,198,83.88,decrease
0.0586,6,56,1,181,183,77.1,decrease
0.0586,6,57,2,158,162,68.52,decrease
0.0586,6,58,0,133,133,55.86,decrease
0.0586,6,59,0,95,95,39.9,decrease
0.0586,6,60,0,89,89,37.38,decrease
0.0586,6,61,0,92,92,38.64,decrease
0.0586,6,62,0,73,73,30.66,decrease
0.0586,6,63,1,63,65,27.54,decrease
0.0586,6,64,0,39,39,16.38,decrease
0.0586,6,65,0,48,48,20.16,decrease
0.0586,6,66,0,43,43,18.06,decrease
0.0586,6,67,0,38,38,15.96,decrease
0.0586,6,68,1,37,39,16.62,decrease
0.0586,6,69,0,24,24,10.08,decrease
0.0586,6,70,0,25,25,10.5,decrease
0.0586,6,71,0,23,23,9.66,decrease
0.0586,6,72,0,11,11,4.62,decrease
0.0586,6,73,0,13,13,5.46,decrease
0.0586,6,74,0,16,16,6.72,decrease
0.0586,6,75,0,9,9,3.78,decrease
0.0586,6,76,0,5,5,2.1,decrease
0.0586,6,77,0,5,5,2.1,decrease
0.0586,6,78,0,2,2,0.84,decrease
0.0586,6,79,0,4,4,1.68,decrease
0.0586,6,80,0,4,4,1.68,decrease
0.0586,6,81,0,2,2,0.84,decrease
0.0586,6,82,0,2,2,0.84,decrease
0.0586,6,83,0,1,1,0.42,decrease
0.0586,6,84,0,0,0,0,decrease
0.0586,7,0,1525,0,3050,1647,decrease
0.0586,7,1,1172,653,2997,1540.02,decrease
0.0586,7,2,1107,994,3208,1613.04,decrease
0.0586,7,3,1030,1110,3170,1578.6,decrease
0.0586,7,4,981,1077,3039,1511.82,decrease
0.0586,7,5,881,1197,2959,1454.22,decrease
0.0586,7,6,887,1198,2972,1461.12,decrease
0.0586,7,7,779,1223,2781,1354.98,decrease
0.0586,7,8,819,1160,2798,1371.72,decrease
0.0586,7,9,762,1311,2835,1373.58,decrease
0.0586,7,10,753,1384,2890,1394.52,decrease
0.0586,7,11,724,1409,2857,1373.7,decrease
0.0586,7,12,715,1409,2839,1363.98,decrease
0.0586,7,13,724,1497,2945,1410.66,decrease
0.0586,7,14,674,1502,2850,1358.76,decrease
0.0586,7,15,697,1574,2968,1413.84,decrease
0.0586,7,16,708,1538,2954,1410.6,decrease
0.0586,7,17,656,1489,2801,1333.86,decrease
0.0586,7,18,596,1494,2686,1271.16,decrease
0.0586,7,19,568,1513,2649,1248.9,decrease
0.0586,7,20,569,1524,2662,1254.6,decrease
0.0586,7,21,544,1491,2579,1213.74,decrease
0.0586,7,22,519,1544,2582,1209,decrease
0.0586,7,23,575,1501,2651,1251.42,decrease
0.0586,7,24,458,1530,2446,1137.24,decrease
0.0586,7,25,508,1429,2445,1148.82,decrease
0.0586,7,26,464,1415,2343,1095.42,decrease
0.0586,7,27,401,1352,2154,1000.92,decrease
0.0586,7,28,367,1353,2087,964.62,decrease
0.0586,7,29,317,1380,2014,921.96,decrease
0.0586,7,30,303,1320,1926,881.64,decrease
0.0586,7,31,289,1301,1879,858.54,decrease
0.0586,7,32,289,1181,1759,808.14,decrease
0.0586,7,33,234,1171,1639,744.54,decrease
0.0586,7,34,222,1154,1598,724.44,decrease
0.0586,7,35,196,1083,1475,666.54,decrease
0.0586,7,36,174,1121,1469,658.74,decrease
0.0586,7,37,182,1131,1495,671.58,decrease
0.0586,7,38,149,1052,1350,602.76,decrease
0.0586,7,39,111,961,1183,523.5,decrease
0.0586,7,40,96,845,1037,458.58,decrease
0.0586,7,41,63,781,907,396.06,decrease
0.0586,7,42,43,734,820,354.72,decrease
0.0586,7,43,44,631,719,312.54,decrease
0.0586,7,44,20,585,625,267.3,decrease
0.0586,7,45,14,516,544,231.84,decrease
0.0586,7,46,19,435,473,203.22,decrease
0.0586,7,47,17,372,406,174.6,decrease
0.0586,7,48,18,351,387,166.86,decrease
0.0586,7,49,6,320,332,140.88,decrease
0.0586,7,50,5,286,296,125.52,decrease
0.0586,7,51,4,239,247,104.7,decrease
0.0586,7,52,5,179,189,80.58,decrease
0.0586,7,53,1,156,158,66.6,decrease
0.0586,7,54,0,126,126,52.92,decrease
0.0586,7,55,0,123,123,51.66,decrease
0.0586,7,56,1,112,114,48.12,decrease
0.0586,7,57,1,86,88,37.2,decrease
0.0586,7,58,0,86,86,36.12,decrease
0.0586,7,59,0,65,65,27.3,decrease
0.0586,7,60,0,54,54,22.68,decrease
0.0586,7,61,0,45,45,18.9,decrease
0.0586,7,62,0,41,41,17.22,decrease
0.0586,7,63,0,23,23,9.66,decrease
0.0586,7,64,0,20,20,8.4,decrease
0.0586,7,65,0,34,34,14.28,decrease
0.0586,7,66,0,33,33,13.86,decrease
0.0586,7,67,0,27,27,11.34,decrease
0.0586,7,68,0,18,18,7.56,decrease
0.0586,7,69,0,19,19,7.98,decrease
0.0586,7,70,0,9,9,3.78,decrease
0.0586,7,71,0,10,10,4.2,decrease
0.0586,7,72,0,7,7,2.94,decrease
0.0586,7,73,0,1,1,0.42,decrease
0.0586,7,74,0,1,1,0.42,decrease
0.0586,7,75,0,0,0,0,decrease
0.0586,8,0,1438,0,2876,1553.04,decrease
0.0586,8,1,1191,671,3053,1568.1,decrease
0.0586,8,2,1073,926,3072,1547.76,decrease
0.0586,8,3,1029,1126,3184,1584.24,decrease
0.0586,8,4,1008,1158,3174,1575,decrease
0.0586,8,5,936,1157,3029,1496.82,decrease
0.0586,8,6,872,1292,3036,1484.4,decrease
0.0586,8,7,828,1319,2975,1448.22,decrease
0.0586,8,8,811,1274,2896,1410.96,decrease
0.0586,8,9,818,1306,2942,1431.96,decrease
0.0586,8,10,773,1383,2929,1415.7,decrease
0.0586,8,11,793,1422,3008,1453.68,decrease
0.0586,8,12,753,1440,2946,1418.04,decrease
0.0586,8,13,764,1423,2951,1422.78,decrease
0.0586,8,14,769,1534,3072,1474.8,decrease
0.0586,8,15,757,1509,3023,1451.34,decrease
0.0586,8,16,776,1540,3092,1484.88,decrease
0.0586,8,17,741,1465,2947,1415.58,decrease
0.0586,8,18,660,1550,2870,1363.8,decrease
0.0586,8,19,685,1424,2794,1337.88,decrease
0.0586,8,20,629,1508,2766,1312.68,decrease
0.0586,8,21,610,1411,2631,1251.42,decrease
0.0586,8,22,572,1437,2581,1221.3,decrease
0.0586,8,23,540,1559,2639,1237.98,decrease
0.0586,8,24,574,1515,2663,1256.22,decrease
0.0586,8,25,534,1524,2592,1216.8,decrease
0.0586,8,26,527,1510,2564,1203.36,decrease
0.0586,8,27,488,1485,2461,1150.74,decrease
0.0586,8,28,479,1457,2415,1129.26,decrease
0.0586,8,29,465,1472,2402,1120.44,decrease
0.0586,8,30,450,1489,2389,1111.38,decrease
0.0586,8,31,518,1416,2452,1154.16,decrease
0.0586,8,32,449,1485,2383,1108.62,decrease
0.0586,8,33,426,1425,2277,1058.58,decrease
0.0586,8,34,417,1421,2255,1047.18,decrease
0.0586,8,35,384,1363,2131,987.18,decrease
0.0586,8,36,346,1377,2069,952.02,decrease
0.0586,8,37,284,1405,1973,896.82,decrease
0.0586,8,38,294,1316,1904,870.24,decrease
0.0586,8,39,296,1222,1814,832.92,decrease
0.0586,8,40,241,1226,1708,775.2,decrease
0.0586,8,41,175,1193,1543,690.06,decrease
0.0586,8,42,170,1040,1380,620.4,decrease
0.0586,8,43,107,990,1204,531.36,decrease
0.0586,8,44,92,911,1095,481.98,decrease
0.0586,8,45,90,890,1070,471,decrease
0.0586,8,46,62,829,953,415.14,decrease
0.0586,8,47,38,713,789,340.5,decrease
0.0586,8,48,39,646,724,313.44,decrease
0.0586,8,49,38,611,687,297.66,decrease
0.0586,8,50,17,539,573,244.74,decrease
0.0586,8,51,16,486,518,221.4,decrease
0.0586,8,52,15,435,465,198.9,decrease
0.0586,8,53,5,392,402,170.04,decrease
0.0586,8,54,8,346,362,153.96,decrease
0.0586,8,55,11,280,302,129.48,decrease
0.0586,8,56,6,212,224,95.52,decrease
0.0586,8,57,0,201,201,84.42,decrease
0.0586,8,58,2,162,166,70.2,decrease
0.0586,8,59,1,135,137,57.78,decrease
0.0586,8,60,0,118,118,49.56,decrease
