a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,outcome
0.0586,74,4,918,1135,2971,1468.14,decrease
0.0586,74,5,856,1164,2876,1413.36,decrease
0.0586,74,6,792,1209,2793,1363.14,decrease
0.0586,74,7,774,1305,2853,1384.02,decrease
0.0586,74,8,793,1282,2868,1394.88,decrease
0.0586,74,9,770,1349,2889,1398.18,decrease
0.0586,74,10,715,1393,2823,1357.26,decrease
0.0586,74,11,704,1368,2776,1334.88,decrease
0.0586,74,12,624,1341,2589,1237.14,decrease
0.0586,74,13,602,1290,2494,1191.96,decrease
0.0586,74,14,575,1384,2534,1202.28,decrease
0.0586,74,15,602,1331,2535,1209.18,decrease
0.0586,74,16,574,1298,2446,1165.08,decrease
0.0586,74,17,536,1411,2483,1171.5,decrease
0.0586,74,18,523,1312,2358,1115.88,decrease
0.0586,74,19,442,1354,2238,1046.04,decrease
0.0586,74,20,402,1288,2092,975.12,decrease
0.0586,74,21,410,1252,2072,968.64,decrease
0.0586,74,22,306,1277,1889,866.82,decrease
0.0586,74,23,324,1247,1895,873.66,decrease
0.0586,74,24,296,1329,1921,877.86,decrease
0.0586,74,25,261,1400,1922,869.88,decrease
0.0586,74,26,245,1343,1833,828.66,decrease
0.0586,74,27,209,1176,1594,719.64,decrease
0.0586,74,28,181,1120,1482,665.88,decrease
0.0586,74,29,134,963,1231,549.18,decrease
0.0586,74,30,118,937,1173,520.98,decrease
0.0586,74,31,113,864,1090,484.92,decrease
0.0586,74,32,74,797,945,414.66,decrease
0.0586,74,33,69,780,918,402.12,decrease
0.0586,74,34,53,684,790,344.52,decrease
0.0586,74,35,40,664,744,322.08,decrease
0.0586,74,36,31,655,717,308.58,decrease
0.0586,74,37,32,578,642,277.32,decrease
0.0586,74,38,22,522,566,243,decrease
0.0586,74,39,9,485,503,213.42,decrease
0.0586,74,40,9,406,424,180.24,decrease
0.0586,74,41,10,350,370,157.8,decrease
0.0586,74,42,8,307,323,137.58,decrease
0.0586,74,43,5,275,285,120.9,decrease
0.0586,74,44,3,205,211,89.34,decrease
0.0586,74,45,2,167,171,72.3,decrease
0.0586,74,46,2,126,130,55.08,decrease
0.0586,74,47,0,99,99,41.58,decrease
0.0586,74,48,0,85,85,35.7,decrease
0.0586,74,49,0,79,79,33.18,decrease
0.0586,74,50,0,67,67,28.14,decrease
0.0586,74,51,0,70,70,29.4,decrease
0.0586,74,52,0,68,68,28.56,decrease
0.0586,74,53,0,61,61,25.62,decrease
0.0586,74,54,0,62,62,26.04,decrease
0.0586,74,55,0,62,62,26.04,decrease
0.0586,74,56,0,61,61,25.62,decrease
0.0586,74,57,0,62,62,26.04,decrease
0.0586,74,58,0,42,42,17.64,decrease
0.0586,74,59,0,29,29,12.18,decrease
0.0586,74,60,0,30,30,12.6,decrease
0.0586,74,61,0,33,33,13.86,decrease
0.0586,74,62,0,17,17,7.14,decrease
0.0586,74,63,0,20,20,8.4,decrease
0.0586,74,64,0,15,15,6.3,decrease
0.0586,74,65,0,11,11,4.62,decrease
0.0586,74,66,0,8,8,3.36,decrease
0.0586,74,67,1,3,5,2.34,decrease
0.0586,74,68,0,1,1,0.42,decrease
0.0586,74,69,0,0,0,0,decrease
0.0586,75,0,1431,0,2862,1545.48,decrease
0.0586,75,1,1207,631,3045,1568.58,decrease
0.0586,75,2,1146,822,3114,1582.92,decrease
0.0586,75,3,1033,992,3058,1532.28,decrease
0.0586,75,4,959,1148,3066,1517.88,decrease
0.0586,75,5,952,1137,3041,1505.7,decrease
0.0586,75,6,889,1296,3074,1504.44,decrease
0.0586,75,7,799,1309,2907,1412.7,decrease
0.0586,75,8,793,1316,2902,1409.16,decrease
0.0586,75,9,757,1345,2859,1382.46,decrease
0.0586,75,10,754,1403,2911,1403.58,decrease
0.0586,75,11,744,1407,2895,1394.46,decrease
0.0586,75,12,785,1373,2943,1424.46,decrease
0.0586,75,13,756,1497,3009,1445.22,decrease
0.0586,75,14,736,1448,2920,1403.04,decrease
0.0586,75,15,711,1400,2822,1355.88,decrease
0.0586,75,16,657,1362,2676,1281.6,decrease
0.0586,75,17,585,1437,2607,1235.34,decrease
0.0586,75,18,607,1378,2592,1234.32,decrease
0.0586,75,19,577,1450,2604,1232.16,decrease
0.0586,75,20,573,1493,2639,1245.9,decrease
0.0586,75,21,566,1441,2573,1216.5,decrease
0.0586,75,22,503,1411,2417,1135.86,decrease
0.0586,75,23,459,1465,2383,1111.02,decrease
0.0586,75,24,420,1481,2321,1075.62,decrease
0.0586,75,25,416,1279,2111,986.46,decrease
0.0586,75,26,309,1406,2024,924.24,decrease
0.0586,75,27,328,1301,1957,900.66,decrease
0.0586,75,28,301,1330,1932,883.68,decrease
0.0586,75,29,312,1335,1959,897.66,decrease
0.0586,75,30,279,1322,1880,856.56,decrease
0.0586,75,31,259,1331,1849,838.74,decrease
0.0586,75,32,218,1304,1740,783.12,decrease
0.0586,75,33,233,1155,1621,736.74,decrease
0.0586,75,34,187,1076,1450,653.88,decrease
0.0586,75,35,134,1116,1384,613.44,decrease
0.0586,75,36,138,967,1243,555.18,decrease
0.0586,75,37,99,854,1052,465.6,decrease
0.0586,75,38,64,847,975,424.86,decrease
0.0586,75,39,57,762,876,381.6,decrease
0.0586,75,40,28,673,729,312.9,decrease
0.0586,75,41,11,583,605,256.74,decrease
0.0586,75,42,18,529,565,241.62,decrease
0.0586,75,43,7,490,504,213.36,decrease
0.0586,75,44,11,389,411,175.26,decrease
0.0586,75,45,4,341,349,147.54,decrease
0.0586,75,46,3,300,306,129.24,decrease
0.0586,75,47,5,237,247,104.94,decrease
0.0586,75,48,1,221,223,93.9,decrease
0.0586,75,49,1,171,173,72.9,decrease
0.0586,75,50,0,132,132,55.44,decrease
0.0586,75,51,0,83,83,34.86,decrease
0.0586,75,52,0,60,60,25.2,decrease
0.0586,75,53,0,54,54,22.68,decrease
0.0586,75,54,1,36,38,16.2,decrease
0.0586,75,55,0,44,44,18.48,decrease
0.0586,75,56,2,37,41,17.7,decrease
0.0586,75,57,0,34,34,14.28,decrease
0.0586,75,58,0,28,28,11.76,decrease
0.0586,75,59,1,27,29,12.42,decrease
0.0586,75,60,0,20,20,8.4,decrease
0.0586,75,61,0,17,17,7.14,decrease
0.0586,75,62,0,21,21,8.82,decrease
0.0586,75,63,0,22,22,9.24,decrease
0.0586,75,64,0,22,22,9.24,decrease
0.0586,75,65,0,20,20,8.4,decrease
0.0586,75,66,0,14,14,5.88,decrease
0.0586,75,67,0,17,17,7.14,decrease
0.0586,75,68,0,24,24,10.08,decrease
0.0586,75,69,0,25,25,10.5,decrease
0.0586,75,70,0,14,14,5.88,decrease
0.0586,75,71,0,6,6,2.52,decrease
0.0586,75,72,0,6,6,2.52,decrease
0.0586,75,73,0,1,1,0.42,decrease
0.0586,75,74,0,3,3,1.26,decrease
0.0586,75,75,0,1,1,0.42,decrease
0.0586,75,76,0,2,2,0.84,decrease
0.0586,75,77,0,2,2,0.84,decrease
0.0586,75,78,0,0,0,0,decrease
0.0586,76,0,1532,0,3064,1654.56,decrease
0.0586,76,1,1181,712,3074,1574.52,decrease
0.0586,76,2,1113,824,3050,1548.12,decrease
0.0586,76,3,1039,998,3076,1541.28,decrease
0.0586,76,4,938,1104,2980,1476.72,decrease
0.0586,76,5,1018,1105,3141,1563.54,decrease
0.0586,76,6,1016,1152,3184,1581.12,decrease
0.0586,76,7,929,1219,3077,1515.3,decrease
0.0586,76,8,872,1233,2977,1459.62,decrease
0.0586,76,9,881,1230,2992,1468.08,decrease
0.0586,76,10,835,1314,2984,1453.68,decrease
0.0586,76,11,845,1405,3095,1502.7,decrease
0.0586,76,12,839,1396,3074,1492.44,decrease
0.0586,76,13,813,1453,3079,1488.3,decrease
0.0586,76,14,791,1556,3138,1507.8,decrease
0.0586,76,15,762,1396,2920,1409.28,decrease
0.0586,76,16,680,1518,2878,1371.96,decrease
0.0586,76,17,657,1578,2892,1372.32,decrease
0.0586,76,18,632,1595,2859,1352.46,decrease
0.0586,76,19,626,1546,2798,1325.4,decrease
0.0586,76,20,595,1405,2595,1232.7,decrease
0.0586,76,21,540,1470,2550,1200.6,decrease
0.0586,76,22,482,1467,2431,1136.7,decrease
0.0586,76,23,495,1503,2493,1165.86,decrease
0.0586,76,24,466,1440,2372,1108.08,decrease
0.0586,76,25,388,1447,2223,1026.78,decrease
0.0586,76,26,334,1331,1999,919.74,decrease
0.0586,76,27,339,1279,1957,903.3,decrease
0.0586,76,28,332,1336,2000,919.68,decrease
0.0586,76,29,284,1344,1912,871.2,decrease
0.0586,76,30,266,1311,1843,837.9,decrease
0.0586,76,31,233,1317,1783,804.78,decrease
0.0586,76,32,220,1207,1647,744.54,decrease
0.0586,76,33,153,1163,1469,653.7,decrease
0.0586,76,34,184,1077,1445,651.06,decrease
0.0586,76,35,147,1056,1350,602.28,decrease
0.0586,76,36,99,958,1156,509.28,decrease
0.0586,76,37,87,846,1020,449.28,decrease
0.0586,76,38,62,768,892,389.52,decrease
0.0586,76,39,48,704,800,347.52,decrease
0.0586,76,40,45,618,708,308.16,decrease
0.0586,76,41,40,566,646,280.92,decrease
0.0586,76,42,39,518,596,259.68,decrease
0.0586,76,43,21,528,570,244.44,decrease
0.0586,76,44,13,412,438,187.08,decrease
0.0586,76,45,7,374,388,164.64,decrease
0.0586,76,46,7,327,341,144.9,decrease
0.0586,76,47,5,302,312,132.24,decrease
0.0586,76,48,2,273,277,116.82,decrease
0.0586,76,49,3,211,217,91.86,decrease
0.0586,76,50,2,167,171,72.3,decrease
0.0586,76,51,1,144,146,61.56,decrease
0.0586,76,52,0,113,113,47.46,decrease
0.0586,76,53,0,105,105,44.1,decrease
0.0586,76,54,0,114,114,47.88,decrease
0.0586,76,55,0,99,99,41.58,decrease
0.0586,76,56,1,78,80,33.84,decrease
0.0586,76,57,0,85,85,35.7,decrease
0.0586,76,58,0,53,53,22.26,decrease
0.0586,76,59,0,49,49,20.58,decrease
0.0586,76,60,0,39,39,16.38,decrease
0.0586,76,61,0,26,26,10.92,decrease
0.0586,76,62,0,19,19,7.98,decrease
0.0586,76,63,0,11,11,4.62,decrease
0.0586,76,64,0,5,5,2.1,decrease
0.0586,76,65,0,12,12,5.04,decrease
0.0586,76,66,0,7,7,2.94,decrease
0.0586,76,67,0,7,7,2.94,decrease
0.0586,76,68,0,5,5,2.1,decrease
0.0586,76,69,0,1,1,0.42,decrease
0.0586,76,70,0,0,0,0,decrease
0.0586,77,0,1656,0,3312,1788.48,decrease
0.0586,77,1,1315,656,3286,1695.72,decrease
0.0586,77,2,1196,946,3338,1689,decrease
0.0586,77,3,1096,1073,3265,1634.34,decrease
0.0586,77,4,1015,1117,3147,1565.34,decrease
0.0586,77,5,938,1259,3135,1541.82,decrease
0.0586,77,6,934,1244,3112,1531.2,decrease
0.0586,77,7,887,1359,3133,1528.74,decrease
0.0586,77,8,825,1421,3071,1487.82,decrease
0.0586,77,9,771,1430,2972,1433.28,decrease
0.0586,77,10,804,1377,2985,1446.66,decrease
0.0586,77,11,761,1417,2939,1417.02,decrease
0.0586,77,12,751,1517,3019,1448.22,decrease
0.0586,77,13,729,1530,2988,1429.92,decrease
0.0586,77,14,639,1528,2806,1331.88,decrease
0.0586,77,15,536,1517,2589,1216.02,decrease
0.0586,77,16,522,1564,2608,1220.64,decrease
0.0586,77,17,544,1467,2555,1203.66,decrease
0.0586,77,18,599,1426,2624,1245.84,decrease
0.0586,77,19,542,1496,2580,1213.68,decrease
0.0586,77,20,461,1413,2335,1091.34,decrease
0.0586,77,21,457,1429,2343,1093.74,decrease
0.0586,77,22,450,1429,2329,1086.18,decrease
0.0586,77,23,404,1586,2394,1102.44,decrease
0.0586,77,24,334,1421,2089,957.54,decrease
0.0586,77,25,361,1401,2123,978.3,decrease
0.0586,77,26,278,1357,1913,870.18,decrease
0.0586,77,27,264,1305,1833,833.22,decrease
0.0586,77,28,230,1218,1678,759.96,decrease
0.0586,77,29,174,1110,1458,654.12,decrease
0.0586,77,30,158,1102,1418,633.48,decrease
0.0586,77,31,117,1096,1330,586.68,decrease
0.0586,77,32,118,989,1225,542.82,decrease
0.0586,77,33,93,972,1158,508.68,decrease
0.0586,77,34,82,892,1056,463.2,decrease
0.0586,77,35,58,821,937,407.46,decrease
0.0586,77,36,40,757,837,361.14,decrease
0.0586,77,37,30,642,702,302.04,decrease
0.0586,77,38,26,582,634,272.52,decrease
0.0586,77,39,20,510,550,235.8,decrease
0.0586,77,40,12,427,451,192.3,decrease
0.0586,77,41,5,352,362,153.24,decrease
0.0586,77,42,12,316,340,145.68,decrease
0.0586,77,43,3,283,289,122.1,decrease
0.0586,77,44,4,279,287,121.5,decrease
0.0586,77,45,7,233,247,105.42,decrease
0.0586,77,46,5,219,229,97.38,decrease
0.0586,77,47,2,168,172,72.72,decrease
0.0586,77,48,3,157,163,69.18,decrease
0.0586,77,49,0,129,129,54.18,decrease
0.0586,77,50,1,107,109,46.02,decrease
0.0586,77,51,2,103,107,45.42,decrease
0.0586,77,52,0,100,100,42,decrease
0.0586,77,53,0,91,91,38.22,decrease
0.0586,77,54,0,77,77,32.34,decrease
0.0586,77,55,0,84,84,35.28,decrease
0.0586,77,56,3,69,75,32.22,decrease
0.0586,77,57,0,50,50,21,decrease
0.0586,77,58,0,36,36,15.12,decrease
0.0586,77,59,0,36,36,15.12,decrease
0.0586,77,60,0,28,28,11.76,decrease
0.0586,77,61,0,20,20,8.4,decrease
0.0586,77,62,0,16,16,6.72,decrease
0.0586,77,63,0,13,13,5.46,decrease
0.0586,77,64,0,7,7,2.94,decrease
0.0586,77,65,0,1,1,0.42,decrease
0.0586,77,66,0,0,0,0,decrease
0.0586,78,0,1473,0,2946,1590.84,decrease
0.0586,78,1,1196,631,3023,1556.7,decrease
0.0586,78,2,1069,826,2964,1501.44,decrease
0.0586,78,3,943,994,2880,1435.92,decrease
0.0586,78,4,926,1199,3051,1503.66,decrease
0.0586,78,5,900,1276,3076,1507.92,decrease
0.0586,78,6,845,1297,2987,1457.34,decrease
0.0586,78,7,866,1382,3114,1515.72,decrease
0.0586,78,8,845,1424,3114,1510.68,decrease
0.0586,78,9,724,1422,2870,1379.16,decrease
0.0586,78,10,691,1439,2821,1350.66,decrease
0.0586,78,11,695,1532,2922,1394.04,decrease
0.0586,78,12,696,1445,2837,1358.58,decrease
0.0586,78,13,642,1535,2819,1338.06,decrease
0.0586,78,14,583,1489,2655,1255.02,decrease
0.0586,78,15,543,1478,2564,1207.2,decrease
0.0586,78,16,527,1481,2535,1191.18,decrease
0.0586,78,17,433,1439,2305,1072.02,decrease
0.0586,78,18,415,1399,2229,1035.78,decrease
0.0586,78,19,335,1371,2041,937.62,decrease
0.0586,78,20,323,1250,1896,873.84,decrease
0.0586,78,21,308,1250,1866,857.64,decrease
0.0586,78,22,274,1276,1824,831.84,decrease
0.0586,78,23,259,1221,1739,792.54,decrease
0.0586,78,24,193,1214,1600,718.32,decrease
0.0586,78,25,157,1179,1493,664.74,decrease
0.0586,78,26,143,1076,1362,606.36,decrease
0.0586,78,27,106,959,1171,517.26,decrease
0.0586,78,28,77,859,1013,443.94,decrease
0.0586,78,29,91,745,927,411.18,decrease
0.0586,78,30,78,702,858,379.08,decrease
0.0586,78,31,49,753,851,369.18,decrease
0.0586,78,32,14,655,683,290.22,decrease
0.0586,78,33,24,515,563,242.22,decrease
0.0586,78,34,13,474,500,213.12,decrease
0.0586,78,35,11,410,432,184.08,decrease
0.0586,78,36,9,386,404,171.84,decrease
0.0586,78,37,8,309,325,138.42,decrease
0.0586,78,38,9,257,275,117.66,decrease
0.0586,78,39,4,287,295,124.86,decrease
0.0586,78,40,5,228,238,101.16,decrease
0.0586,78,41,1,211,213,89.7,decrease
0.0586,78,42,1,187,189,79.62,decrease
0.0586,78,43,2,136,140,59.28,decrease
0.0586,78,44,1,119,121,51.06,decrease
0.0586,78,45,0,98,98,41.16,decrease
0.0586,78,46,0,68,68,28.56,decrease
0.0586,78,47,0,68,68,28.56,decrease
0.0586,78,48,0,53,53,22.26,decrease
0.0586,78,49,0,47,47,19.74,decrease
0.0586,78,50,0,38,38,15.96,decrease
0.0586,78,51,0,20,20,8.4,decrease
0.0586,78,52,0,17,17,7.14,decrease
0.0586,78,53,0,17,17,7.14,decrease
0.0586,78,54,0,15,15,6.3,decrease
0.0586,78,55,0,9,9,3.78,decrease
0.0586,78,56,1,11,13,5.7,decrease
0.0586,78,57,0,10,10,4.2,decrease
0.0586,78,58,0,6,6,2.52,decrease
0.0586,78,59,0,2,2,0.84,decrease
0.0586,78,60,0,1,1,0.42,decrease
0.0586,78,61,0,1,1,0.42,decrease
0.0586,78,62,0,0,0,0,decrease
0.0586,79,0,1468,0,2936,1585.44,decrease
0.0586,79,1,1209,628,3046,1569.48,decrease
0.0586,79,2,1012,865,2889,1456.26,decrease
0.0586,79,3,983,983,2949,1474.5,decrease
0.0586,79,4,912,1099,2923,1446.54,decrease
0.0586,79,5,895,1121,2911,1437.42,decrease
0.0586,79,6,864,1146,2874,1414.44,decrease
0.0586,79,7,775,1182,2732,1333.44,decrease
0.0586,79,8,714,1297,2725,1315.86,decrease
0.0586,79,9,704,1249,2657,1284.9,decrease
0.0586,79,10,636,1307,2579,1235.82,decrease
0.0586,79,11,631,1278,2540,1218.24,decrease
0.0586,79,12,596,1373,2565,1220.34,decrease
0.0586,79,13,581,1392,2554,1212.12,decrease
0.0586,79,14,580,1339,2499,1188.78,decrease
0.0586,79,15,517,1332,2366,1117.8,decrease
0.0586,79,16,482,1304,2268,1068.24,decrease
0.0586,79,17,420,1330,2170,1012.2,decrease
0.0586,79,18,446,1380,2272,1061.28,decrease
0.0586,79,19,384,1373,2141,991.38,decrease
0.0586,79,20,354,1335,2043,943.02,decrease
0.0586,79,21,296,1369,1961,894.66,decrease
0.0586,79,22,281,1375,1937,880.98,decrease
0.0586,79,23,291,1344,1926,878.76,decrease
0.0586,79,24,277,1290,1844,840.96,decrease
0.0586,79,25,223,1267,1713,772.98,decrease
0.0586,79,26,191,1202,1584,711.12,decrease
0.0586,79,27,176,1092,1444,648.72,decrease
0.0586,79,28,148,1045,1341,598.74,decrease
0.0586,79,29,125,1046,1296,574.32,decrease
0.0586,79,30,102,955,1159,511.26,decrease
0.0586,79,31,79,830,988,433.92,decrease
0.0586,79,32,52,772,876,380.4,decrease
0.0586,79,33,63,685,811,355.74,decrease
0.0586,79,34,42,632,716,310.8,decrease
0.0586,79,35,38,529,605,263.22,decrease
0.0586,79,36,9,561,579,245.34,decrease
0.0586,79,37,20,427,467,200.94,decrease
0.0586,79,38,15,410,440,188.4,decrease
0.0586,79,39,14,349,377,161.7,decrease
0.0586,79,40,13,297,323,138.78,decrease
0.0586,79,41,6,283,295,125.34,decrease
0.0586,79,42,2,214,218,92.04,decrease
0.0586,79,43,0,165,165,69.3,decrease
0.0586,79,44,2,139,143,60.54,decrease
0.0586,79,45,1,131,133,56.1,decrease
0.0586,79,46,0,96,96,40.32,decrease
0.0586,79,47,0,74,74,31.08,decrease
0.0586,79,48,0,57,57,23.94,decrease
0.0586,79,49,0,41,41,17.22,decrease
0.0586,79,50,0,36,36,15.12,decrease
0.0586,79,51,0,25,25,10.5,decrease
0.0586,79,52,0,18,18,7.56,decrease
0.0586,79,53,0,7,7,2.94,decrease
0.0586,79,54,0,1,1,0.42,decrease
0.0586,79,55,0,1,1,0.42,decrease
0.0586,79,56,0,0,0,0,decrease
0.0586,80,0,1488,0,2976,1607.04,decrease
0.0586,80,1,1158,601,2917,1503.06,decrease
0.0586,80,2,965,800,2730,1378.2,decrease
0.0586,80,3,926,971,2823,1407.9,decrease
0.0586,80,4,963,1085,3011,1495.74,decrease
0.0586,80,5,949,1148,3046,1507.08,decrease
0.0586,80,6,901,1227,3029,1488.42,decrease
0.0586,80,7,807,1223,2837,1385.22,decrease
0.0586,80,8,778,1238,2794,1360.2,decrease
0.0586,80,9,781,1236,2798,1362.6,decrease
0.0586,80,10,819,1284,2922,1423.8,decrease
0.0586,80,11,806,1337,2949,1432.02,decrease
0.0586,80,12,805,1306,2916,1417.92,decrease
0.0586,80,13,819,1341,2979,1447.74,decrease
0.0586,80,14,821,1399,3041,1474.26,decrease
0.0586,80,15,822,1463,3107,1502.22,decrease
0.0586,80,16,814,1500,3128,1509.12,decrease
0.0586,80,17,762,1495,3019,1450.86,decrease
0.0586,80,18,834,1491,3159,1526.94,decrease
0.0586,80,19,800,1503,3103,1495.26,decrease
0.0586,80,20,812,1471,3095,1494.78,decrease
0.0586,80,21,799,1522,3120,1502.16,decrease
0.0586,80,22,765,1497,3027,1454.94,decrease
0.0586,80,23,771,1621,3163,1513.5,decrease
0.0586,80,24,728,1600,3056,1458.24,decrease
0.0586,80,25,690,1586,2966,1411.32,decrease
0.0586,80,26,647,1521,2815,1337.58,decrease
0.0586,80,27,687,1530,2904,1384.56,decrease
0.0586,80,28,603,1569,2775,1310.22,decrease
0.0586,80,29,619,1465,2703,1283.82,decrease
0.0586,80,30,621,1575,2817,1332.18,decrease
0.0586,80,31,559,1535,2653,1248.42,decrease
0.0586,80,32,541,1533,2615,1228.14,decrease
0.0586,80,33,561,1543,2665,1253.94,decrease
0.0586,80,34,599,1592,2790,1315.56,decrease
0.0586,80,35,599,1642,2840,1336.56,decrease
0.0586,80,36,503,1508,2514,1176.6,decrease
0.0586,80,37,528,1439,2495,1174.62,decrease
0.0586,80,38,442,1505,2389,1109.46,decrease
0.0586,80,39,418,1407,2243,1042.38,decrease
0.0586,80,40,371,1437,2179,1004.22,decrease
0.0586,80,41,324,1423,2071,947.58,decrease
0.0586,80,42,284,1335,1903,867.42,decrease
0.0586,80,43,270,1342,1882,855.24,decrease
0.0586,80,44,247,1308,1802,816.12,decrease
0.0586,80,45,228,1211,1667,754.86,decrease
0.0586,80,46,204,1183,1591,717.18,decrease
0.0586,80,47,179,1191,1549,693.54,decrease
0.0586,80,48,157,1104,1418,633.24,decrease
0.0586,80,49,113,1079,1305,575.22,decrease
0.0586,80,50,100,948,1148,506.16,decrease
0.0586,80,51,69,816,954,417.24,decrease
0.0586,80,52,70,748,888,389.76,decrease
0.0586,80,53,55,620,730,319.8,decrease
0.0586,80,54,28,571,627,270.06,decrease
0.0586,80,55,17,494,528,225.84,decrease
0.0586,80,56,25,408,458,198.36,decrease
0.0586,80,57,12,409,433,184.74,decrease
0.0586,80,58,14,376,404,173.04,decrease
0.0586,80,59,9,291,309,131.94,decrease
0.0586,80,60,6,264,276,117.36,decrease
0.0586,80,61,1,240,242,101.88,decrease
0.0586,80,62,3,198,204,86.4,decrease
0.0586,80,63,0,194,194,81.48,decrease
0.0586,80,64,8,173,189,81.3,decrease
0.0586,80,65,2,155,159,67.26,decrease
0.0586,80,66,8,149,165,71.22,decrease
0.0586,80,67,1,121,123,51.9,decrease
0.0586,80,68,2,108,112,47.52,decrease
0.0586,80,69,0,88,88,36.96,decrease
0.0586,80,70,0,92,92,38.64,decrease
0.0586,80,71,1,67,69,29.22,decrease
0.0586,80,72,0,67,67,28.14,decrease
0.0586,80,73,0,54,54,22.68,decrease
0.0586,80,74,0,39,39,16.38,decrease
0.0586,80,75,0,31,31,13.02,decrease
0.0586,80,76,0,26,26,10.92,decrease
0.0586,80,77,0,15,15,6.3,decrease
0.0586,80,78,0,10,10,4.2,decrease
0.0586,80,79,0,12,12,5.04,decrease
0.0586,80,80,0,15,15,6.3,decrease
0.0586,80,81,0,19,19,7.98,decrease
0.0586,80,82,0,18,18,7.56,decrease
0.0586,80,83,0,17,17,7.14,decrease
0.0586,80,84,0,10,10,4.2,decrease
0.0586,80,85,0,6,6,2.52,decrease
0.0586,80,86,0,3,3,1.26,decrease
0.0586,80,87,0,2,2,0.84,decrease
0.0586,80,88,0,3,3,1.26,decrease
0.0586,80,89,0,1,1,0.42,decrease
0.0586,80,90,0,4,4,1.68,decrease
0.0586,80,91,0,8,8,3.36,decrease
0.0586,80,92,0,6,6,2.52,decrease
0.0586,80,93,0,10,10,4.2,decrease
0.0586,80,94,0,6,6,2.52,decrease
0.0586,80,95,0,4,4,1.68,decrease
0.0586,80,96,0,3,3,1.26,decrease
0.0586,80,97,0,1,1,0.42,decrease
0.0586,80,98,0,0,0,0,decrease
0.0586,81,0,1556,0,3112,1680.48,decrease
0.0586,81,1,1321,652,3294,1700.52,decrease
0.0586,81,2,1114,867,3095,1567.26,decrease
0.0586,81,3,1059,1088,3206,1600.68,decrease
0.0586,81,4,1009,1152,3170,1573.56,decrease
0.0586,81,5,963,1166,3092,1529.76,decrease
0.0586,81,6,971,1257,3199,1576.62,decrease
0.0586,81,7,993,1321,3307,1627.26,decrease
0.0586,81,8,921,1476,3318,1614.6,decrease
0.0586,81,9,944,1413,3301,1612.98,decrease
0.0586,81,10,814,1588,3216,1546.08,decrease
0.0586,81,11,885,1473,3243,1574.46,decrease
0.0586,81,12,829,1456,3114,1506.84,decrease
0.0586,81,13,859,1365,3083,1501.02,decrease
0.0586,81,14,904,1486,3294,1600.44,decrease
0.0586,81,15,897,1616,3410,1647.48,decrease
0.0586,81,16,914,1601,3429,1659.54,decrease
0.0586,81,17,850,1606,3306,1592.52,decrease
0.0586,81,18,839,1555,3233,1559.22,decrease
0.0586,81,19,737,1680,3154,1501.56,decrease
0.0586,81,20,732,1631,3095,1475.58,decrease
0.0586,81,21,682,1677,3041,1440.9,decrease
0.0586,81,22,603,1656,2862,1346.76,decrease
0.0586,81,23,614,1616,2844,1341.84,decrease
0.0586,81,24,619,1576,2814,1330.44,decrease
0.0586,81,25,571,1631,2773,1301.7,decrease
0.0586,81,26,525,1510,2560,1201.2,decrease
0.0586,81,27,504,1493,2501,1171.38,decrease
0.0586,81,28,450,1422,2322,1083.24,decrease
0.0586,81,29,421,1399,2241,1042.26,decrease
0.0586,81,30,365,1380,2110,973.8,decrease
0.0586,81,31,346,1362,2054,945.72,decrease
0.0586,81,32,331,1347,2009,923.22,decrease
0.0586,81,33,282,1293,1857,847.62,decrease
0.0586,81,34,224,1323,1771,797.58,decrease
0.0586,81,35,232,1192,1656,751.2,decrease
0.0586,81,36,175,1173,1523,681.66,decrease
0.0586,81,37,168,1039,1375,617.82,decrease
0.0586,81,38,141,1012,1294,577.32,decrease
0.0586,81,39,105,898,1108,490.56,decrease
0.0586,81,40,77,872,1026,449.4,decrease
0.0586,81,41,57,920,1034,447.96,decrease
0.0586,81,42,68,729,865,379.62,decrease
0.0586,81,43,47,723,817,354.42,decrease
0.0586,81,44,46,634,726,315.96,decrease
0.0586,81,45,31,553,615,265.74,decrease
0.0586,81,46,32,480,544,236.16,decrease
0.0586,81,47,13,460,486,207.24,decrease
0.0586,81,48,5,383,393,166.26,decrease
0.0586,81,49,15,313,343,147.66,decrease
0.0586,81,50,8,315,331,140.94,decrease
0.0586,81,51,8,274,290,123.72,decrease
0.0586,81,52,10,234,254,109.08,decrease
0.0586,81,53,2,179,183,77.34,decrease
0.0586,81,54,1,185,187,78.78,decrease
0.0586,81,55,1,159,161,67.86,decrease
0.0586,81,56,5,151,161,68.82,decrease
0.0586,81,57,0,139,139,58.38,decrease
0.0586,81,58,0,129,129,54.18,decrease
0.0586,81,59,3,112,118,50.28,decrease
0.0586,81,60,1,85,87,36.78,decrease
0.0586,81,61,0,83,83,34.86,decrease
0.0586,81,62,0,65,65,27.3,decrease
0.0586,81,63,0,55,55,23.1,decrease
0.0586,81,64,0,45,45,18.9,decrease
0.0586,81,65,0,45,45,18.9,decrease
0.0586,81,66,0,61,61,25.62,decrease
0.0586,81,67,0,53,53,22.26,decrease
0.0586,81,68,0,47,47,19.74,decrease
0.0586,81,69,0,56,56,23.52,decrease
0.0586,81,70,0,50,50,21,decrease
0.0586,81,71,0,47,47,19.74,decrease
