a,replicate,gen,num_dd,num_dwt,d_fitness
0.056,0,0,1412,0,1524.96
0.056,0,1,1168,691,1551.66
0.056,0,2,989,826,1415.04
0.056,0,3,926,982,1412.52
0.056,0,4,846,1045,1352.58
0.056,0,5,816,1110,1347.48
0.056,0,6,879,1222,1462.56
0.056,0,7,779,1296,1385.64
0.056,0,8,763,1361,1395.66
0.056,0,9,808,1354,1441.32
0.056,0,10,833,1381,1479.66
0.056,0,11,797,1326,1417.68
0.056,0,12,828,1374,1471.32
0.056,0,13,776,1361,1409.7
0.056,0,14,779,1475,1460.82
0.056,0,15,732,1486,1414.68
0.056,0,16,648,1440,1304.64
0.056,0,17,601,1524,1289.16
0.056,0,18,574,1412,1212.96
0.056,0,19,580,1404,1216.08
0.056,0,20,539,1421,1178.94
0.056,0,21,556,1434,1202.76
0.056,0,22,562,1351,1174.38
0.056,0,23,476,1250,1039.08
0.056,0,24,434,1370,1044.12
0.056,0,25,414,1315,999.42
0.056,0,26,368,1288,938.4
0.056,0,27,252,1223,785.82
0.056,0,28,263,1167,774.18
0.056,0,29,254,1128,748.08
0.056,0,30,246,1084,720.96
0.056,0,31,190,1110,671.4
0.056,0,32,151,1137,640.62
0.056,0,33,129,1072,589.56
0.056,0,34,126,938,530.04
0.056,0,35,83,829,437.82
0.056,0,36,62,836,418.08
0.056,0,37,41,733,352.14
0.056,0,38,34,645,307.62
0.056,0,39,22,594,273.24
0.056,0,40,19,479,221.7
0.056,0,41,10,394,176.28
0.056,0,42,8,344,153.12
0.056,0,43,9,273,124.38
0.056,0,44,4,281,122.34
0.056,0,45,3,229,99.42
0.056,0,46,3,175,76.74
0.056,0,47,2,148,64.32
0.056,0,48,1,144,61.56
0.056,0,49,0,134,56.28
0.056,0,50,0,98,41.16
0.056,0,51,0,96,40.32
0.056,0,52,0,71,29.82
0.056,0,53,0,53,22.26
0.056,0,54,2,43,20.22
0.056,0,55,0,40,16.8
0.056,0,56,0,24,10.08
0.056,0,57,0,15,6.3
0.056,0,58,0,9,3.78
0.056,0,59,0,16,6.72
0.056,0,60,0,16,6.72
0.056,0,61,0,8,3.36
0.056,0,62,0,8,3.36
0.056,0,63,0,5,2.1
0.056,0,64,0,0,0
0.056,1,0,1511,0,1631.88
0.056,1,1,1247,607,1601.7
0.056,1,2,1101,837,1540.62
0.056,1,3,965,972,1450.44
0.056,1,4,960,1111,1503.42
0.056,1,5,963,1131,1515.06
0.056,1,6,909,1188,1480.68
0.056,1,7,914,1312,1538.16
0.056,1,8,891,1372,1538.52
0.056,1,9,864,1331,1492.14
0.056,1,10,829,1445,1502.22
0.056,1,11,829,1441,1500.54
0.056,1,12,817,1554,1535.04
0.056,1,13,814,1533,1522.98
0.056,1,14,770,1527,1472.94
0.056,1,15,687,1495,1369.86
0.056,1,16,700,1572,1416.24
0.056,1,17,724,1494,1409.4
0.056,1,18,644,1403,1284.78
0.056,1,19,657,1520,1347.96
0.056,1,20,651,1501,1333.5
0.056,1,21,652,1541,1351.38
0.056,1,22,629,1529,1321.5
0.056,1,23,621,1485,1294.38
0.056,1,24,538,1554,1233.72
0.056,1,25,498,1536,1182.96
0.056,1,26,504,1529,1186.5
0.056,1,27,469,1490,1132.32
0.056,1,28,498,1481,1159.86
0.056,1,29,494,1462,1147.56
0.056,1,30,451,1592,1155.72
0.056,1,31,409,1512,1076.76
0.056,1,32,365,1431,995.22
0.056,1,33,302,1350,893.16
0.056,1,34,303,1334,887.52
0.056,1,35,272,1246,817.08
0.056,1,36,274,1246,819.24
0.056,1,37,254,1236,793.44
0.056,1,38,165,1182,674.64
0.056,1,39,159,1091,629.94
0.056,1,40,116,1072,575.52
0.056,1,41,134,979,555.9
0.056,1,42,98,933,497.7
0.056,1,43,75,846,436.32
0.056,1,44,52,759,374.94
0.056,1,45,54,655,333.42
0.056,1,46,22,610,279.96
0.056,1,47,13,531,237.06
0.056,1,48,25,465,222.3
0.056,1,49,21,418,198.24
0.056,1,50,7,448,195.72
0.056,1,51,14,411,187.74
0.056,1,52,13,322,149.28
0.056,1,53,7,306,136.08
0.056,1,54,1,249,105.66
0.056,1,55,0,256,107.52
0.056,1,56,1,187,79.62
0.056,1,57,2,153,66.42
0.056,1,58,1,135,57.78
0.056,1,59,2,92,40.8
0.056,1,60,0,79,33.18
0.056,1,61,1,78,33.84
0.056,1,62,0,75,31.5
0.056,1,63,0,63,26.46
0.056,1,64,0,58,24.36
0.056,1,65,0,40,16.8
0.056,1,66,0,33,13.86
0.056,1,67,0,32,13.44
0.056,1,68,0,39,16.38
0.056,1,69,0,39,16.38
0.056,1,70,0,26,10.92
0.056,1,71,0,32,13.44
0.056,1,72,0,29,12.18
0.056,1,73,0,19,7.98
0.056,1,74,0,12,5.04
0.056,1,75,0,7,2.94
0.056,1,76,0,2,0.84
0.056,1,77,0,4,1.68
0.056,1,78,0,4,1.68
0.056,1,79,0,2,0.84
0.056,1,80,0,2,0.84
0.056,1,81,0,0,0
0.056,2,0,1471,0,1588.68
0.056,2,1,1138,593,1478.1
0.056,2,2,1100,899,1565.58
0.056,2,3,1044,1011,1552.14
0.056,2,4,929,1088,1460.28
0.056,2,5,875,1115,1413.3
0.056,2,6,846,1214,1423.56
0.056,2,7,809,1215,1384.02
0.056,2,8,775,1399,1424.58
0.056,2,9,745,1353,1372.86
0.056,2,10,771,1413,1426.14
0.056,2,11,778,1500,1470.24
0.056,2,12,695,1448,1358.76
0.056,2,13,696,1525,1392.18
0.056,2,14,630,1495,1308.3
0.056,2,15,603,1508,1284.6
0.056,2,16,555,1522,1238.64
0.056,2,17,576,1556,1275.6
0.056,2,18,514,1510,1189.32
0.056,2,19,501,1508,1174.44
0.056,2,20,500,1514,1175.88
0.056,2,21,489,1401,1116.54
0.056,2,22,451,1414,1080.96
0.056,2,23,430,1441,1069.62
0.056,2,24,395,1371,1002.42
0.056,2,25,422,1412,1048.8
0.056,2,26,402,1389,1017.54
0.056,2,27,336,1423,960.54
0.056,2,28,305,1320,883.8
0.056,2,29,250,1236,789.12
0.056,2,30,223,1128,714.6
0.056,2,31,165,1128,651.96
0.056,2,32,183,1037,633.18
0.056,2,33,170,975,593.1
0.056,2,34,123,955,533.94
0.056,2,35,119,901,506.94
0.056,2,36,100,801,444.42
0.056,2,37,95,737,412.14
0.056,2,38,67,676,356.28
0.056,2,39,58,612,319.68
0.056,2,40,44,539,273.9
0.056,2,41,32,520,252.96
0.056,2,42,33,513,251.1
0.056,2,43,24,464,220.8
0.056,2,44,21,390,186.48
0.056,2,45,7,391,171.78
0.056,2,46,8,323,144.3
0.056,2,47,4,299,129.9
0.056,2,48,9,254,116.4
0.056,2,49,3,209,91.02
0.056,2,50,1,183,77.94
0.056,2,51,2,170,73.56
