a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.0637,0,1637.08,0,1768.0464,100
0.0637,1,1361.96,647.89,1743.0306,100
0.0637,2,1251.97,881.26,1722.2568,100
0.0637,3,1178.56,1034.02,1707.1332,100
0.0637,4,1128.91,1140.41,1698.195,100
0.0637,5,1072.71,1220.79,1671.2586000000001,100
0.0637,6,1032.54,1280.49,1652.949,100
0.0637,7,1000.78,1327.55,1638.4134,100
0.0637,8,987.3,1377.57,1644.8634,100
0.0637,9,963.24,1397.76,1627.3584,100
0.0637,10,946.45,1434.81,1624.7862,100
0.0637,11,929.8,1465.11,1619.5302,100
0.0637,12,906.32,1484.02,1602.114,100
0.0637,13,890.55,1507.79,1595.0658,100
0.0637,14,872.04,1521.44,1580.808,100
0.0637,15,857.02,1549.7,1576.4556,100
0.0637,16,847.56,1551.49,1566.9906,100
0.0637,17,830.8,1558.08,1551.6576,100
0.0637,18,822.66,1570.25,1547.9778,100
0.0637,19,806.92,1576.8,1533.7296,100
0.0637,20,794.84,1568.11,1517.0334,100
0.0637,21,780.61,1569.94,1502.4336,100
0.0637,22,758.88,1575.99,1481.5062,100
0.0637,23,748.66,1566.48,1466.4744,100
0.0637,24,729.91,1561.05,1443.9438,100
0.0637,25,721.27,1547.24,1428.8124,100
0.0637,26,704.73,1546.91,1410.8106,100
0.0637,27,684.76,1532.17,1383.0522,100
0.0637,28,675.01,1518.82,1366.9152,100
0.0637,29,658.07,1506.74,1343.5464,100
0.0637,30,639.93,1491.96,1317.7476,100
0.0637,31,624.65,1477.99,1295.3778,100
0.0637,32,606.83,1447.62,1263.3768,100
0.0637,33,593.38,1428.23,1240.707,100
0.0637,34,574.67,1392.95,1205.6826,100
0.0637,35,555.02,1373.95,1176.4806,100
0.0637,36,542.15,1356.95,1155.441,100
0.0637,37,527.57,1333.21,1129.7238,100
0.0637,38,516.53,1303.57,1105.3518,100
0.0637,39,506.29,1268.82,1079.6976,100
0.0637,40,494.87,1226.88,1049.7492,100
0.0637,41,490.12,1198.44,1032.6744,100
0.0637,42,478.48,1162.64,1005.0672,100
0.0637,43,474.45,1133.18,988.3416,100
0.0637,44,458.58,1098.21,956.5146,100
0.0637,45,453.46,1060.09,934.9746,100
0.0637,46,442.59,1029.76,910.4964,100
0.0637,47,435.68,995.26,888.5436,100
0.0637,48,435.21,961.41,873.819,100
0.0637,49,424.42,932.74,850.1244,100
0.0637,50,420.3,905.47,834.2214,100
0.0637,51,415.8,882.58,819.7476,100
0.0637,52,410.23,845.48,798.15,100
0.0637,53,406,813.51,780.1542,100
0.0637,54,399.05,790.11,762.8202,100
0.0637,55,396.3,764.46,749.0772000000001,100
0.0637,56,399.28,739.39,741.7662,100
0.0637,57,394.51,715.04,726.3876,100
0.0637,58,391.95,692.57,714.1854,100
0.0637,59,391.18,666.2,702.2784,100
0.0637,60,393.53,652.39,699.0162,100
0.0637,61,398.96,625.26,693.486,100
0.0637,62,402.25,602.88,687.6396,100
0.0637,63,406.5959595959596,584.5151515151515,684.62,99
0.0637,64,413.2020202020202,566.3838383838383,684.1393939393939,99
0.0637,65,416.1111111111111,541.2525252525253,676.7260606060606,99
0.0637,66,416.4795918367347,522.3979591836735,669.2051020408163,98
0.0637,67,428.40625,519.2395833333334,680.759375,96
0.0637,68,446.3404255319149,513.2021276595744,697.5925531914894,94
0.0637,69,473.314606741573,524.1910112359551,731.34,89
0.0637,70,479.7865168539326,510.0449438202247,732.3883146067416,89
0.0637,71,485.32954545454544,500.04545454545456,734.175,88
0.0637,72,488.72727272727275,480.6818181818182,729.7118181818182,88
0.0637,73,526.3373493975904,490.43373493975906,774.4265060240964,83
0.0637,74,565.8717948717949,502.28205128205127,822.1,78
0.0637,75,584.7368421052631,506.89473684210526,844.4115789473684,76
0.0637,76,589.6,496.62666666666667,845.3512,75
0.0637,77,615.3513513513514,487.14864864864865,869.1818918918918,74
0.0637,78,631.931506849315,479.67123287671234,883.9479452054794,73
0.0637,79,643.6111111111111,476.4583333333333,895.2125,72
0.0637,80,666.5352112676056,471,917.678028169014,71
0.0637,81,720.6716417910447,488.0149253731343,983.2916417910448,67
0.0637,82,774.4444444444445,499.95238095238096,1046.38,63
0.0637,83,821.1639344262295,508.8196721311475,1100.5613114754099,61
0.0637,84,873.1864406779661,513.9152542372881,1158.8857627118643,59
0.0637,85,889.2586206896551,519.6379310344828,1178.6472413793103,58
0.0637,86,924.578947368421,516.9824561403509,1215.677894736842,57
0.0637,87,973.6909090909091,522.0727272727273,1270.8567272727273,55
0.0637,88,1009.0555555555555,526.6111111111111,1310.9566666666667,54
0.0637,89,1076.1764705882354,554.6862745098039,1395.2388235294118,51
0.0637,90,1107.08,559.6,1430.6784,50
0.0637,91,1168,581.1458333333334,1505.52125,48
0.0637,92,1265.2222222222222,615.1555555555556,1624.8053333333332,45
0.0637,93,1382.0714285714287,643.1666666666666,1762.7671428571427,42
0.0637,94,1413.095238095238,640.8095238095239,1795.2828571428572,42
0.0637,95,1407.642857142857,624.047619047619,1782.3542857142857,42
0.0637,96,1464.5121951219512,645.780487804878,1852.9009756097562,41
0.0637,97,1598.7105263157894,681.5,2012.8373684210526,38
0.0637,98,1705.6666666666667,720.3055555555555,2144.6483333333335,36
0.0637,99,1819.6470588235295,758.1764705882352,2283.6529411764704,34
0.0637,100,1974.4375,810.375,2472.75,32
