a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.1,0,2585.4,0,2792.232,100
0.1,1,2367.04,663.12,2834.9136,100
0.1,2,2285.02,912.33,2851.0002,100
0.1,3,2231.94,1068.05,2859.0762,100
0.1,4,2189.81,1180.85,2860.9518,100
0.1,5,2153.1,1272.85,2859.945,100
0.1,6,2130.89,1344.42,2866.0176,100
0.1,7,2124.46,1409.52,2886.4152,100
0.1,8,2134.45,1456.51,2916.9402,100
0.1,9,2141.7,1498.27,2942.3094,100
0.1,10,2164.31,1527.12,2978.8452,100
0.1,11,2175.11,1558.48,3003.6804,100
0.1,12,2206.18,1587.46,3049.4076,100
0.1,13,2234.78,1615.04,3091.8792,100
0.1,14,2272.44,1635.55,3141.1662,100
0.1,15,2298.15,1658.01,3178.3662,100
0.1,16,2328.96,1671.85,3217.4538000000002,100
0.1,17,2377.76,1690.07,3277.8102,100
0.1,18,2422.76,1700.64,3330.8496,100
0.1,19,2461.84,1711.76,3377.7264,100
0.1,20,2513.37,1707.02,3431.388,100
0.1,21,2557.44,1728.51,3488.0094,100
0.1,22,2603,1726.87,3536.5254,100
0.1,23,2658.84,1732.35,3599.1342,100
0.1,24,2712.82,1744.37,3662.481,100
0.1,25,2768.14,1741.41,3720.9834,100
0.1,26,2821.27,1748.49,3781.3374,100
0.1,27,2885.03,1756.92,3853.7388,100
0.1,28,2937.03,1737.86,3901.8936,100
0.1,29,3001.05,1741.49,3972.5598,100
0.1,30,3055.7,1748.33,4034.4546,100
0.1,31,3095.3,1745.74,4076.1348,100
0.1,32,3153.01,1744.49,4137.9366,100
0.1,33,3217.44,1749.53,4209.6378,100
0.1,34,3281.98,1752.63,4280.643,100
0.1,35,3335.17,1755.84,4339.4364,100
0.1,36,3399.52,1753.23,4407.8382,100
0.1,37,3455.07,1765.2,4472.8596,100
0.1,38,3525.65,1763.47,4548.3594,100
0.1,39,3585.31,1764.65,4613.2878,100
0.1,40,3638.56,1772.74,4674.1956,100
0.1,41,3705.17,1769.53,4744.7862,100
0.1,42,3747.11,1772.15,4791.1818,100
0.1,43,3810.43,1779.33,4862.583,100
0.1,44,3862.96,1762.4,4912.2048,100
0.1,45,3933.44,1759.83,4987.2438,100
0.1,46,3993.57,1758.35,5051.5626,100
0.1,47,4052.79,1761.97,5117.0406,100
0.1,48,4122.71,1766.17,5194.3182,100
0.1,49,4195.5,1763.98,5272.0116,100
0.1,50,4247.06,1767.79,5329.2966,100
0.1,51,4313.8,1761.79,5398.8558,100
0.1,52,4373.07,1769.73,5466.2022,100
0.1,53,4433.44,1756.98,5526.0468,100
0.1,54,4505.12,1764.92,5606.796,100
0.1,55,4570.35,1757.01,5673.9222,100
0.1,56,4633.26,1762.59,5744.2086,100
0.1,57,4698.28,1755.14,5811.3012,100
0.1,58,4755.9,1754.92,5873.4384,100
0.1,59,4830.46,1751.37,5952.4722,100
0.1,60,4878.71,1741.81,6000.567,100
0.1,61,4952.53,1746.96,6082.4556,100
0.1,62,5014.45,1749.53,6150.4086,100
0.1,63,5072.51,1749.67,6213.1722,100
0.1,64,5139.96,1739.78,6281.8644,100
0.1,65,5193.86,1744.55,6342.0798,100
0.1,66,5240.75,1748.1,6394.2119999999995,100
0.1,67,5294.83,1747.21,6452.2446,100
0.1,68,5356.86,1746.07,6518.7582,100
0.1,69,5449.61,1750.94,6620.9736,100
0.1,70,5528.74,1758.4,6709.5672,100
0.1,71,5591.32,1747.95,6772.7646,100
0.1,72,5629.66,1755.72,6817.4352,100
0.1,73,5692.95,1752.61,6884.4822,100
0.1,74,5783.32,1742.94,6978.0204,100
0.1,75,5837.47,1743.73,7036.8342,100
0.1,76,5888.68,1751.06,7095.2196,100
0.1,77,5955.26,1742.07,7163.3502,100
0.1,78,6026.03,1743.79,7240.5042,100
0.1,79,6100.83,1739.93,7319.667,100
0.1,80,6172.91,1749.36,7401.474,100
0.1,81,6234.85,1748.57,7468.0374,100
0.1,82,6280.48,1744.92,7515.7848,100
0.1,83,6350.44,1754.54,7595.382,100
0.1,84,6412.98,1748.44,7660.3632,100
0.1,85,6462.93,1746.63,7713.549,100
0.1,86,6560.2,1747.78,7819.0836,100
0.1,87,6623.53,1750.7,7888.7064,100
0.1,88,6685.61,1743.71,7952.817,100
0.1,89,6739.23,1736.77,8007.8118,100
0.1,90,6798.1,1716.86,8063.0292,100
0.1,91,6877.03,1742.98,8159.244,100
0.1,92,6926.42,1733.32,8208.528,100
0.1,93,7007.59,1734.92,8296.8636,100
0.1,94,7053.4,1745.41,8350.7442,100
0.1,95,7104.73,1734.57,8401.6278,100
0.1,96,7177.18,1741.64,8482.843,100
0.1,97,7238.24,1747.75,8551.3542,100
0.1,98,7294.89,1733.7,8606.6354,100
0.1,99,7355.86,1736.73,8673.7558,100
0.1,100,7430.26,1749.13,8759.315200000001,100
