a,replicate,gen,num_dd,num_dwt,d_fitness
0.0764,0,0,1880,0,2030.4
0.0764,0,1,1694,651,2102.94
0.0764,0,2,1520,968,2048.16
0.0764,0,3,1465,1096,2042.52
0.0764,0,4,1457,1249,2098.14
0.0764,0,5,1364,1290,2014.92
0.0764,0,6,1245,1367,1918.74
0.0764,0,7,1322,1338,1989.72
0.0764,0,8,1380,1345,2055.3
0.0764,0,9,1349,1529,2099.1
0.0764,0,10,1375,1501,2115.42
0.0764,0,11,1454,1555,2223.42
0.0764,0,12,1494,1596,2283.84
0.0764,0,13,1569,1526,2335.44
0.0764,0,14,1502,1515,2258.46
0.0764,0,15,1500,1601,2292.42
0.0764,0,16,1510,1686,2338.92
0.0764,0,17,1596,1683,2430.54
0.0764,0,18,1655,1707,2504.34
0.0764,0,19,1644,1725,2500.02
0.0764,0,20,1620,1704,2465.28
0.0764,0,21,1603,1748,2465.4
0.0764,0,22,1636,1780,2514.48
0.0764,0,23,1705,1803,2598.66
0.0764,0,24,1558,1923,2490.3
0.0764,0,25,1672,1802,2562.6
0.0764,0,26,1682,1840,2589.36
0.0764,0,27,1758,1904,2698.32
0.0764,0,28,1737,1904,2675.64
0.0764,0,29,1847,1848,2770.92
0.0764,0,30,1855,1927,2812.74
0.0764,0,31,1837,1751,2719.38
0.0764,0,32,1863,1793,2765.1
0.0764,0,33,1949,1741,2836.14
0.0764,0,34,1931,1812,2846.52
0.0764,0,35,2073,1755,2975.94
0.0764,0,36,2002,1805,2920.26
0.0764,0,37,2153,1863,3107.7
0.0764,0,38,2143,1901,3112.86
0.0764,0,39,2151,1885,3114.78
0.0764,0,40,2288,1847,3246.78
0.0764,0,41,2282,1823,3230.22
0.0764,0,42,2176,1849,3126.66
0.0764,0,43,2303,1779,3234.42
0.0764,0,44,2387,1730,3304.56
0.0764,0,45,2478,1862,3458.28
0.0764,0,46,2572,1748,3511.92
0.0764,0,47,2684,1783,3647.58
0.0764,0,48,2672,1873,3672.42
0.0764,0,49,2636,1756,3584.4
0.0764,0,50,2708,1829,3692.82
0.0764,0,51,2856,1762,3824.52
0.0764,0,52,2846,1747,3807.42
0.0764,0,53,2873,1678,3807.6
0.0764,0,54,3084,1732,4058.16
0.0764,0,55,3069,1774,4059.6
0.0764,0,56,3311,1721,4298.7
0.0764,0,57,3525,1799,4562.58
0.0764,0,58,3485,1744,4496.28
0.0764,0,59,3500,1789,4531.38
0.0764,0,60,3502,1790,4533.96
0.0764,0,61,3375,1831,4414.02
0.0764,0,62,3473,1728,4476.6
0.0764,0,63,3457,1697,4446.3
0.0764,0,64,3479,1669,4458.3
0.0764,0,65,3677,1719,4693.14
0.0764,0,66,3745,1752,4780.44
0.0764,0,67,3753,1766,4794.96
0.0764,0,68,3797,1820,4865.16
0.0764,0,69,3757,1651,4750.98
0.0764,0,70,3795,1637,4786.14
0.0764,0,71,3932,1792,4999.2
0.0764,0,72,3878,1677,4892.58
0.0764,0,73,4005,1702,5040.24
0.0764,0,74,4029,1776,5097.24
0.0764,0,75,4171,1674,5207.76
0.0764,0,76,4136,1700,5180.88
0.0764,0,77,4214,1673,5253.78
0.0764,0,78,4309,1752,5389.56
0.0764,0,79,4402,1729,5480.34
0.0764,0,80,4430,1725,5508.9
0.0764,0,81,4598,1733,5693.7
0.0764,0,82,4726,1709,5821.86
0.0764,0,83,4880,1714,5990.28
0.0764,0,84,4735,1687,5822.34
0.0764,0,85,4859,1630,5932.32
0.0764,0,86,4790,1646,5864.52
0.0764,0,87,4863,1666,5951.76
