a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.0586,0,1511.67,0,1632.6036,100
0.0586,1,1216.35,644.95,1584.537,100
0.0586,2,1094.36,873.08,1548.6024,100
0.0586,3,1014.84,1014.95,1522.3062,100
0.0586,4,955.92,1118.12,1502.004,100
0.0586,5,907.84,1191.28,1480.8048,100
0.0586,6,870.4,1247.03,1463.7846,100
0.0586,7,833.03,1287.91,1440.5946,100
0.0586,8,803.54,1324.84,1424.256,100
0.0586,9,778.24,1357.64,1410.708,100
0.0586,10,751.46,1380.88,1391.5464,100
0.0586,11,728.48,1397.49,1373.7042,100
0.0586,12,703.57,1421.55,1356.9066,100
0.0586,13,676.34,1433.72,1332.6096,100
0.0586,14,656.53,1442.95,1315.0914,100
0.0586,15,632.33,1449.22,1291.5888,100
0.0586,16,606,1455.89,1265.9538,100
0.0586,17,581.63,1454.95,1239.2394,100
0.0586,18,560.1,1449.76,1213.8072,100
0.0586,19,531.59,1442.46,1179.9504,100
0.0586,20,500.39,1430.02,1141.0296,100
0.0586,21,476.42,1412.64,1107.8424,100
0.0586,22,448.64,1394.42,1070.1876,100
0.0586,23,425.41,1379.12,1038.6732,100
0.0586,24,395.92,1350.14,994.6524,100
0.0586,25,369.51,1329.13,957.3054,100
0.0586,26,344.47,1284.75,911.6226,100
0.0586,27,318.91,1244.42,867.0792,100
0.0586,28,290.03,1206.01,819.7566,100
0.0586,29,266,1160.97,774.8874,100
0.0586,30,242.39,1119.65,732.0341999999999,100
0.0586,31,221.13,1068.91,687.7626,100
0.0586,32,198.1,1017.6,641.34,100
0.0586,33,178.35,958.28,595.0956,100
0.0586,34,157.34,911.41,552.7194,100
0.0586,35,140.84,859.39,513.051,100
0.0586,36,125.81,809.05,475.6758,100
0.0586,37,112.46,755.66,438.834,100
0.0586,38,96.26,704.12,399.6912,100
0.0586,39,85.36,654.48,367.0704,100
0.0586,40,75.03,599.97,333.0198,100
0.0586,41,64.72,548.87,300.423,100
0.0586,42,57.05,498.78,271.1016,100
0.0586,43,49.64,460.37,246.9666,100
0.0586,44,44.37,415.05,222.2406,100
0.0586,45,38.2,375.16,198.82319999999999,100
0.0586,46,33.73,335.82,177.4728,100
0.0586,47,30.75,299.74,159.1008,100
0.0586,48,28.19,267.59,142.833,100
0.0586,49,25.8,236.66,127.2612,100
0.0586,50,23.64,207.91,112.8534,100
0.0586,51,22.39,182.78,100.9488,100
0.0586,52,22.27,158.58,90.6552,100
0.0586,53,21.33,137.71,80.8746,100
0.0586,54,19.46,121.51,72.051,100
0.0586,55,20.656565656565657,109.44444444444444,68.27575757575758,99
0.0586,56,21.53125,101.61458333333333,65.931875,96
0.0586,57,21.20212765957447,93.95744680851064,62.3604255319149,94
0.0586,58,22.01063829787234,81.55319148936171,58.02382978723404,94
0.0586,59,22.127659574468087,71.2872340425532,53.83851063829787,94
0.0586,60,22.72826086956522,63.869565217391305,51.37173913043478,92
0.0586,61,24.81111111111111,58.9,51.534,90
0.0586,62,25.420454545454547,53.85227272727273,50.07204545454545,88
0.0586,63,27,48.76470588235294,49.641176470588235,85
0.0586,64,27.345238095238095,45.142857142857146,48.49285714285715,84
0.0586,65,30.31645569620253,45.151898734177216,51.705569620253165,79
0.0586,66,29.21518987341772,41.12658227848101,48.82556962025316,79
0.0586,67,31.305555555555557,41.166666666666664,51.1,72
0.0586,68,35.40298507462686,40.92537313432836,55.42388059701493,67
0.0586,69,39.58064516129032,40.04838709677419,59.567419354838705,62
0.0586,70,46.285714285714285,42.625,67.89107142857144,56
0.0586,71,55.16326530612245,47.142857142857146,79.37632653061225,49
0.0586,72,61.45454545454545,52.06818181818182,88.23954545454545,44
0.0586,73,73.47368421052632,57.3421052631579,103.43526315789474,38
0.0586,74,79.13888888888889,58.638888888888886,110.09833333333334,36
0.0586,75,85.94117647058823,61,118.4364705882353,34
0.0586,76,100.3103448275862,67.44827586206897,136.66344827586207,29
0.0586,77,102.44827586206897,66.75862068965517,138.68275862068964,29
0.0586,78,115.33333333333333,69.11111111111111,153.58666666666667,27
0.0586,79,130.54166666666666,79.08333333333333,174.20000000000002,24
0.0586,80,152.33333333333334,88.23809523809524,201.58,21
0.0586,81,154.47619047619048,89.9047619047619,204.59428571428572,21
0.0586,82,194.94117647058823,109.76470588235294,256.6376470588235,17
0.0586,83,234,132.42857142857142,308.34,14
0.0586,84,248.3846153846154,132.53846153846155,323.9215384615385,13
0.0586,85,361.22222222222223,192.11111111111111,470.8066666666666,9
0.0586,86,399.625,212.875,521.0025,8
0.0586,87,492.14285714285717,247.42857142857142,635.4342857142857,7
0.0586,88,562.1666666666666,291.1666666666667,729.43,6
0.0586,89,722,345,924.66,5
0.0586,90,1183.6666666666667,586,1524.48,3
0.0586,91,1215.3333333333333,545,1541.46,3
0.0586,92,1244,585.6666666666666,1589.5,3
0.0586,93,1211.6666666666667,616.3333333333334,1567.46,3
0.0586,94,1275.6666666666667,612.3333333333334,1634.9,3
0.0586,95,1331.6666666666667,606,1692.72,3
0.0586,96,1305.3333333333333,552.6666666666666,1641.88,3
0.0586,97,1316.3333333333333,580,1665.24,3
0.0586,98,1950.5,846,2461.86,2
0.0586,99,4109,1810,5197.92,1
0.0586,100,4332,1834,5448.84,1
