a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.0611,0,1556.28,0,1680.7824,100
0.0611,1,1281.41,639.47,1652.5002,100
0.0611,2,1164.86,878.69,1627.0986,100
0.0611,3,1072.27,1025.9,1588.9296,100
0.0611,4,1018.31,1120.35,1570.3218,100
0.0611,5,972.45,1198.34,1553.5488,100
0.0611,6,942.26,1262.01,1547.685,100
0.0611,7,909.26,1308.82,1531.7052,100
0.0611,8,877.34,1353.7,1516.0812,100
0.0611,9,861.41,1384.46,1511.796,100
0.0611,10,837.99,1406.27,1495.6625999999999,100
0.0611,11,808.4,1433.33,1475.0706,100
0.0611,12,783.99,1446.34,1454.172,100
0.0611,13,764.82,1468.61,1442.8218,100
0.0611,14,746.58,1480.07,1427.9358,100
0.0611,15,737.61,1491.61,1423.095,100
0.0611,16,720.95,1496.14,1407.0048,100
0.0611,17,698.44,1496.24,1382.736,100
0.0611,18,677.51,1499.06,1361.316,100
0.0611,19,659.85,1504.54,1344.5448,100
0.0611,20,636.6,1491.5,1313.958,100
0.0611,21,605.86,1489.41,1279.881,100
0.0611,22,586.05,1475.51,1252.6482,100
0.0611,23,565.98,1469.08,1228.272,100
0.0611,24,537.98,1452.34,1191.0012,100
0.0611,25,511.07,1443.05,1158.0366,100
0.0611,26,491.03,1417,1125.4524,100
0.0611,27,470.45,1396.64,1094.6748,100
0.0611,28,450.88,1360.63,1058.415,100
0.0611,29,418.58,1336.98,1013.598,100
0.0611,30,391.08,1298.93,967.917,100
0.0611,31,372.11,1268.12,934.4892,100
0.0611,32,351.11,1231.81,896.559,100
0.0611,33,328.37,1193.35,855.8466,100
0.0611,34,309.57,1153.67,818.877,100
0.0611,35,288.01,1113.97,778.9182,100
0.0611,36,269.97,1057.96,735.9108,100
0.0611,37,251.36,1010.48,695.8704,100
0.0611,38,230.87,964.02,654.228,100
0.0611,39,215.34,913.05,616.0482,100
0.0611,40,201.3,866.77,581.4474,100
0.0611,41,187.15,821.68,547.2276,100
0.0611,42,174.33,775.88,514.146,100
0.0611,43,166.01,729.44,485.6556,100
0.0611,44,157.03,679.1,454.8144,100
0.0611,45,150.16,637.68,429.9984,100
0.0611,46,142.35,603.1,407.04,100
0.0611,47,134.29,562.72,381.3756,100
0.0611,48,128.74,523.2,358.7832,100
0.0611,49,124.25,486.91,338.6922,100
0.0611,50,121.06,450.96,320.148,100
0.0611,51,118.71,425.74,307.0176,100
0.0611,52,116.28,393.43,290.823,100
0.0611,53,111.03,366.79,273.9642,100
0.0611,54,106.46,340.54,258.0036,100
0.0611,55,105.29,319.79,248.025,100
0.0611,56,105.02,294.78,237.2292,100
0.0611,57,102.05,278.35,227.121,100
0.0611,58,101.9090909090909,261.22222222222223,219.77515151515152,99
0.0611,59,105.04123711340206,249.29896907216494,218.1501030927835,97
0.0611,60,106.06315789473685,238.5157894736842,214.72484210526315,95
0.0611,61,109.36559139784946,227.94623655913978,213.85225806451612,93
0.0611,62,112.60215053763442,216.8279569892473,212.67806451612904,93
0.0611,63,113.33695652173913,211.30434782608697,211.15173913043478,92
0.0611,64,117.13333333333334,205.9111111111111,212.98666666666668,90
0.0611,65,120.9438202247191,198.07865168539325,213.8123595505618,89
0.0611,66,121.56179775280899,188.57303370786516,210.48741573033706,89
0.0611,67,123.85393258426966,180.8314606741573,209.7114606741573,89
0.0611,68,129.77380952380952,187.64285714285714,218.96571428571428,84
0.0611,69,136.1829268292683,181.0609756097561,223.12317073170732,82
0.0611,70,145.03846153846155,183.26923076923077,233.6146153846154,78
0.0611,71,163.013698630137,194.6027397260274,257.78794520547945,73
0.0611,72,163.6027397260274,193.72602739726028,258.0558904109589,73
0.0611,73,176.6086956521739,199.97101449275362,274.72521739130434,69
0.0611,74,191.34920634920636,214.1904761904762,296.6171428571429,63
0.0611,75,217.73684210526315,236.68421052631578,334.56315789473683,57
0.0611,76,223.5438596491228,231.82456140350877,338.7936842105263,57
0.0611,77,246.33962264150944,244.52830188679246,368.74867924528303,53
0.0611,78,261.3137254901961,250.5686274509804,387.4576470588235,51
0.0611,79,268.22,252.18,395.5932,50
0.0611,80,312.6046511627907,290.7906976744186,459.74511627906975,43
0.0611,81,347.9230769230769,322.5128205128205,511.21230769230766,39
0.0611,82,387.19444444444446,338.69444444444446,560.4216666666666,36
0.0611,83,437.72727272727275,367.72727272727275,627.1909090909091,33
0.0611,84,507.37931034482756,403.2758620689655,717.3455172413793,29
0.0611,85,533.4285714285714,422.4642857142857,753.5378571428571,28
0.0611,86,630.2083333333334,483.5416666666667,883.7125,24
0.0611,87,680.0869565217391,511.5652173913044,949.351304347826,23
0.0611,88,842.3157894736842,624.578947368421,1172.0242105263158,19
0.0611,89,860.3157894736842,610.1578947368421,1185.4073684210528,19
0.0611,90,988.2941176470588,674.6470588235294,1350.709411764706,17
0.0611,91,1055.125,700.4375,1433.71875,16
0.0611,92,1057.4375,704,1437.7125,16
0.0611,93,1192,749.4,1602.108,15
0.0611,94,1239.4,727.1333333333333,1643.9479999999999,15
0.0611,95,1454.923076923077,818.9230769230769,1915.2646153846154,13
0.0611,96,1588.9166666666667,915.75,2100.645,12
0.0611,97,1623.0833333333333,897.9166666666666,2130.055,12
0.0611,98,1785.5454545454545,996.9090909090909,2347.090909090909,11
0.0611,99,1830.909090909091,997.2727272727273,2396.2363636363634,11
0.0611,100,1861.1818181818182,981.9090909090909,2422.478181818182,11
