a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.0662,0,1706.29,0,1842.7932,100
0.0662,1,1422.09,648.49,1808.223,100
0.0662,2,1299.61,882.74,1774.3296,100
0.0662,3,1220.79,1039.79,1755.165,100
0.0662,4,1160.73,1148.85,1736.1054,100
0.0662,5,1108.23,1236.96,1716.4116,100
0.0662,6,1073.58,1298.98,1705.038,100
0.0662,7,1055.88,1350.14,1707.4092,100
0.0662,8,1032.06,1391.56,1699.08,100
0.0662,9,1021.54,1426.32,1702.3176,100
0.0662,10,1000.48,1461.31,1694.2686,100
0.0662,11,984.25,1487.92,1687.9164,100
0.0662,12,970.28,1505.58,1680.246,100
0.0662,13,961.1,1529.48,1680.3696,100
0.0662,14,951.2,1540.22,1674.1884,100
0.0662,15,942.57,1562.38,1674.1752,100
0.0662,16,940.17,1585.08,1681.1172,100
0.0662,17,919.99,1601.92,1666.3956,100
0.0662,18,911.69,1595.62,1654.7856,100
0.0662,19,904.09,1613.98,1654.2888,100
0.0662,20,901.77,1621.45,1654.9206,100
0.0662,21,894.97,1620.45,1647.1566,100
0.0662,22,886.38,1630.34,1642.0332,100
0.0662,23,869.77,1630.74,1624.2624,100
0.0662,24,866.36,1634.99,1622.3646,100
0.0662,25,858.02,1630.1,1611.3036,100
0.0662,26,850.13,1621.7,1599.2544,100
0.0662,27,840.01,1620.3,1587.7368,100
0.0662,28,824.08,1616.4,1568.8944,100
0.0662,29,808.43,1617.31,1552.3746,100
0.0662,30,798.92,1610.81,1539.3738,100
0.0662,31,788.24,1595.23,1521.2958,100
0.0662,32,777.61,1581.37,1503.9942,100
0.0662,33,768.54,1564,1486.9032,100
0.0662,34,760,1556.26,1474.4292,100
0.0662,35,740.71,1536.36,1445.238,100
0.0662,36,725.5,1512.95,1418.979,100
0.0662,37,715.42,1497.59,1401.6414,100
0.0662,38,709.64,1462.48,1380.6528,100
0.0662,39,698.59,1438.05,1358.4582,100
0.0662,40,694.36,1421.48,1346.9304,100
0.0662,41,682.65,1390.5,1321.272,100
0.0662,42,678.29,1363.03,1305.0258,100
0.0662,43,664.97,1340.02,1280.976,100
0.0662,44,660.15,1320.43,1267.5426,100
0.0662,45,661.64,1286.55,1254.9222,100
0.0662,46,647.25,1251.71,1224.7482,100
0.0662,47,639.33,1223.64,1204.4052,100
0.0662,48,633.04,1193.91,1185.1254,100
0.0662,49,626.19,1168.05,1166.8662,100
0.0662,50,622.4,1144.39,1152.8358,100
0.0662,51,619.45,1119.45,1139.175,100
0.0662,52,617.56,1095.72,1127.1672,100
0.0662,53,621.99,1064.87,1118.9946,100
0.0662,54,623.95,1030.37,1106.6214,100
0.0662,55,627.64,999,1097.4312,100
0.0662,56,628.07,974.31,1087.5258,100
0.0662,57,626.28,957.34,1078.4652,100
0.0662,58,629.54,930.47,1070.7006,100
0.0662,59,637.35,898.62,1065.7584,100
0.0662,60,642.74,884.04,1065.4560000000001,100
0.0662,61,651.93,855.63,1063.449,100
0.0662,62,656.3030303030303,839.2626262626262,1061.2975757575757,99
0.0662,63,671.6363636363636,824.3232323232323,1071.5830303030302,99
0.0662,64,671.3333333333334,805.4848484848485,1063.3436363636363,99
0.0662,65,679.1313131313132,785.0909090909091,1063.2,99
0.0662,66,682.6060606060606,767.1414141414141,1059.4139393939395,99
0.0662,67,695.060606060606,752.1919191919192,1066.5860606060605,99
0.0662,68,727.4270833333334,758.21875,1104.073125,96
0.0662,69,738.5520833333334,736.46875,1106.953125,96
0.0662,70,752.5894736842105,724.9894736842106,1117.2922105263158,95
0.0662,71,772.1382978723404,710.2659574468086,1132.2210638297872,94
0.0662,72,811.3888888888889,727.4,1181.808,90
0.0662,73,839.7272727272727,730.3977272727273,1213.6725,88
0.0662,74,867.2758620689655,721.1724137931035,1239.5503448275863,87
0.0662,75,918.6265060240963,744.1807228915662,1304.672530120482,83
0.0662,76,967.716049382716,738.4691358024692,1355.2903703703703,81
0.0662,77,996.1625,735.525,1384.776,80
0.0662,78,1034.679487179487,737.7435897435897,1427.3061538461538,78
0.0662,79,1083.3157894736842,742.921052631579,1482.0078947368422,76
0.0662,80,1100.0263157894738,731.5526315789474,1495.2805263157895,76
0.0662,81,1153.0135135135135,738.6891891891892,1555.504054054054,74
0.0662,82,1186.3150684931506,735.7671232876712,1590.2424657534245,73
0.0662,83,1251.6714285714286,759.7,1670.8791428571428,70
0.0662,84,1308.1029411764705,768.3676470588235,1735.465588235294,68
0.0662,85,1341.5223880597016,771,1772.6641791044776,67
0.0662,86,1409.7384615384615,787.2153846153847,1853.1480000000001,65
0.0662,87,1546.5,844.8666666666667,2025.064,60
0.0662,88,1602.6949152542372,853.7627118644068,2089.4908474576273,59
0.0662,89,1636.948275862069,864.8793103448276,2131.153448275862,58
0.0662,90,1758.581818181818,900.6181818181818,2277.528,55
0.0662,91,1843.2264150943397,938.2830188679245,2384.763396226415,53
0.0662,92,1875.867924528302,924.7358490566038,2414.3264150943396,53
0.0662,93,1940.4807692307693,942.4038461538462,2491.528846153846,52
0.0662,94,2091.9591836734694,990.6122448979592,2675.37306122449,49
0.0662,95,2204.531914893617,1020.8297872340426,2809.642978723404,47
0.0662,96,2249.0425531914893,1018.7234042553191,2856.8297872340427,47
0.0662,97,2333.1739130434785,1040.4782608695652,2956.828695652174,46
0.0662,98,2517.4883720930234,1111.2790697674418,3185.6246511627905,43
0.0662,99,2562.5581395348836,1087.0232558139535,3224.112558139535,43
0.0662,100,2652.095238095238,1118.547619047619,3334.052857142857,42
