a,gen,avg_num_dd,avg_num_dwt,avg_d_fitness,num_replicates
0.079,0,2022.73,0,2184.5484,100
0.079,1,1781.27,648.1,2195.9736,100
0.079,2,1668.98,894.16,2178.0456,100
0.079,3,1587.03,1050.83,2155.341,100
0.079,4,1537.31,1167.3,2150.5608,100
0.079,5,1500.99,1247.66,2145.0864,100
0.079,6,1471.64,1317.19,2142.591,100
0.079,7,1450.26,1374.93,2143.7514,100
0.079,8,1434.45,1433.61,2151.3222,100
0.079,9,1430.43,1465.06,2160.1896,100
0.079,10,1433.83,1505.75,2180.9514,100
0.079,11,1432.34,1530.2,2189.6112,100
0.079,12,1445.62,1562.21,2217.3978,100
0.079,13,1456.89,1591.73,2241.9678,100
0.079,14,1459.56,1605.06,2250.45,100
0.079,15,1458.61,1629.85,2259.8358,100
0.079,16,1478.66,1649.73,2289.8394,100
0.079,17,1496.79,1676.56,2320.6884,100
0.079,18,1521.05,1691.22,2353.0464,100
0.079,19,1531.9,1701.31,2369.0022,100
0.079,20,1545.41,1712.54,2388.3096,100
0.079,21,1564.72,1721.45,2412.9066,100
0.079,22,1585.62,1735.1,2441.2116,100
0.079,23,1610.16,1739.54,2469.5796,100
0.079,24,1634.62,1748.71,2499.8478,100
0.079,25,1662.35,1757.5,2533.488,100
0.079,26,1695.01,1762.18,2570.7264,100
0.079,27,1724.14,1765.84,2603.724,100
0.079,28,1758.48,1781.99,2647.5942,100
0.079,29,1791.21,1786.57,2684.8662,100
0.079,30,1823.23,1789.07,2720.4978,100
0.079,31,1852.03,1796.59,2754.7602,100
0.079,32,1889.22,1797.75,2795.4126,100
0.079,33,1909.82,1787.31,2813.2758,100
0.079,34,1961.58,1794.04,2872.0032,100
0.079,35,1993.54,1807.78,2912.2908,100
0.079,36,2037.92,1801.16,2957.4408,100
0.079,37,2063.12,1804.26,2985.9588,100
0.079,38,2107.7,1811.55,3037.167,100
0.079,39,2163.5,1819.02,3100.5684,100
0.079,40,2230.73,1812.78,3170.556,100
0.079,41,2279.59,1811.69,3222.867,100
0.079,42,2320.11,1807.9,3265.0368,100
0.079,43,2378.78,1797.41,3323.9946,100
0.079,44,2420.32,1807.05,3372.9066,100
0.079,45,2455.11,1800.78,3407.8464,100
0.079,46,2503.05,1805.67,3461.6754,100
0.079,47,2561.67,1796.39,3521.0874,100
0.079,48,2618.52,1803.61,3585.5178,100
0.079,49,2682.04,1795.71,3650.8014,100
0.079,50,2740.2,1792.93,3712.4465999999998,100
0.079,51,2798.92,1789.87,3774.579,100
0.079,52,2847.78,1783.2,3824.5464,100
0.079,53,2901.94,1781.57,3882.3546,100
0.079,54,2965.59,1783.06,3951.7224,100
0.079,55,3030.96,1786.3,4023.6828,100
0.079,56,3079.71,1771.54,4070.1336,100
0.079,57,3138.75,1772.87,4134.4554,100
0.079,58,3194.5,1770.06,4193.4852,100
0.079,59,3258.04,1774.27,4263.8766,100
0.079,60,3325.54,1772.43,4336.0038,100
0.079,61,3385.63,1772.01,4400.7246000000005,100
0.079,62,3467.49,1764.06,4485.7944,100
0.079,63,3527.12,1766.14,4551.0684,100
0.079,64,3572.25,1760.17,4597.3014,100
0.079,65,3626.26,1758.78,4655.0484,100
0.079,66,3692.34,1759.7,4726.8012,100
0.079,67,3758.46,1750.92,4794.5232,100
0.079,68,3803.43,1762.19,4847.8242,100
0.079,69,3867.77,1756.43,4914.8922,100
0.079,70,3934.69,1757.89,4987.779,100
0.079,71,4007.79,1750.85,5063.7702,100
0.079,72,4048.76,1764.36,5113.692,100
0.079,73,4113.17,1752.92,5178.45,100
0.079,74,4172.69,1751.81,5242.2654,100
0.079,75,4238.66,1741.95,5309.3718,100
0.079,76,4302.4,1740.2,5377.476,100
0.079,77,4389.02,1736.15,5469.3246,100
0.079,78,4456.92,1731.31,5540.6238,100
0.079,79,4502.63,1739.22,5593.3128,100
0.079,80,4560.26,1734.58,5653.6044,100
0.079,81,4632.8,1738.7,5733.678,100
0.079,82,4688.18,1739.63,5793.879,100
0.079,83,4741.44,1734.06,5849.0604,100
0.079,84,4814.13,1727.3,5924.7264000000005,100
0.079,85,4881.59,1721.76,5995.2564,100
0.079,86,4929.19,1727.54,6049.092,100
0.079,87,4989.42,1733.16,6116.5008,100
0.079,88,5051.62,1735.03,6184.4622,100
0.079,89,5123.3,1727.56,6258.7392,100
0.079,90,5188,1729.56,6329.4552,100
0.079,91,5249.6,1724.13,6393.7026,100
0.079,92,5311.05,1723,6459.594,100
0.079,93,5376.98,1727.78,6532.806,100
0.079,94,5458.51,1723.15,6618.9138,100
0.079,95,5514.97,1725.58,6680.9112000000005,100
0.079,96,5568.44,1726.63,6739.0998,100
0.079,97,5622.78,1744.49,6805.2882,100
0.079,98,5674.69,1733.11,6856.5714,100
0.079,99,5807.868686868687,1751.8181818181818,7008.261818181818,99
0.079,100,5879.232323232323,1750.4747474747476,7084.770303030303,99
