a,sigma,beta,k,u_hat,outcome,delta
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,increase,5.673786029642755e-4
0.025,0.01,2.5,0.2,0.2,decrease,5.673786029642755e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,decrease,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.025551724,0.01,2.5551724,0.2,0.2,increase,5.881649744366406e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,decrease,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.026931034,0.01,2.6931034,0.2,0.2,increase,6.386869674277397e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.028310345,0.01,2.8310345,0.2,0.2,increase,6.867123417307118e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.029689655,0.01,2.9689655,0.2,0.2,increase,7.318775429609593e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.031068966,0.01,3.1068966,0.2,0.2,increase,7.739827220655003e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.032448276,0.01,3.2448276,0.2,0.2,increase,8.129491775615031e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
0.033827586,0.01,3.3827586,0.2,0.2,increase,8.487869488161307e-4
