a,sigma,beta,k,u_hat,delta,p_increase
0.011212121,0.01,1.1212121,0.2,0.1,6.876842233282392e-4,0.66
0.011212121,0.01,1.1212121,0.2,0.1,6.876842233282392e-4,0.58
0.011363636,0.01,1.1363636,0.2,0.1,6.806598100803961e-4,0.52
0.011363636,0.01,1.1363636,0.2,0.1,6.806598100803961e-4,0.6
0.011515152,0.01,1.1515152,0.2,0.1,6.742515115597092e-4,0.66
0.011515152,0.01,1.1515152,0.2,0.1,6.742515115597092e-4,0.68
0.011666667,0.01,1.1666667,0.2,0.1,6.684378651391276e-4,0.74
0.011818182,0.01,1.1818182,0.2,0.1,6.631979330998583e-4,0.72
0.011818182,0.01,1.1818182,0.2,0.1,6.631979330998583e-4,0.72
0.011969697,0.01,1.1969697,0.2,0.1,6.585114560589459e-4,0.76
0.011969697,0.01,1.1969697,0.2,0.1,6.585114560589459e-4,0.7
0.012121212,0.01,1.2121212,0.2,0.1,6.543587896305925e-4,0.78
0.012121212,0.01,1.2121212,0.2,0.1,6.543587896305925e-4,0.72
0.012272727,0.01,1.2272727,0.2,0.1,6.507208859844667e-4,0.74
0.012272727,0.01,1.2272727,0.2,0.1,6.507208859844667e-4,0.88
0.012424242,0.01,1.2424242,0.2,0.1,6.475792759777058e-4,0.78
0.012424242,0.01,1.2424242,0.2,0.1,6.475792759777058e-4,0.84
0.012575758,0.01,1.2575758,0.2,0.1,6.449160358046674e-4,0.84
0.012575758,0.01,1.2575758,0.2,0.1,6.449160358046674e-4,0.92
0.012727273,0.01,1.2727273000000001,0.2,0.1,6.427138373555094e-4,0.86
0.012727273,0.01,1.2727273000000001,0.2,0.1,6.427138373555094e-4,0.84
0.012878788,0.01,1.2878788,0.2,0.1,6.409558266669371e-4,0.96
0.012878788,0.01,1.2878788,0.2,0.1,6.409558266669371e-4,0.9
0.013030303,0.01,1.3030303,0.2,0.1,6.39625681497466e-4,0.96
0.013181818,0.01,1.3181817999999998,0.2,0.1,6.387075769215074e-4,0.92
0.013181818,0.01,1.3181817999999998,0.2,0.1,6.387075769215074e-4,0.96
0.013333333,0.01,1.3333332999999998,0.2,0.1,6.381861705300477e-4,0.94
0.013333333,0.01,1.3333332999999998,0.2,0.1,6.381861705300477e-4,0.94
0.013484848,0.01,1.3484848,0.2,0.1,6.380465880860939e-4,0.96
0.013484848,0.01,1.3484848,0.2,0.1,6.380465880860939e-4,0.92
0.013636364,0.01,1.3636363999999999,0.2,0.1,6.382744123052436e-4,0.9
0.013636364,0.01,1.3636363999999999,0.2,0.1,6.382744123052436e-4,0.94
0.013787879,0.01,1.3787878999999998,0.2,0.1,6.388556609241247e-4,1
0.013787879,0.01,1.3787878999999998,0.2,0.1,6.388556609241247e-4,0.96
0.013939394,0.01,1.3939394,0.2,0.1,6.397767827939102e-4,0.98
0.013939394,0.01,1.3939394,0.2,0.1,6.397767827939102e-4,0.98
0.014090909,0.01,1.4090909,0.2,0.1,6.410246415133208e-4,0.94
0.014090909,0.01,1.4090909,0.2,0.1,6.410246415133208e-4,1
0.014242424,0.01,1.4242424,0.2,0.1,6.425865034536563e-4,0.98
0.014393939,0.01,1.4393939,0.2,0.1,6.444500258506407e-4,0.98
0.014393939,0.01,1.4393939,0.2,0.1,6.444500258506407e-4,1
0.014545455,0.01,1.4545455,0.2,0.1,6.466032603994868e-4,1
0.014545455,0.01,1.4545455,0.2,0.1,6.466032603994868e-4,1
0.01469697,0.01,1.469697,0.2,0.1,6.490345832902685e-4,0.98
0.01469697,0.01,1.469697,0.2,0.1,6.490345832902685e-4,0.96
0.014848485,0.01,1.4848485,0.2,0.1,6.517327697328295e-4,0.98
0.014848485,0.01,1.4848485,0.2,0.1,6.517327697328295e-4,1
0.015,0.01,1.5,0.2,0.1,6.546869284035481e-4,1
0.015,0.01,1.5,0.2,0.1,6.546869284035481e-4,0.98
0.015151515,0.01,1.5151515,0.2,0.1,6.578865045020105e-4,0.98
0.015151515,0.01,1.5151515,0.2,0.1,6.578865045020105e-4,1
0.01530303,0.01,1.530303,0.2,0.1,6.613212698471339e-4,1
0.01530303,0.01,1.530303,0.2,0.1,6.613212698471339e-4,1
0.015454545,0.01,1.5454545,0.2,0.1,6.649813132712095e-4,1
0.015454545,0.01,1.5454545,0.2,0.1,6.649813132712095e-4,1
0.015606061,0.01,1.5606061,0.2,0.1,6.688570575733271e-4,1
0.015606061,0.01,1.5606061,0.2,0.1,6.688570575733271e-4,0.98
0.015757576,0.01,1.5757575999999998,0.2,0.1,6.729391467298856e-4,1
0.015757576,0.01,1.5757575999999998,0.2,0.1,6.729391467298856e-4,1
0.015909091,0.01,1.5909091,0.2,0.1,6.77218590697893e-4,1
0.015909091,0.01,1.5909091,0.2,0.1,6.77218590697893e-4,1
0.016060606,0.01,1.6060606000000002,0.2,0.1,6.816866559411451e-4,1
0.016060606,0.01,1.6060606000000002,0.2,0.1,6.816866559411451e-4,1
0.016212121,0.01,1.6212121,0.2,0.1,6.863348820573286e-4,1
0.016212121,0.01,1.6212121,0.2,0.1,6.863348820573286e-4,1
0.016363636,0.01,1.6363636000000001,0.2,0.1,6.911550737726549e-4,1
0.016363636,0.01,1.6363636000000001,0.2,0.1,6.911550737726549e-4,1
0.016515152,0.01,1.6515152000000002,0.2,0.1,6.961393265949092e-4,1
0.016515152,0.01,1.6515152000000002,0.2,0.1,6.961393265949092e-4,1
0.016666667,0.01,1.6666667,0.2,0.1,7.01279886603737e-4,1
0.016666667,0.01,1.6666667,0.2,0.1,7.01279886603737e-4,1
0.016818182,0.01,1.6818182000000002,0.2,0.1,7.065693405894849e-4,1
0.016818182,0.01,1.6818182000000002,0.2,0.1,7.065693405894849e-4,1
0.016969697,0.01,1.6969697,0.2,0.1,7.120004783961574e-4,1
0.016969697,0.01,1.6969697,0.2,0.1,7.120004783961574e-4,1
0.017121212,0.01,1.7121212,0.2,0.1,7.175663183988105e-4,1
0.017121212,0.01,1.7121212,0.2,0.1,7.175663183988105e-4,1
0.017272727,0.01,1.7272727,0.2,0.1,7.232601008212732e-4,1
0.017272727,0.01,1.7272727,0.2,0.1,7.232601008212732e-4,1
0.017424242,0.01,1.7424241999999999,0.2,0.1,7.290752812511022e-4,1
0.017424242,0.01,1.7424241999999999,0.2,0.1,7.290752812511022e-4,1
0.017575758,0.01,1.7575758,0.2,0.1,7.350055638514308e-4,1
0.017575758,0.01,1.7575758,0.2,0.1,7.350055638514308e-4,1
0.017727273,0.01,1.7727273000000001,0.2,0.1,7.410447379284673e-4,1
0.017727273,0.01,1.7727273000000001,0.2,0.1,7.410447379284673e-4,1
0.017878788,0.01,1.7878787999999999,0.2,0.1,7.471869069009878e-4,1
0.017878788,0.01,1.7878787999999999,0.2,0.1,7.471869069009878e-4,1
0.018030303,0.01,1.8030303,0.2,0.1,7.534263266980712e-4,1
0.018030303,0.01,1.8030303,0.2,0.1,7.534263266980712e-4,1
0.018181818,0.01,1.8181817999999998,0.2,0.1,7.597574389396373e-4,1
0.018181818,0.01,1.8181817999999998,0.2,0.1,7.597574389396373e-4,1
0.018333333,0.01,1.8333333,0.2,0.1,7.66174865513776e-4,1
0.018333333,0.01,1.8333333,0.2,0.1,7.66174865513776e-4,1
0.018484848,0.01,1.8484848,0.2,0.1,7.726734033126657e-4,1
0.018484848,0.01,1.8484848,0.2,0.1,7.726734033126657e-4,1
0.018636364,0.01,1.8636363999999999,0.2,0.1,7.792480627550262e-4,1
0.018636364,0.01,1.8636363999999999,0.2,0.1,7.792480627550262e-4,1
0.018787879,0.01,1.8787879,0.2,0.1,7.858938887480943e-4,1
0.018787879,0.01,1.8787879,0.2,0.1,7.858938887480943e-4,1
0.018939394,0.01,1.8939393999999998,0.2,0.1,7.926062162741924e-4,1
0.018939394,0.01,1.8939393999999998,0.2,0.1,7.926062162741924e-4,1
0.019090909,0.01,1.9090909,0.2,0.1,7.993804926081267e-4,1
0.019090909,0.01,1.9090909,0.2,0.1,7.993804926081267e-4,1
0.019242424,0.01,1.9242424,0.2,0.1,8.062123159235596e-4,1
0.019242424,0.01,1.9242424,0.2,0.1,8.062123159235596e-4,1
0.019393939,0.01,1.9393938999999998,0.2,0.1,8.130974308843248e-4,1
0.019393939,0.01,1.9393938999999998,0.2,0.1,8.130974308843248e-4,1
0.019545455,0.01,1.9545455,0.2,0.1,8.200317702834709e-4,1
0.019545455,0.01,1.9545455,0.2,0.1,8.200317702834709e-4,1
0.01969697,0.01,1.969697,0.2,0.1,8.270112674925792e-4,1
0.01969697,0.01,1.969697,0.2,0.1,8.270112674925792e-4,1
0.019848485,0.01,1.9848484999999998,0.2,0.1,8.34032127062909e-4,1
0.019848485,0.01,1.9848484999999998,0.2,0.1,8.34032127062909e-4,1
0.02,0.01,2,0.2,0.1,8.410906380334305e-4,1
0.02,0.01,2,0.2,0.1,8.410906380334305e-4,1
