0.25,0,0,6577
0.25,0,1,6653
0.25,0,2,6686
0.25,0,3,6816
0.25,0,4,6685
0.25,0,5,6518
0.25,0,6,6465
0.25,0,7,6604
0.25,0,8,6525
0.25,0,9,6712
0.25,0,10,6795
0.25,0,11,7163
0.25,0,12,7143
0.25,0,13,6952
0.25,0,14,6681
0.25,0,15,6800
0.25,0,16,6909
0.25,0,17,7163
0.25,0,18,6985
0.25,0,19,7136
0.25,0,20,6958
0.25,0,21,7287
0.25,0,22,7360
0.25,0,23,7300
0.25,0,24,7192
0.25,0,25,7521
0.25,0,26,7866
0.25,0,27,7849
0.25,0,28,7858
0.25,0,29,7979
0.25,0,30,7994
0.25,0,31,8162
0.25,0,32,8072
0.25,0,33,8016
0.25,0,34,8212
0.25,0,35,8290
0.25,0,36,8294
0.25,0,37,8454
0.25,0,38,8367
0.25,0,39,8430
0.25,0,40,8541
0.25,0,41,8623
0.25,0,42,8847
0.25,0,43,9050
0.25,0,44,8817
0.25,0,45,9215
0.25,0,46,9196
0.25,0,47,9074
0.25,0,48,9190
0.25,0,49,9221
0.25,0,50,8933
0.25,0,51,8879
0.25,0,52,9152
0.25,0,53,9585
0.25,0,54,9398
0.25,0,55,9650
0.25,0,56,9369
0.25,0,57,9595
0.25,0,58,9587
0.25,0,59,9652
0.25,0,60,9705
0.25,0,61,9578
0.25,0,62,9520
0.25,0,63,9620
0.25,0,64,9795
0.25,0,65,10147
0.25,0,66,10289
0.25,0,67,10198
0.25,0,68,10094
0.25,0,69,10250
0.25,0,70,10207
0.25,0,71,10245
0.25,0,72,10241
0.25,0,73,10500
0.25,0,74,10639
0.25,0,75,10774
0.25,0,76,10673
0.25,0,77,10525
0.25,0,78,10401
0.25,0,79,10692
0.25,0,80,10440
0.25,0,81,10962
0.25,0,82,11071
0.25,0,83,11020
0.25,0,84,11086
0.25,0,85,11234
0.25,0,86,10926
0.25,0,87,11116
0.25,0,88,11240
0.25,0,89,11396
0.25,0,90,11344
0.25,0,91,11530
0.25,0,92,11665
0.25,0,93,11712
0.25,0,94,11642
0.25,0,95,11562
0.25,0,96,11628
0.25,0,97,11911
0.25,0,98,11761
0.25,0,99,11910
0.25,0,100,12123
0.25,1,0,6426
0.25,1,1,6646
0.25,1,2,6554
0.25,1,3,6838
0.25,1,4,6707
0.25,1,5,6608
0.25,1,6,6497
0.25,1,7,6612
0.25,1,8,6510
0.25,1,9,6466
0.25,1,10,6274
0.25,1,11,6451
0.25,1,12,6427
0.25,1,13,6610
0.25,1,14,6542
0.25,1,15,6820
0.25,1,16,6913
0.25,1,17,6796
0.25,1,18,6790
0.25,1,19,7013
0.25,1,20,7249
0.25,1,21,7108
0.25,1,22,7190
0.25,1,23,7189
0.25,1,24,7338
0.25,1,25,7498
0.25,1,26,7450
0.25,1,27,7625
0.25,1,28,7550
0.25,1,29,7452
0.25,1,30,7499
0.25,1,31,7400
0.25,1,32,7464
0.25,1,33,7712
0.25,1,34,8071
0.25,1,35,8103
0.25,1,36,8041
0.25,1,37,8218
0.25,1,38,8251
0.25,1,39,8474
0.25,1,40,8705
0.25,1,41,8772
0.25,1,42,8692
0.25,1,43,8930
0.25,1,44,8681
0.25,1,45,8782
0.25,1,46,8799
0.25,1,47,8685
0.25,1,48,8778
0.25,1,49,8565
0.25,1,50,8762
0.25,1,51,8719
0.25,1,52,8813
0.25,1,53,9226
0.25,1,54,9248
0.25,1,55,9349
0.25,1,56,9457
0.25,1,57,9646
0.25,1,58,10020
0.25,1,59,9802
0.25,1,60,9527
0.25,1,61,9490
0.25,1,62,9742
0.25,1,63,9908
0.25,1,64,9768
0.25,1,65,9956
0.25,1,66,10298
0.25,1,67,10370
0.25,1,68,10069
0.25,1,69,10053
0.25,1,70,10079
0.25,1,71,10328
0.25,1,72,9908
0.25,1,73,9957
0.25,1,74,10155
0.25,1,75,10056
0.25,1,76,10168
0.25,1,77,10248
0.25,1,78,10355
0.25,1,79,10284
0.25,1,80,10409
0.25,1,81,10396
0.25,1,82,10466
0.25,1,83,10572
0.25,1,84,10803
0.25,1,85,10935
0.25,1,86,11227
0.25,1,87,10994
0.25,1,88,10927
0.25,1,89,10764
0.25,1,90,11026
0.25,1,91,11230
0.25,1,92,11575
0.25,1,93,11457
0.25,1,94,11127
0.25,1,95,11365
0.25,1,96,11167
0.25,1,97,11265
0.25,1,98,11573
0.25,1,99,11617
0.25,1,100,11590
0.25,2,0,6450
0.25,2,1,6571
0.25,2,2,6473
0.25,2,3,6616
0.25,2,4,6747
0.25,2,5,6730
0.25,2,6,6537
0.25,2,7,6552
0.25,2,8,6666
0.25,2,9,6404
0.25,2,10,6636
0.25,2,11,6491
0.25,2,12,6261
0.25,2,13,6270
0.25,2,14,6164
0.25,2,15,6277
0.25,2,16,6390
0.25,2,17,6419
0.25,2,18,6432
0.25,2,19,6614
0.25,2,20,6441
0.25,2,21,6705
0.25,2,22,6794
0.25,2,23,6778
0.25,2,24,6829
0.25,2,25,6818
0.25,2,26,6985
0.25,2,27,7186
0.25,2,28,7330
0.25,2,29,7428
0.25,2,30,7418
0.25,2,31,7379
0.25,2,32,7489
0.25,2,33,7501
0.25,2,34,7586
0.25,2,35,7796
0.25,2,36,7657
0.25,2,37,7832
0.25,2,38,7857
0.25,2,39,7868
0.25,2,40,7851
0.25,2,41,7958
0.25,2,42,8274
0.25,2,43,8355
0.25,2,44,8362
0.25,2,45,8287
0.25,2,46,8124
0.25,2,47,8379
0.25,2,48,8443
0.25,2,49,8357
0.25,2,50,8830
0.25,2,51,8875
0.25,2,52,8840
0.25,2,53,8998
0.25,2,54,9081
0.25,2,55,9272
0.25,2,56,9295
0.25,2,57,9222
0.25,2,58,9390
0.25,2,59,9191
0.25,2,60,9059
0.25,2,61,9293
0.25,2,62,9135
0.25,2,63,9111
0.25,2,64,9284
0.25,2,65,9640
0.25,2,66,9915
0.25,2,67,10183
0.25,2,68,9855
0.25,2,69,9917
0.25,2,70,9864
0.25,2,71,10034
0.25,2,72,10468
0.25,2,73,10580
0.25,2,74,10411
0.25,2,75,10377
0.25,2,76,10530
0.25,2,77,10616
0.25,2,78,10724
0.25,2,79,10408
0.25,2,80,10504
0.25,2,81,10318
0.25,2,82,10499
0.25,2,83,10773
0.25,2,84,10671
0.25,2,85,10763
0.25,2,86,11090
0.25,2,87,10989
0.25,2,88,10955
0.25,2,89,11029
0.25,2,90,11068
0.25,2,91,11298
0.25,2,92,11371
0.25,2,93,11235
0.25,2,94,11170
0.25,2,95,11275
0.25,2,96,11210
0.25,2,97,11538
0.25,2,98,11582
0.25,2,99,11387
0.25,2,100,11990
0.25,3,0,6310
0.25,3,1,6484
0.25,3,2,6440
0.25,3,3,6707
0.25,3,4,6839
0.25,3,5,6731
0.25,3,6,6846
0.25,3,7,6854
0.25,3,8,6926
0.25,3,9,6804
0.25,3,10,6851
0.25,3,11,6757
0.25,3,12,6753
0.25,3,13,6701
0.25,3,14,6913
0.25,3,15,6774
0.25,3,16,6667
0.25,3,17,6763
0.25,3,18,6878
0.25,3,19,6800
0.25,3,20,6967
0.25,3,21,7316
0.25,3,22,7306
0.25,3,23,7422
0.25,3,24,7423
0.25,3,25,7358
0.25,3,26,7510
0.25,3,27,7532
0.25,3,28,7670
0.25,3,29,7496
0.25,3,30,7481
0.25,3,31,7673
0.25,3,32,7770
0.25,3,33,7827
0.25,3,34,7950
0.25,3,35,7939
0.25,3,36,8287
0.25,3,37,8391
0.25,3,38,8596
0.25,3,39,8589
0.25,3,40,8440
0.25,3,41,8408
0.25,3,42,8671
0.25,3,43,8765
0.25,3,44,8561
0.25,3,45,8680
0.25,3,46,8569
0.25,3,47,8628
0.25,3,48,8906
0.25,3,49,8906
0.25,3,50,9060
0.25,3,51,9143
0.25,3,52,9492
0.25,3,53,9644
0.25,3,54,9816
0.25,3,55,9943
0.25,3,56,10179
0.25,3,57,10314
0.25,3,58,10166
