m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
325,0,23,decrease
325,1,-6,decrease
325,2,-30,decrease
325,3,-4,decrease
325,4,14,decrease
325,5,-6,decrease
325,6,-83,decrease
325,7,-74,decrease
325,8,-78,decrease
325,9,25,decrease
325,10,-54,decrease
325,11,58,decrease
325,12,-14,decrease
325,13,-45,decrease
325,14,-19,decrease
325,15,-85,decrease
325,16,-78,decrease
325,17,-25,decrease
325,18,-6,decrease
325,19,-7,decrease
