m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
775,0,-218,decrease
775,1,-68,increase
775,2,-28,increase
775,3,66,increase
775,4,-315,decrease
775,5,57,increase
775,6,-61,increase
775,7,-135,increase
775,8,45,increase
775,9,-253,decrease
775,10,-125,increase
775,11,-34,increase
775,12,88,increase
775,13,-76,increase
775,14,140,increase
775,15,-216,decrease
775,16,39,decrease
775,17,58,increase
775,18,-48,increase
775,19,-71,increase
