m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
475,0,-110,decrease
475,1,18,decrease
475,2,-18,decrease
475,3,73,decrease
475,4,62,decrease
475,5,-81,decrease
475,6,8,decrease
475,7,23,decrease
475,8,4,decrease
475,9,-60,decrease
475,10,17,decrease
475,11,-5,decrease
475,12,19,decrease
475,13,-12,decrease
475,14,-2,decrease
475,15,-49,decrease
475,16,-68,decrease
475,17,12,decrease
475,18,-51,decrease
475,19,-7,decrease
