m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
600,0,-181,decrease
600,1,74,increase
600,2,5,decrease
600,3,-87,decrease
600,4,35,increase
600,5,-50,decrease
600,6,1,decrease
600,7,-49,decrease
600,8,-47,increase
600,9,87,increase
600,10,-72,decrease
600,11,-111,decrease
600,12,-105,decrease
600,13,15,decrease
600,14,-34,decrease
600,15,-65,decrease
600,16,-33,decrease
600,17,-97,decrease
600,18,30,increase
600,19,-35,decrease
