m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
900,0,38,increase
900,1,97,increase
900,2,-585,decrease
900,3,79,increase
900,4,-93,increase
900,5,-646,decrease
900,6,6,increase
900,7,-601,decrease
900,8,52,increase
900,9,-572,decrease
900,10,-1,increase
900,11,17,increase
900,12,26,increase
900,13,-633,decrease
900,14,-50,increase
900,15,36,increase
900,16,60,increase
900,17,-35,increase
900,18,60,increase
900,19,47,increase
