m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
625,0,-154,decrease
625,1,-33,decrease
625,2,-83,decrease
625,3,-138,decrease
625,4,-42,decrease
625,5,-50,decrease
625,6,-61,decrease
625,7,-49,decrease
625,8,-118,decrease
625,9,6,decrease
625,10,-53,decrease
625,11,-47,decrease
625,12,-37,decrease
625,13,3,decrease
625,14,-35,decrease
625,15,-151,decrease
625,16,35,increase
625,17,75,increase
625,18,-44,decrease
625,19,108,increase
