m, replicate_number,gen10_to_gen11_change,outcome_after_100_gens
725,0,-258,decrease
725,1,-158,decrease
725,2,-202,decrease
725,3,-3,increase
725,4,23,increase
725,5,5,increase
725,6,84,increase
725,7,135,increase
725,8,-233,decrease
725,9,-26,decrease
725,10,-1,increase
725,11,-201,decrease
725,12,55,increase
725,13,23,increase
725,14,-279,decrease
725,15,119,increase
725,16,-29,increase
725,17,-12,increase
725,18,4,increase
725,19,-255,decrease
