gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
0,24371,10000,0,24371,20000,0.410324
1,25687,2320,679,22688,5319,0.103535
2,25224,1845,790,22589,4480,0.0888043
3,25207,1547,923,22737,4017,0.0796802
4,24921,1480,889,22552,3849,0.077224
5,25065,1469,976,22620,3914,0.078077
6,24923,1486,1095,22342,4067,0.0815913
7,24836,1598,1089,22149,4285,0.0862659
8,25200,1655,1132,22413,4442,0.0881349
9,24946,1778,1265,21903,4821,0.0966287
10,25055,1967,1285,21803,5219,0.104151
11,25109,2093,1321,21695,5507,0.109662
12,25150,2160,1321,21669,5641,0.112147
13,25003,2215,1289,21499,5719,0.114366
14,24936,2356,1343,21237,6055,0.121411
15,25185,2503,1461,21221,6467,0.12839
16,25062,2711,1392,20959,6814,0.135943
17,25335,2796,1454,21085,7046,0.139057
18,25229,2986,1498,20745,7470,0.148044
19,25122,3089,1466,20567,7644,0.152138
20,25279,3221,1454,20604,7896,0.156177
21,25533,3429,1466,20638,8324,0.163005
22,25596,3701,1493,20402,8895,0.173758
23,25874,3808,1545,20521,9161,0.177031
24,25667,3903,1516,20248,9322,0.181595
25,25993,4189,1491,20313,9869,0.18984
26,25684,4267,1561,19856,10095,0.196523
27,25357,4372,1451,19534,10195,0.201029
28,25469,4560,1489,19420,10609,0.208273
29,25867,4773,1504,19590,11050,0.213593
30,26127,5137,1606,19384,11880,0.227351
31,26293,5297,1547,19449,12141,0.230879
32,26442,5601,1581,19260,12783,0.241718
33,26935,5795,1543,19597,13133,0.243791
34,27097,6013,1501,19583,13527,0.249603
35,26700,6084,1497,19119,13665,0.255899
36,26620,6352,1500,18768,14204,0.266792
37,26582,6471,1447,18664,14389,0.270653
38,26723,6766,1482,18475,15014,0.280919
39,26857,6842,1449,18566,15133,0.281733
40,26857,6948,1457,18452,15353,0.285829
41,27164,7065,1571,18528,15701,0.289004
42,27206,7298,1576,18332,16172,0.297214
43,27140,7295,1492,18353,16082,0.296279
44,27403,7512,1506,18385,16530,0.301609
45,27189,7802,1449,17938,17053,0.313601
46,26930,7857,1434,17639,17148,0.318381
47,26681,8074,1414,17193,17562,0.329111
48,26930,8070,1490,17370,17630,0.32733
49,27040,8286,1352,17402,17924,0.331435
50,27206,8588,1358,17260,18534,0.340623
51,27538,8681,1457,17400,18819,0.341691
52,27317,8830,1381,17106,19041,0.348519
53,27430,8971,1438,17021,19380,0.353263
54,27578,9326,1356,16896,20008,0.362753
55,27695,9480,1358,16857,20318,0.366817
56,27667,9398,1352,16917,20148,0.364116
57,27854,9727,1311,16816,20765,0.372747
58,28068,10001,1445,16622,21447,0.382054
59,27842,10225,1388,16229,21838,0.392177
60,28040,10178,1424,16438,21780,0.388374
61,28198,10486,1413,16299,22385,0.396925
62,28169,10520,1483,16166,22523,0.399783
63,28072,10722,1393,15957,22837,0.406758
64,28530,11054,1378,16098,23486,0.411602
65,28110,11087,1344,15679,23518,0.418321
66,28345,11100,1323,15922,23523,0.414941
67,28654,11438,1329,15887,24205,0.422367
68,28829,11622,1491,15716,24735,0.428995
69,28528,11611,1547,15370,24769,0.434117
70,28867,11985,1565,15317,25535,0.442287
71,28620,11951,1530,15139,25432,0.444305
72,28373,11911,1457,15005,25279,0.445476
73,28821,12307,1479,15035,26093,0.452673
74,28949,12286,1597,15066,26169,0.451985
75,29484,12737,1598,15149,27072,0.459096
76,29184,12727,1510,14947,26964,0.461965
77,29421,12934,1493,14994,27361,0.464991
78,29184,13047,1449,14688,27543,0.471885
79,29246,13152,1587,14507,27891,0.476834
80,29174,13420,1529,14225,28369,0.486203
81,29433,13656,1435,14342,28747,0.488346
82,29826,13944,1526,14356,29414,0.493093
83,29902,14241,1526,14135,30008,0.501772
84,29272,14024,1527,13721,29575,0.505176
85,30177,14686,1472,14019,30844,0.511051
86,30223,14827,1452,13944,31106,0.514608
87,30492,15264,1434,13794,31962,0.524105
88,30276,15422,1413,13441,32257,0.532716
89,30120,15175,1431,13514,31781,0.527573
90,29985,15273,1526,13186,32072,0.534801
91,30152,15379,1499,13274,32257,0.534906
92,29815,15601,1403,12811,32605,0.546789
93,30227,15983,1419,12825,33385,0.552238
94,30203,15947,1428,12828,33322,0.551634
95,30303,16052,1447,12804,33551,0.553592
96,30968,16519,1487,12962,34525,0.55743
97,30947,16356,1539,13052,34251,0.553382
98,31077,17105,1431,12541,35641,0.573431
99,31309,17346,1452,12511,36144,0.577214
100,31160,17203,1482,12475,35888,0.575866
