x1, x2, x_midpoint,time_point,n_dd, n_dwt, n_wtwt, exp_n_dd, exp_n_dwt, exp_n_wt
0.0,0.01,0.005,after_dispersal,0.0,0.0,24600.0,0.0,0.0,300.0
0.01,0.02,0.015,after_dispersal,0.0,0.0,25100.0,0.0,0.0,300.0
0.02,0.03,0.025,after_dispersal,0.0,0.0,28600.0,0.0,0.0,300.0
0.03,0.04,0.035,after_dispersal,0.0,0.0,26800.0,0.0,0.0,300.0
0.04,0.05,0.045,after_dispersal,0.0,0.0,24400.0,0.0,0.0,300.0
0.05,0.06,0.055,after_dispersal,0.0,0.0,22600.0,0.0,0.0,300.0
0.06,0.07,0.065,after_dispersal,0.0,0.0,24400.0,0.0,0.0,300.0
0.07,0.08,0.075,after_dispersal,0.0,0.0,24900.0,0.0,0.0,300.0
0.08,0.09,0.085,after_dispersal,0.0,0.0,26900.0,0.0,0.0,300.0
0.09,0.1,0.095,after_dispersal,0.0,0.0,23500.0,0.0,0.0,300.0
0.1,0.11,0.105,after_dispersal,0.0,0.0,23000.0,0.0,0.0,300.0
0.11,0.12,0.115,after_dispersal,0.0,0.0,24000.0,5.5189e-318,0.0,300.0
0.12,0.13,0.125,after_dispersal,0.0,0.0,21700.0,1.72823e-301,0.0,300.0
0.13,0.14,0.135,after_dispersal,0.0,0.0,22300.0,2.02534e-285,0.0,300.0
