a,sigma,k,u_hat,outcome
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.02,0.01,0.2,0.1,increase
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006363636,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,increase
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006515152,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
0.006666667,0.01,0.2,0.1,decrease
